Dutch	English
Categorie:Bermuda	Bermuda
Bermudadriehoek	Bermuda Triangle
Bernardo Bertolucci	Bernardo Bertolucci
Bern (stad)	Berne
Bernhard Riemann	Bernhard Riemann
Bes (botanisch)	Berry
Bertolt Brecht	Bertolt Brecht
Bertrand Russell	Bertrand Russell
Beryl	Beryl
Beryllium	Beryllium
Bèta (letter)	Beta (letter)
Betaverval	Beta decay
Betelgeuze	Betelgeuse
Bethlehem	Bethlehem
Bette Davis	Bette Davis
Beverly Hills	Beverly Hills
Bei	Bey
Bhutan	Bhutan
Categorie:Bhutan	Bhutan
Bijbel (christendom)	Bible
Categorie:Bijbel	Bible
Bibliografie	Bibliography
Fiets	Bicycle
Oerknal	Big Bang
Bihar	Bihar
Bikini (kleding)	Bikini
Gal (stof)	Bile
Bill Clinton	Bill Clinton
Bill Gates	Bill Gates
Billy Wilder	Billy Wilder
Dubbelster	Binary star
Verrekijker	Binoculars
Biochemie	Biochemistry
Categorie:Biochemie	Biochemistry
Biodiversiteit	Biodiversity
Biogeografie	Biogeography
Biografie	Biography
Biowapens	Biological warfare
Biologie	Biology
Categorie:Biologie	Biology
Portaal:Biologie	Biology
Biomassa	Biomass
Bioom	Biome
Biometrie	Biometrics
Biofysica	Biophysics
Biopsie	Biopsy
Biosfeer	Biosphere
Biotechnologie	Biotechnology
Categorie:Biotechnologie	Biotechnology
Biotine	Biotin
Bipolaire stoornis	Bipolar disorder
Berk	Birch
Vogels	Bird
Birmingham (Alabama)	Birmingham
Anticonceptie	Birth control
Biseksualiteit	Bisexuality
Bisjkek	Bishkek
Bisschop	Bishop
Loper (schaken)	Bishop (chess)
Bismarck (North Dakota)	Bismarck
Bismarck	Bismarck (disambiguation)
Bismut	Bismuth
Bissau	Bissau
Bit (informatica)	Bit
Pontus et Bithynia	Bithynia
Tweekleppigen	Bivalvia
Zwart	Black
Zwarte Dood	Black Death
Zwarte Woud	Black Forest
Zwarte wouw	Black Kite
Zwarte Zee	Black Sea
Zwarte ooievaar	Black Stork
Zwarte straler	Black body
Zwart gat	Black hole
Peper	Black pepper
Merel	Blackbird
Blaise Pascal	Blaise Pascal
Blender (programma)	Blender (software)
Blindheid	Blindness
Blitzkrieg	Blitzkrieg
Bloemfontein	Bloemfontein
Weblog	Blog
Bloed	Blood
Bloedplasma	Blood plasma
Bloeddruk	Blood pressure
Bloedgroep	Blood type
Bloedvat	Blood vessel
Blauw	Blue
Blauwe vinvis	Blue Whale
Blues	Blues
Wild zwijn	Boar
Bordspel	Board game
Boot (vaartuig)	Boat
Bob Dylan	Bob Dylan
Bob Marley	Bob Marley
Bobby Fischer	Bobby Fischer
Bobsleeën	Bobsleigh
Bodhisattva	Bodhisattva
Queteletindex	Body mass index
Bodybuilding	Bodybuilding
Bohemen	Bohemia
Bohrium	Bohrium
Kookpunt	Boiling point
Boise	Boise
Eekhoorntjesbrood	Boletus edulis
Bolivia	Bolivia
Categorie:Bolivia	Bolivia
Bollywood	Bollywood
Bologna (stad)	Bologna
Bolsjewiek	Bolshevik
Bozen (stad)	Bolzano
Bom (wapen)	Bomb
Bommenwerper	Bomber
Zijdevlinder	Bombyx mori
Obligatie	Bond (finance)
Bot (anatomie)	Bone
Beenmerg	Bone marrow
Bonn	Bonn
Bonsai	Bonsai
Boek (document)	Book
Ester (boek)	Book of Esther
Jozua (boek)	Book of Joshua
Richteren	Book of Judges
Boek van Mormon	Book of Mormon
Numeri	Book of Numbers
Openbaring van Johannes	Book of Revelation
Ruth (boek)	Book of Ruth
Booleaanse algebra	Boolean algebra (structure)
Boemerang	Boomerang
Bordeaux (stad)	Bordeaux
Boris Godoenov	Boris Godunov
Boris Pasternak	Boris Pasternak
Boris Spasski	Boris Spassky
Borneo	Borneo
Boor (element)	Boron
Bosnië en Herzegovina	Bosnia and Herzegovina
Categorie:Bosnië en Herzegovina	Bosnia and Herzegovina
Boson	Boson
Bosporus	Bosporus
Boston	Boston
Boston Tea Party	Boston Tea Party
Sjabloon:Bot	Bot
Hortus botanicus	Botanical garden
Plantkunde	Botany
Categorie:Plantkunde	Botany
Botswana	Botswana
Categorie:Botswana	Botswana
Fles	Bottle
Tuimelaar	Bottlenose Dolphin
Burgerij	Bourgeoisie
Bourgondië (regio)	Bourgogne
Bouvet	Bouvet Island
Holhoornigen	Bovid
Boog (wapen)	Bow (weapon)
Bowlen	Bowling
Boxer (hond)	Boxer (dog)
Categorie:Bokser	Boxers
Boksen	Boxing
Categorie:Boksen	Boxing
Haakje	Bracket
Braga (stad)	Braga
Brahma (hindoeïsme)	Brahma
Brahmaputra	Brahmaputra River
Braille	Braille
Hersenen	Brain
Brainstormen	Brainstorming
Bram Stoker	Bram Stoker
Brandenburg (deelstaat)	Brandenburg
Brandewijn (drank)	Brandy
Messing (metaallegering)	Brass
Kruisbloemenfamilie	Brassicaceae
Beha	Brassiere
Bratislava	Bratislava
Braunschweig (stad)	Braunschweig
Brazilië	Brazil
Categorie:Brazilië	Brazil
Brazzaville	Brazzaville
Brood	Bread
Borst	Breast
Borstkanker	Breast cancer
Bremen (stad)	Bremen
Vrije Hanzestad Bremen	Bremen (state)
Bremerhaven	Bremerhaven
Brescia (stad)	Brescia
Brest (Frankrijk)	Brest
Brest (Wit-Rusland)	Brest
Brest	Brest
Bretagne (regio)	Bretagne
Baksteen	Brick
Brug (bouwwerk)	Bridge
Categorie:Brug	Bridges
Bridgetown	Bridgetown
Brigade	Brigade
Brighton	Brighton
Brindisi (stad)	Brindisi
Brisbane	Brisbane
Bristol (stad)	Bristol
Brits-Columbia	British Columbia
Britse Rijk	British Empire
Britse Eilanden	British Isles
Britse Maagdeneilanden	British Virgin Islands
Categorie:Brits persoon	British people
Brno	Brno
Broadway (Manhattan)	Broadway (New York City)
Broccoli	Broccoli
Broom	Bromine
Brons	Bronze
Bronstijd	Bronze Age
Brooklyn	Brooklyn
Brooklyn Bridge	Brooklyn Bridge
Bruin	Brown
Bruine beer	Brown Bear
Brownse beweging	Brownian motion
Bruce Lee	Bruce Lee
Brugge	Bruges
Brunei	Brunei
Categorie:Brunei	Brunei
Brussel (stad)	Brussels
Pest (ziekte)	Bubonic plague
Boekarest	Bucharest
Buckingham Palace	Buckingham Palace
Richard Buckminster Fuller	Buckminster Fuller
Boekweit	Buckwheat
Boedapest	Budapest
Boeddha (verlichte)	Buddha
Boeddhisme	Buddhism
Categorie:Boeddhisme	Buddhism
Buddy Holly	Buddy Holly
Buenos Aires (stad)	Buenos Aires
Buffalo (New York)	Buffalo
Opstal (bouwwerk)	Building
Bujumbura	Bujumbura
Bulgarije	Bulgaria
Categorie:Bulgarije	Bulgaria
Hommels	Bumblebee
Wet van Archimedes	Buoyancy
Bureaucratie	Bureaucracy
Burgemeester	Burgomaster
Burkina Faso	Burkina Faso
Categorie:Burkina Faso	Burkina Faso
Myanmar	Burma
Categorie:Myanmar	Burma
Boerka	Burqa
Bursa (stad)	Bursa
Categorie:Burundi	Burundi
Autobus	Bus
Bus (elektronica)	Bus (computing)
Categorie:Persoon uit het bedrijfsleven	Businesspeople
Buster Keaton	Buster Keaton
Butaan	Butane
Boter (room)	Butter
Vlindereffect	Butterfly effect
Bydgoszcz	Bydgoszcz
Byte	Byte
Categorie:Byzantijnse Rijk	Byzantine Empire
C (letter)	C
C (programmeertaal)	C (programming language)
C.S. Lewis	C. S. Lewis
CD	CD (disambiguation)
CHAOS	CHAOS (Linux distribution)
CN Tower	CN Tower
COBOL	COBOL
Cabaret (kleinkunst)	Cabaret
Cacaoboom	Cacao
Cache	Cache
Cactusfamilie	Cactus
Cadmium	Cadmium
Kadmos	Cadmus
Graveerstift (sterrenbeeld)	Caelum
Cesium	Caesium
Cafeïne	Caffeine
Caïro (stad)	Cairo
Taart	Cake
Calabrië	Calabria
Calais	Calais
Calciet	Calcite
Calcium	Calcium
Calciumcarbonaat	Calcium carbonate
Calciumoxide	Calcium oxide
Rekenmachine	Calculator
Analyse (wiskunde)	Calculus
Caldera	Caldera
Kalender	Calendar
Kaliber	Caliber
Californië	California
Categorie:Californië	California
Californium	Californium
Caligula	Caligula
Kalief	Caliph
Kalligrafie	Calligraphy
Kalliope	Calliope
Callisto (maan)	Callisto (moon)
Callisto (mythologie)	Callisto (mythology)
Calorie	Calorie
Calvados (departement)	Calvados
Golgotha	Calvary
Calvin Coolidge	Calvin Coolidge
Calvinisme	Calvinism
Kalypso	Calypso (mythology)
Cambodja	Cambodia
Categorie:Cambodja	Cambodia
Cambrium	Cambrian
Cambridge (Engeland)	Cambridge
Cambridge (Massachusetts)	Cambridge
Cambridge	Cambridge (disambiguation)
Kamelen	Camel
Camembert (kaas)	Camembert (cheese)
Fotocamera	Camera
Kameroen	Cameroon
Categorie:Kameroen	Cameroon
Campania	Campania
Canada	Canada
Categorie:Canada	Canada
Canadese dollar	Canadian dollar
Kanaal (waterweg)	Canal
Canarische Eilanden	Canary Islands
Categorie:Canarische Eilanden	Canary Islands
Canberra	Canberra
Kanker	Cancer
Kreeft (sterrenbeeld)	Cancer (constellation)
Candela (eenheid)	Candela
Kaars	Candle
Hondachtigen	Canidae
Grote Hond	Canis Major
Kleine Hond	Canis Minor
Hennep	Cannabis
Marihuana	Cannabis (drug)
Cannes	Cannes
Kannibalisme	Cannibalism
Kanon	Cannon
Canadese kano	Canoe
Canon, Inc.	Canon (company)
Canopus (ster)	Canopus
Cantate	Cantata
Canterbury (Engeland)	Canterbury
Kantonees	Cantonese (linguistics)
Knoet de Grote	Canute the Great
Elektrische capaciteit	Capacitance
Condensator	Capacitor
Cape Canaveral	Cape Canaveral
Kaap Hoorn	Cape Horn
Kaapstad	Cape Town
Kaapverdië	Cape Verde
Categorie:Kaapverdië	Cape Verde
Kaap de Goede Hoop	Cape of Good Hope
Hoofdstad	Capital
Kapitaal (economie)	Capital (economics)
Doodstraf	Capital punishment
Kapitalisme	Capitalism
Cappadocië	Cappadocia
Steenbok (sterrenbeeld)	Capricornus
Capsicum	Capsicum
Caracal (dier)	Caracal
Caracas	Caracas
Carambola	Carambola
Karaat	Carat (mass)
Karaat	Carat (purity)
Caravaggio (schilder)	Caravaggio
Koolhydraat	Carbohydrate
Koolstof	Carbon
Koolstofkringloop	Carbon cycle
Koolstofdioxide	Carbon dioxide
Koolstofmonoxide	Carbon monoxide
Waterstofcarbonaat	Carbonic acid
Carboon	Carboniferous
Carbonzuur	Carboxylic acid
Carburateur	Carburetor
Kaartspel	Card game
Kardemom	Cardamom
Cardiff	Cardiff
Kardinaal (geestelijke)	Cardinal (Catholicism)
Kardinaal de Richelieu	Cardinal Richelieu
Cardiologie	Cardiology
Categorie:Cardiologie	Cardiology
Caraïben	Caribbean
Categorie:Caraïben	Caribbean
Caraïbische Zee	Caribbean Sea
Karikatuur	Caricature
Kiel (sterrenbeeld)	Carina (constellation)
Carl Anderson (natuurkundige)	Carl David Anderson
Carl Gustav Jung	Carl Jung
Carl Lewis	Carl Lewis
Carl Maria von Weber	Carl Maria von Weber
Carl Orff	Carl Orff
Carnaval	Carnival
Roofdieren	Carnivora
Carnivoor	Carnivore
Vleesetende plant	Carnivorous plant
Karolingen	Carolingian dynasty
Carolus Linnaeus	Carolus Linnaeus
Karpaten	Carpathian Mountains
Wortel (groente)	Carrot
Carson City	Carson City
Cartagena (Spanje)	Cartagena
Cartesisch coördinatenstelsel	Cartesian coordinate system
Cartesisch product	Cartesian product
Carthago	Carthage
Cartografie	Cartography
Categorie:Cartografie	Cartography
Cary Grant	Cary Grant
Caryophyllales	Caryophyllales
Casablanca (stad)	Casablanca
Cashew	Cashew
Casino (gokken)	Casino
Kaspische Zee	Caspian Sea
Cassandra	Cassandra
Cassiopeia (sterrenbeeld)	Cassiopeia (constellation)
Gietijzer	Cast iron
Kastenstelsel	Caste
Castilië	Castile (historical region)
Burcht (kasteel)	Castle
Rokade	Castling
Castries (Saint Lucia)	Castries
Casus belli	Casus belli
Kat (dier)	Cat
Catalonië	Catalonia
Categorie:Catalonië	Catalonia
Katalysator	Catalysis
Katafrakt	Cataphract
Grijze staar	Cataract
Meervalachtigen	Catfish
Katharen	Catharism
Kathedraal	Cathedral
Catharina Parr	Catherine Parr
Catharina van Aragón	Catherine of Aragon
Kathode	Cathode
Katholicisme	Catholicism
Rund	Cattle
Koereiger	Cattle Egret
Gaius Valerius Catullus	Catullus
Kaukasus	Caucasus
Categorie:Kaukasus	Caucasus
Kaukasus (gebergte)	Caucasus Mountains
Bloemkool	Cauliflower
Oorzakelijkheid	Causality
Cavalerie	Cavalry
Grot	Cave
Kaviaar	Caviar
Cayenne (stad)	Cayenne
Kaaimaneilanden	Cayman Islands
Cecil Rhodes	Cecil Rhodes
Ceder	Cedar
Snijselderij	Celery
Hemelevenaar	Celestial equator
Categorie:Hemelmechanica	Celestial mechanics
Hemelmechanica	Celestial mechanics
Hemelbol	Celestial sphere
Celibaat	Celibacy
Cel (biologie)	Cell (biology)
Celmembraan	Cell membrane
Celkern	Cell nucleus
Celwand	Cell wall
Cello	Cello
Cellulose	Cellulose
Celsius	Celsius
Cement	Cement
Begraafplaats	Cemetery
Cenozoïcum	Cenozoic
Volkstelling	Census
Centaur (mythologie)	Centaur
Centaur (sterrenbeeld)	Centaurus
Massamiddelpunt	Center of mass
Centimeter	Centimetre
Centraal-Afrika	Central Africa
Centraal-Afrikaanse Republiek	Central African Republic
Categorie:Centraal-Afrikaanse Republiek	Central African Republic
Centraal-Amerika	Central America
Categorie:Midden-Amerika	Central America
Central Intelligence Agency	Central Intelligence Agency
Central Park	Central Park
Centrale mogendheid	Central Powers
Centrale bank	Central bank
Centraal zenuwstelsel	Central nervous system
Processor	Central processing unit
Centre (Frankrijk)	Centre
Centriool	Centriole
Eeuw	Century
Inktvissen	Cephalopod
Cepheus (sterrenbeeld)	Cepheus (constellation)
Keramiek	Ceramic
Cerberus (mythologie)	Cerberus
Graan	Cereal
Kleine hersenen	Cerebellum
Ceres	Ceres
Ceres (dwergplaneet)	Ceres (dwarf planet)
Ceres (mythologie)	Ceres (mythology)
Cerium	Cerium
Cesare Borgia	Cesare Borgia
Lintwormen	Cestoda
Walvissen	Cetacea
Walvis (sterrenbeeld)	Cetus
Tsjaad	Chad
Categorie:Tsjaad	Chad
Vink (vogel)	Chaffinch
Stoel	Chair
Chalcedoon	Chalcedony
Kameleon (sterrenbeeld)	Chamaeleon
Gems (dier)	Chamois
Champagne (wijn)	Champagne (wine)
Champagne-Ardennen	Champagne-Ardenne
Kanaaltunnel	Channel Tunnel
Chaos (Griekse mythologie)	Chaos (mythology)
Steltloperachtigen	Charadriiformes
Karel de Grote	Charlemagne
Charleroi	Charleroi
Charles, prins van Wales	Charles
Charles Baudelaire	Charles Baudelaire
Charles Darwin	Charles Darwin
Charles Dickens	Charles Dickens
Charles Fourier	Charles Fourier
Charles Lindbergh	Charles Lindbergh
Charles Peirce	Charles Peirce
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Charles de Gaulle	Charles de Gaulle
Karel de Kale	Charles the Bald
Charleston (West Virginia)	Charleston
Charlie Chaplin	Charlie Chaplin
Charlie Parker	Charlie Parker
Charlotte (North Carolina)	Charlotte
Charmed	Charmed
Charon (maan)	Charon (moon)
Charon (god)	Charon (mythology)
Chartres	Chartres
Chauvinisme	Chauvinism
Che Guevara	Che Guevara
Tsjetsjenië	Chechnya
Categorie:Tsjetsjenië	Chechnya
Kaas	Cheese
Jachtluipaard	Cheetah
Tsjeljabinsk	Chelyabinsk
Chemische binding	Chemical bond
Chemische verbinding	Chemical compound
Chemisch element	Chemical element
Chemische technologie	Chemical engineering
Molecuulformule	Chemical formula
Chemische reactie	Chemical reaction
Chemische wapens	Chemical warfare
Scheikunde	Chemistry
Categorie:Scheikunde	Chemistry
Portaal:Scheikunde	Chemistry
Chemnitz	Chemnitz
Chemotherapie	Chemotherapy
Madras	Chennai
Cheque	Cheque
Tsjernobyl	Chernobyl
Kers	Cherry
Vuursteen	Chert
Cherubijn	Cherub
Schaken	Chess
Categorie:Schaken	Chess
Opening (schaken)	Chess opening
Chester A. Arthur	Chester A. Arthur
Kastanje	Chestnut
Kauwgom	Chewing gum
Cheyenne (Wyoming)	Cheyenne
Chi (letter)	Chi (letter)
Chiang Kai-shek	Chiang Kai-shek
Chicago	Chicago
Kip (vogel)	Chicken
Waterpokken	Chickenpox
Kikkererwt	Chickpea
Chihuahua (staat)	Chihuahua
Kind	Child
Bevalling	Childbirth
Chili	Chile
Categorie:Chili	Chile
Chimborazo (vulkaan)	Chimborazo (volcano)
Chimaera (mythologie)	Chimera (mythology)
Chimpansees	Chimpanzee
Categorie:China	China
China	China
Chios (eiland)	Chios
Chiron	Chiron
Chitine	Chitin
Chloor	Chlorine
Chloroform	Chloroform
Bladgroen	Chlorophyll
Bladgroenkorrel	Chloroplast
Chocolade	Chocolate
Koor (zang)	Choir
Cholera	Cholera
Cholesterol	Cholesterol
Kraakbeenvissen	Chondrichthyes
Tsjoengking	Chongqing
Akkoord (muziek)	Chord (music)
Chordadieren	Chordate
Christchurch (Nieuw-Zeeland)	Christchurch
Christiaan Huygens	Christiaan Huygens
Christian Dior	Christian Dior
Christendom	Christianity
Categorie:Christendom	Christianity
Kerstmis	Christmas
Categorie:Kerst	Christmas
Kerstavond	Christmas Eve
Kerstboom	Christmas tree
Christoffel Columbus	Christopher Columbus
Christopher Marlowe	Christopher Marlowe
Chromatine	Chromatin
Chromatografie	Chromatography
Chroom (element)	Chromium
Chromosoom	Chromosome
Categorie:Chronologie	Chronology
Chuck Berry	Chuck Berry
Tsjoektsjenzee	Chukchi Sea
Kerk (instituut)	Church
Kerkgebouw	Church (building)
Anglicaanse Kerk	Church of England
Marcus Tullius Cicero	Cicero
Ooievaarachtigen	Ciconiiformes
Cider	Cider
Sigaret	Cigarette
Assepoester	Cinderella
Cinnaber	Cinnabar
Kaneel	Cinnamon
Circe	Circe
Passer (sterrenbeeld)	Circinus
Cirkel	Circle
Hart- en vaatstelsel	Circulatory system
Circumcisie	Circumcision
Circus (cultuur)	Circus
Levercirrose	Cirrhosis
burger	Citizenship
Citroenzuur	Citric acid
Citroenzuurcyclus	Citric acid cycle
Citrusvrucht	Citrus
Stadstaat	City-state
Burgeroorlog	Civil war
Beschaving	Civilization
Civilization	Civilization (computer game)
Klarinet	Clarinet
Clark Gable	Clark Gable
Klasse	Class
Klasse (biologie)	Class (biology)
Klasse (informatica)	Class (computer science)
Klassieke mechanica	Classical mechanics
Klassieke muziek	Classical music
Categorie:Klassieke muziek	Classical music
Classicisme	Classicism
Claude Monet	Claude Monet
Claude Shannon	Claude Shannon
Claudio Monteverdi	Claudio Monteverdi
Claudius I	Claudius
Sleutelbeen	Clavicle
Klei	Clay
Sleutel (muziek)	Clef
Clement Attlee	Clement Attlee
Cleopatra	Cleopatra (disambiguation)
Geestelijke	Clergy
Cleveland (Ohio)	Cleveland
Client-servermodel	Client-server
Klimaat	Climate
Klimaatverandering	Climate change
Klimatologie	Climatology
Categorie:Klimatologie	Climatology
Klinische depressie	Clinical depression
Clio (muze)	Clio
Clitoris	Clitoris
Klok (tijd)	Clock
Big Ben	Clock Tower
Klonen	Cloning
Categorie:Kleding	Clothing
Kleding	Clothing
Wolk	Cloud
Kruidnagel	Clove
Klaver	Clover
Clovis I	Clovis I
Neteldieren	Cnidaria
Steenkool	Coal
Kust	Coast
Wapen (heraldiek)	Coat of arms
Kobalt	Cobalt
Cocaïne	Cocaine
Lieveheersbeestjes	Coccinellidae
Kaketoes	Cockatoo
Kakkerlakken	Cockroach
Cocktail	Cocktail
Kokospalm	Coconut
Cocoseilanden	Cocos (Keeling) Islands
Codeïne	Codeine
Koffieplant	Coffea
Koffie	Coffee
Categorie:Koffie	Coffee
Cognac (drank)	Cognac (drink)
Cognitieve psychologie	Cognitive psychology
Cognitiewetenschap	Cognitive science
Munt (betaalmiddel)	Coin
Cola	Cola
Colchis	Colchis
Koude Oorlog	Cold War
Categorie:Koude Oorlog	Cold War
Colin Powell	Colin Powell
Collage	Collage
Collageen	Collagen
Colloïde	Colloid
Keulen	Cologne
Colombia	Colombia
Categorie:Colombia	Colombia
Colombo (stad)	Colombo
Kolonel	Colonel
Kleur	Color
Kleurenblindheid	Color blindness
Colorado (staat)	Colorado
Categorie:Colorado	Colorado
Colorado (rivier)	Colorado River
Colosseum	Colosseum
Kolossus van Rodos	Colossus of Rhodes
Gladde slangen	Colubrid
Duif (sterrenbeeld)	Columba (constellation)
Columbia (South Carolina)	Columbia
Columbia	Columbia
Columbia (rivier)	Columbia River
Columbia-universiteit	Columbia University
Duiven en tortels	Columbidae
Categorie:Duifachtige	Columbiformes
Duifachtigen	Columbiformes
Columbus (Ohio)	Columbus
Columbus	Columbus
Coma (geneeskunde)	Coma
Hoofdhaar (sterrenbeeld)	Coma Berenices
Verbranding	Combustion
Komedie	Comedy
Jan Amos Comenius	Comenius
Komeet	Comet
Komma	Comma (punctuation)
Commedia dell'arte	Commedia dell'arte
Categorie:Handel	Commerce
Vijgenboom	Common Fig
Verkoudheid	Common cold
Gemenebest van Onafhankelijke Staten	Commonwealth of Independent States
Gemenebest van Naties	Commonwealth of Nations
Categorie:Communicatie	Communication
Communicatie	Communication
Communisme	Communism
Categorie:Communisme	Communism
Comoren	Comoros
Categorie:Comoren	Comoros
Compact disc	Compact Disc
Compagnie	Company (military unit)
Kompas	Compass
Passer (gereedschap)	Compass (drafting)
Mededinging	Competition
Compiler	Compiler
Complex Instruction Set Computer	Complex instruction set computer
Complex getal	Complex number
Componist	Composer
Composiet (materiaal)	Composite material
Samengesteld getal	Composite number
Computationele taalkunde	Computational linguistics
Computertomografie	Computed tomography
Computer	Computer
Computerarchitectuur	Computer architecture
Beeldscherm	Computer display
Bestand (computer)	Computer file
Categorie:Computergraphics	Computer graphics
Hardware	Computer hardware
Categorie:Computerhardware	Computer hardware
Computernetwerk	Computer network
Computerprogramma	Computer program
Programmeren	Computer programming
Categorie:Programmeren	Computer programming
Informatica	Computer science
Categorie:Informatica	Computer science
Software	Computer software
Computervirus	Computer virus
Computer Aided Design	Computer-aided design
Categorie:Informatica	Computing
Conakry	Conakry
Concentratie (oplossing)	Concentration
Concerto	Concerto
Concord (New Hampshire)	Concord
Beton	Concrete
Condoom	Condom
Dirigent	Conducting
Kegel (ruimtelijke figuur)	Cone (geometry)
Geconfedereerde Staten van Amerika	Confederate States of America
Confederatie	Confederation
Biecht	Confession
Vormsel	Confirmation
Conflict (onenigheid)	Conflict
Confucianisme	Confucianism
Confucius	Confucius
Congo	Congo
Kongo (rivier)	Congo River
Kegelsnede	Conic section
Connecticut	Connecticut
Categorie:Connecticut	Connecticut
Bindweefsel	Connective tissue
Conquistador (geschiedenis)	Conquistador
Consensus	Consensus
Eerste wet van de thermodynamica	Conservation of energy
Conservatisme	Conservatism
Medeklinker	Consonant
Constantijn de Grote	Constantine I
Constantinopel	Constantinople
Sterrenbeeld	Constellation
Grondwet	Constitution (political)
Consul (Rome)	Consul
Consumptie	Consumption (economics)
Contactlens	Contact lens
Werelddeel	Continent
Continentverschuiving	Continental drift
Continentaal plat	Continental shelf
Overeenkomst	Contract
Bridge	Contract bridge
Convectie	Convection
Kookkunst	Cooking
Coöperatie	Cooperative
Coördinaat	Coordinate system
Coordinated Universal Time	Coordinated Universal Time
Kopenhagen	Copenhagen
Koper (element)	Copper
Auteursrecht	Copyright
Althobo	Cor anglais
Scharrelaarvogels	Coraciiformes
Koraal (zoölogie)	Coral
Koraalzee	Coral Sea
Koraalrif	Coral reef
Koriander	Coriander
Korinthe (stad)	Corinth
Corioliseffect	Coriolis effect
Cork (stad)	Cork (city)
Aalscholvers	Cormorant
Hoornvlies	Cornea
Cornell-universiteit	Cornell University
Cornwall	Cornwall
Noorderkroon	Corona Borealis
Bedrijf	Corporation
Corrosie	Corrosion
Corsica	Corsica
Korund	Corundum
Korvet	Corvette
Kraaiachtigen	Corvidae
Raaf (sterrenbeeld)	Corvus (constellation)
Kosmische achtergrondstraling	Cosmic microwave background radiation
Kosmische straling	Cosmic ray
Kosmologie	Cosmology
Categorie:Kosmologie	Cosmology
Costa Rica	Costa Rica
Categorie:Costa Rica	Costa Rica
