English	Slovak
Niger	Niger
Niger	Kategória:Niger
Niger River	Niger (rieka)
Nigeria	Nigéria
Nigeria	Kategória:Nigéria
Night	Noc
Nihilism	Nihilizmus
Nijmegen	Nijmegen
Nike	Nike, Inc.
Nike (mythology)	Nike (bohyňa)
Nikita Khrushchev	Nikita Sergejevič Chruščov
Nikola Tesla	Nikola Tesla
Nile	Níl
Nile crocodile	Krokodíl nílsky
Nineveh	Ninive
Niobium	Niób
Nirvana	Nirvána
Nitric acid	Kyselina dusičná
Nitrogen	Dusík
Nitroglycerin	Nitroglycerín
Nix (moon)	Nix (mesiac)
Noah	Noe
Noam Chomsky	Noam Avram Chomsky
Nobel Prize	Nobelova cena
Nobel Prize	Kategória:Nobelova cena
Nobelium	Nobelium
Noble gas	Vzácne plyny
Nominative case	Nominatív
Nonmetal	Nekov
Norfolk	Norfolk (Anglicko)
Norfolk Island	Norfolk (ostrov)
Norma (constellation)	Súhvezdie Pravítko
Normal distribution	Normálne rozdelenie
Norman Mailer	Norman Mailer
Normandy	Normandia
Norse mythology	Kategória:Severská mytológia
North	Sever (svetová strana)
North Africa	Severná Afrika
North America	Severná Amerika
North America	Kategória:Severná Amerika
North Carolina	Severná Karolína
North Carolina	Kategória:Severná Karolína
North Dakota	Severná Dakota
North Dakota	Kategória:Severná Dakota
North Korea	Kórejská ľudovodemokratická republika
North Korea	Kategória:Kórejská ľudovodemokratická republika
North Sea	Severné more
North Yorkshire	North Yorkshire
Northern Europe	Severná Európa
Northern Hemisphere	Severná pologuľa
Northern Ireland	Severné Írsko
Northern Ireland	Kategória:Severné Írsko
Northern Mariana Islands	Severné Mariány
Northern Territory	Severné teritórium
Northwest Territories	Severozápadné teritóriá
Norway	Nórsko
Norway	Kategória:Nórsko
Norwegian Sea	Nórske more
Norwegian krone	Nórska koruna
Nose	Nos
Nostradamus	Nostradamus
Note	Nota
Nouakchott	Nouakchott
Noun	Podstatné meno
Nova Scotia	Nové Škótsko
Novel	Román
November	November
November 1	1. november
November 11	11. november
November 2	2. november
November 5	5. november
Novosibirsk	Novosibirsk
Nu (letter)	Ní
Nuclear fission	Jadrová reakcia
Nuclear fusion	Jadrová syntéza
Nuclear physics	Jadrová fyzika
Nuclear physics	Kategória:Jadrová fyzika
Nuclear weapon	Jadrová zbraň
Nucleic acid	Nukleová kyselina
Nucleon	Nukleón
Nucleotide	Nukleotid
Number	Číslo (matematika)
Numbers	Kategória:Čísla
Numismatics	Kategória:Numizmatika
Nunavut	Nunavut
Nuremberg	Norimberg
Nutrition	Kategória:Výživa
Nymph	Nymfa (mytológia)
Nyx (mythology)	Nyx
O	O
OPEC	Organizácia krajín vyvážajúcich ropu
Oahu	Oahu
Oak	Dub
Oakland	Oakland (Kalifornia)
Oasis	Oáza
Ob River	Ob (rieka)
Obesity	Obezita
Observatory	Observatórium
Occam's razor	Occamova britva
Oceania	Austrália a Oceánia
Oceania	Kategória:Austrália a Oceánia
Oceanography	Oceánografia
Oceanography	Kategória:Oceánografia
Oceanus	Okeanos
Octans	Súhvezdie Oktant
Octave	Oktáva
October	Október
October 12	12. október
October 24	24. október
Octopus	Chobotnice
Ode	Óda
Oder River	Odra
Odessa	Odesa
Odysseus	Odyseus (mytológia)
Odyssey	Odysea
Oedipus	Oidipus
Ohio	Ohio
Ohio	Kategória:Ohio
Ohm	Ohm (jednotka)
Ohm's law	Ohmov zákon
Okapi	Okapia pásavá
Oklahoma	Oklahoma
Oklahoma	Kategória:Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Old Church Slavonic	Staroslovienčina
Old Testament	Starý zákon
Oligarchy	Oligarchia
Oligocene	Oligocén
Olive	Oliva európska
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Olivín
Olympia	Olympia (Washington)
Olympic Games	Olympijské hry (moderné)
Olympics	Kategória:Olympijské hry
Omaha	Omaha
Oman	Omán
Oman	Kategória:Omán
Omega	Ómega
Omicron	Omikrón
Omsk	Omsk
Onion	Cesnak cibuľový
Onomastics	Onomastika
Ontario	Ontário
Ontario	Kategória:Ontário
Ontology	Ontológia
Oort cloud	Oortov oblak
Opal	Opál
Opel	Opel
Opera	Opera
Opera (Internet suite)	Opera (webový prehliadač)
Operating system	Operačný systém
Operetta	Opereta
Ophiuchus	Súhvezdie Hadonos
Opium	Ópium
Optical fiber	Optické vlákno
Optical illusion	Optický klam
Optics	Optika (odbor)
Optics	Kategória:Optika
Oral sex	Orálny sex
Orange (colour)	Oranžová
Orange (fruit)	Pomaranč
Orangutan	Orangutan
Oratorio	Oratórium
Orbit	Obežná dráha
Orca	Kosatka dravá
Orchestra	Orchester
Orchidaceae	Vstavačovité
Order (biology)	Rad (taxonómia)
Order of Saint Benedict	Rád svätého Benedikta
Ordovician	Ordovik
Oregon	Oregon
Oregon	Kategória:Oregon
Orestes (mythology)	Orestes
Organ (anatomy)	Orgán (anatómia)
Organelle	Organela
Organic chemistry	Organická chémia
Organic chemistry	Kategória:Organická chémia
Organic compound	Organická zlúčenina
Organism	Živá bytosť
Organization of American States	Organizácia amerických štátov
Orgasm	Orgazmus
Origami	Origami
Origen	Origenes
Original sin	Prvotný hriech
Orion (constellation)	Súhvezdie Orión
Ornithology	Kategória:Ornitológia
Orson Welles	Orson Welles
Orthography	Pravopis
Osaka	Osaka (mesto)
Osama bin Laden	Usáma bin Ládin
Oscar Wilde	Oscar Wilde
Oscillation	Vibrácia
Osiris	Usíre
Oslo	Oslo
Osman I	Osman I.
Osmium	Osmium
Osprey	Kršiak rybožravý
Osteichthyes	Ryby (Osteichthyes)
Ostrava	Ostrava
Ostrich	Pštros dvojprstý
Othello	Othello
Otho	Otho
Ottawa	Ottawa (Kanada)
Otto Hahn	Otto Hahn
Otto I	Otto I. (SRR)
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Osmanská ríša
Ottoman Empire	Kategória:Osmanská ríša
Ovary	Vaječník
Ovid	Publius Ovidius Naso
Oviedo	Oviedo
Ovis	Ovca
Ovum	Vajcová bunka
Owl	Sovotvaré
Oxford	Oxford
Oxidation state	Oxidačné číslo
Oxide	Oxid
Oxygen	Kyslík
Oxymoron	Oxymoron
Oxytocin	Oxytocín
Ozone	Ozón
P	P
PH	Kyslosť
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Tichý oceán
Pacific Ocean	Kategória:Tichý oceán
Pacifism	Pacifizmus
Padua	Padova
Painting	Kategória:Maliarstvo
Pakistan	Pakistan
Pakistan	Kategória:Pakistan
Palace of Versailles	Zámok Versailles
Palau	Palau
Palau	Kategória:Palau
Paleolithic	Paleolit
Paleontology	Paleontológia
Paleontology	Kategória:Paleontológia
Paleozoic	Paleozoikum
Palermo	Palermo
Palestine	Palestína (územie)
Palestine	Kategória:Palestínske autonómne územia
Palestinian National Authority	Palestínske autonómne územia
Pali	Pálí
Palindrome	Palindróm
Palladium	Paládium
Palm Sunday	Kvetná nedeľa
Palmyra	Palmýra
Pamir Mountains	Pamír
Pan (mythology)	Pan (boh)
Panama	Panama (štát)
Panama	Kategória:Panama (štát)
Panama Canal	Panamský prieplav
Panama City	Panama (mesto)
Pancreas	Podžalúdková žľaza
Pangaea	Pangea
Pantheism	Panteizmus
Pantheon	Panteón (Rím)
Papal States	Pápežský štát
Papua New Guinea	Papua-Nová Guinea
Papua New Guinea	Kategória:Papua-Nová Guinea
Papyrus	Papyrus (výrobok)
Parabola	Parabola
Paracelsus	Paracelsus
Parachute	Padák
Paragliding	Paraglajding
Paraguay	Paraguaj
Paraguay	Kategória:Paraguaj
Parallax	Paralaxa
Paramaribo	Paramaribo
Paranoia	Paranoja
Paraphilia	Porucha voľby sexuálneho objektu
Parapsychology	Parapsychológia
Parasitism	Parazitizmus
Parchment	Pergamen (koža)
Paris	Paríž
Paris	Kategória:Paríž
Paris (mythology)	Paris (mytológia)
Parity (mathematics)	Párne číslo
Parliament	Parlament
Parmenides	Parmenides
Parody	Paródia
Parrot	Papagájotvaré
Parsec	Parsek
Parsley	Petržlen záhradný
Parthia	Partia
Particle physics	Fyzika častíc
Particle physics	Kategória:Fyzika častíc
Pascal	Pascal (rozlišovacia stránka)
Pascal (programming language)	Pascal (programovací jazyk)
Pascal (unit)	Pascal
Passeriformes	Kategória:Vrabcotvaré
Passerine	Vrabcotvaré
Passover	Pesach
Pasteurization	Pasterizácia
Patent	Patent
Pathology	Patológia
Patriarch	Patriarcha (cirkev)
Patrick White	Patrick White
Patriotism	Patriotizmus
Paul Johann Ludwig von Heyse	Paul Johann Ludwig Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Apoštol Pavol
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Pauliho vylučovací princíp
Pavo (constellation)	Súhvezdie Páv
Pawn (chess)	Pešiak (šach)
Pays de la Loire	Pays-de-la-Loire
Pea	Hrach siaty
Peace	Mier
Peace of Westphalia	Vestfálsky mier
Pearl	Perla
Pearl Harbor	Pearl Harbor
Pedagogy	Surdopedagogika
Pedagogy	Kategória:Pedagogika
Pediatrics	Pediatria
Pedophilia	Pedofília
Pedunculate Oak	Dub letný
Pegasus	Pegasos (kôň)
Pegasus (constellation)	Súhvezdie Pegas
Peloponnese	Peloponéz
Peloponnesian War	Peloponézske vojny
Pencil	Ceruzka
Pendulum	Kyvadlo
Penelope	Penelopa (mytológia)
Penguin	Tučniakotvaré
Penicillin	Penicilín
Peninsula	Polostrov
Pennsylvania	Pensylvánia
Pennsylvania	Kategória:Pensylvánia
Pentagon	Päťuholník
Pentagram	Pentagram
Pentecost	Turíce
Pentecostalism	Hnutie obnovy v Duchu Svätom
People	Kategória:Ľudia
People's Republic of China	Čína
Pepin the Short	Pipin Krátky
Pepsi	Pepsi Cola
Peptide	Peptid
Percentage	Percento
Perception	Zmyslové vnímanie
Perciformes	Ostriežotvaré
Percussion instrument	Bicí nástroj
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Sokol sťahovavý
Perestroika	Perestrojka
Pericles	Perikles
Period (periodic table)	Perióda (periodická tabuľka)
Periodic table	Periodická tabuľka
Perm	Perm (mesto)
Permafrost	Permafrost
Permian	Perm (geologické obdobie)
Permutation	Permutácia (algebra)
Perpetual motion	Perpetuum mobile
Persephone	Persefona
Persepolis	Perzepolis
Perseus	Perseus (mytológia)
Perseus (constellation)	Súhvezdie Perzeus
Persian Empire	Perzská ríša
Persian Gulf	Perzský záliv
Personal digital assistant	Personal Digital Assistant
Perth	Perth
Peru	Peru
Peru	Kategória:Peru
Peter Abelard	Pierre Abélard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Ropa
Petrology	Petrológia
Phanerozoic	Fanerozoikum
Pharaoh	Faraón
Pharmacology	Farmakológia
Pharmacology	Kategória:Farmakológia
Pharynx	Hltan
Phenol	Fenol
Phenomenology	Fenomenológia
Phenotype	Fenotyp
Phenylketonuria	Fenylketonúria
Phi (letter)	Fí
Philadelphia	Philadelphia
Philately	Filatelia
Philately	Kategória:Filatelia
Philip II of Macedon	Filip II. (Macedónia)
Philipp Lenard	Philipp Lenard
Philippine Sea	Filipínske more
Philippines	Filipíny
Philippines	Kategória:Filipíny
Philology	Filológia
Philology	Kategória:Filológia
Philosopher's stone	Kameň mudrcov
Philosophy	Filozofia
Philosophy	Kategória:Filozofia
Phnom Penh	Phnom Pénh
Phobia	Fóbia
Phobos (moon)	Fobos (mesiac)
Phoenicia	Feničania
Phoenix	Phoenix (Arizona)
Phoenix	Phoenix
Phoenix (constellation)	Súhvezdie Fénix
Phoenix (mythology)	Fénix (vták)
Phoenix (spacecraft)	Phoenix (sonda)
Phoneme	Fonéma
Phonetics	Fonetika
Phosphate	Fosforečnan
Phosphoric acid	Kyselina trihydrogenfosforečná
Phosphorus	Fosfor
Photography	Fotografovanie
Photography	Kategória:Fotografia
Photon	Fotón
Photosphere	Fotosféra
Photosynthesis	Fotosyntéza
Physical chemistry	Fyzikálna chémia
Physical chemistry	Kategória:Fyzikálna chémia
Physician	Lekár
Physics	Fyzika
Physics	Kategória:Fyzika
Physics	Portál:Fyzika
Physiology	Fyziológia
Physiology	Kategória:Fyziológia
Pi	Ludolfovo číslo
Pi (letter)	Pí (grécke písmeno)
Piano	Klavír
Picardie	Pikardia
Piciformes	Ďatľotvaré
Pictor	Súhvezdie Maliar
Pidgin (software)	Pidgin
Piedmont	Piemont
Pierre	Pierre (Južná Dakota)
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment (maliarstvo)
Pilsen	Plzeň
Pineapple	Ananás pestovaný
Pisa	Pisa
Pisces (constellation)	Súhvezdie Ryby
Piston	Piest
Pittsburgh	Pittsburgh
Pituitary gland	Podmozgová žľaza
Pixel	Obrazový prvok
Pizza	Pizza
Plagiarism	Plagiát
Plane (mathematics)	Rovina (geometria)
Planet	Planéta
Planetary nebula	Planetárna hmlovina
Plant	Rastliny
Plasma (physics)	Plazma (fyzika)
Plastid	Plastid
Plate tectonics	Platňová tektonika
Platelet	Krvná doštička
Platinum	Platina
Plato	Platón
Platypus	Vtákopysk divný
Pleiades (star cluster)	Plejády
Pleistocene	Pleistocén
Pleven	Pleven
Pliny the Elder	Plínius Starší
Pliny the Younger	Plínius Mladší
Pliocene	Pliocén
Plotinus	Plotinos
Plovdiv	Plovdiv
Plutarch	Plutarchos
Pluto	134340 Pluto
Pluto (disambiguation)	Pluto (rozlišovacia stránka)
Plutonium	Plutónium
Plymouth	Plymouth (Anglicko)
Po River	Pád (rieka)
Poaceae	Lipnicovité
Podcast	Podcasting
Poetry	Kategória:Poézia
Pogrom	Pogrom
Point (geometry)	Bod (geometria)
Poison	Jed
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Poland	Poľsko
Poland	Kategória:Poľsko
Polaris	Polárka
Police	Polícia
Poliomyelitis	Detská obrna
Political party	Politická strana
Political science	Politológia
Political science	Kategória:Politológia
Politician	Politik
Politics	Politika
Politics	Kategória:Politika
Pollution	Znečistenie životného prostredia
Polo	Pólo
Polonium	Polónium
Polyethylene	Polyetylén
Polygamy	Polygamia
Polygon	Mnohouholník
Polyhymnia	Polymnia
Polynomial	Mnohočlen
Polyvinyl chloride	Polyvinylchlorid
Pompeii	Pompeje
Pop art	Popart
Pop music	Populárna hudba
Pope	Pápež
Pope Alexander VI	Alexander VI.
Porcelain	Porcelán
Pornography	Pornografia
Port Louis	Port Louis (Maurícius)
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Porto	Porto (mesto v Portugalsku)
Portrait	Portrét
Portsmouth	Portsmouth
Portugal	Portugalsko
Portugal	Kategória:Portugalsko
Poseidon	Poseidón
Positron	Pozitrón
Postage stamp	Poštová známka
Postal code	Poštové smerovacie číslo
Postmodernism	Postmoderna
Potassium	Draslík
Potassium nitrate	Dusičnan draselný
Potato	Ľuľok zemiakový
Potential energy	Potenciálna energia
Pound (mass)	Libra (hmotnosť)
Pound sterling	Libra šterlingov
Praetor	Prétor
Prague	Praha
Prague	Kategória:Praha
Praia	Praia
Praseodymium	Prazeodým
Prayer	Modlitba
Precambrian	Prekambrium
Precession	Precesia
Pregnancy	Tehotenstvo
President	Prezident
President of the United States	Zoznam prezidentov USA
Pressure	Tlak
Priam	Priamos
Price	Cena (ekonómia)
Primate	Primáty
Primates	Kategória:Primáty
Prime Meridian	Greenwichský poludník
Prime number	Prvočíslo
Prince Edward Island	Ostrov princa Eduarda
Principle of relativity	Teória relativity
Prion	Prión
Prism (geometry)	Hranol (mnohosten)
Prism (optics)	Optický hranol
Prison	Väznica
Probability	Pravdepodobnosť
Professor	Profesor (vedecko-pedagogická hodnosť)
Profit	Zisk
Programming language	Programovací jazyk
Progressive rock	Progresívny rock
Project	Projekt
Prokaryote	Prokaryoty
Prolog	Prolog
Prometheus	Prometeus (mytológia)
Promethium	Prométium
Pronoun	Zámeno
Propaganda	Propaganda
Propane	Propán
Prophet	Prorok
Prose	Próza
Prostate	Predstojnica
Protactinium	Protaktínium
Protein	Bielkovina
Proterozoic	Proterozoikum
Protestant Reformation	Reformácia
Protestantism	Protestantizmus
Protist	Protista
Protista	Kategória:Prvoky
Proton	Protón
Providence	Providence (Rhode Island)
Proxima Centauri	Proxima Centauri
Prussia	Prusko
Psalms	Kniha žalmov
Pseudonym	Pseudonym
Pseudoscience	Kategória:Pseudoveda
Psi (letter)	Psí (grécke písmeno)
Psychiatry	Psychiatria
Psychiatry	Kategória:Psychiatria
Psychoanalysis	Psychoanalýza
Psychology	Psychológia
Psychology	Kategória:Psychológia
Psychosis	Psychóza
Psychotherapy	Psychoterapia
Ptah	Ptah
Pterosaur	Pterosauria
Ptolemaic dynasty	Ptolemaiovci
Puberty	Puberta
Public domain	Public domain
Public relations	Práca s verejnosťou
Puerto Rico	Portoriko
Puerto Rico	Kategória:Portoriko
Pulley	Kladka
Pulsar	Pulzar
Pump	Čerpadlo
Punctuation	Interpunkcia
Punk	Kategória:Punk
Punk rock	Punk rock
Pupil	Zrenica
Puppis	Súhvezdie Korma
Pyongyang	Pchjongjang
Pyramid (geometry)	Ihlan
Pyrenees	Pyreneje
Pyrite	Pyrit
Pyrrhic victory	Pyrrhovo víťazstvo
Pythagoras	Pytagoras
Python (programming language)	Python (programovací jazyk)
Pyxis	Súhvezdie Kompas
Qatar	Katar (štát)
Qatar	Kategória:Katar (štát)
Quadratic equation	Kvadratická rovnica
Quantum field theory	Kvantová teória poľa
Quantum mechanics	Kvantová mechanika
Quantum mechanics	Kategória:Kvantová mechanika
Quark	Kvark
Quartz	Kremeň
Quasar	Kvazar
Quaternary	Kvartér
Quebec	Quebec
Quebec	Kategória:Quebec
Quebec City	Quebec (mesto)
Quechua	Kečuánčina
Queen (chess)	Dáma (šach)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Otáznik
Quito	Quito
RAF (disambiguation)	RAF
RAID	RAID
RNA	Ribonukleová kyselina
Ra	Ré
Rabat	Rabat (mesto)
Rabbi	Rabín
Rabindranath Tagore	Rabíndranáth Thákur
Rachel Carson	Rachel Carsonová
Racism	Rasizmus
Racism	Kategória:Rasizmus
Radar	Radar
Radian	Radián
Radio	Kategória:Rozhlas
Radio telescope	Rádioteleskop
Radioactive decay	Rádioaktivita
Radiocarbon dating	Uhlíková metóda C14
Radiology	Rádiológia
Radium	Rádium
Radius	Polomer (kružnica)
Radon	Radón
Rain	Dážď
Rainbow	Dúha
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Ráma
Ramadan	Ramadán
Ramayana	Rámájana
Ramesses II	Ramesse II.
Random access memory	Pamäť s priamym prístupom
Rape	Znásilnenie
Rapeseed	Repka olejná
Raphael	Raffael
Raphael (archangel)	Rafael (anjel)
Rational number	Racionálne číslo
Ratite	Pštrosotvaré
Ravenna	Ravenna
Ray Bradbury	Raymond Douglas Bradbury
Read-only memory	Permanentná pamäť (ROM)
Real number	Reálne číslo
Recession	Recesia (ekonómia)
Rectangle	Obdĺžnik
Rectifier	Usmerňovač (elektrotechnika)
Recycling	Recyklácia
Red	Červená
Red Army Faction	Frakcia Červenej armády
Red Panda	Panda červená
Red Sea	Červené more
Red algae	Červené riasy
Red blood cell	Červená krvinka
Red dwarf	Červený trpaslík
Red giant	Červený obor
Redshift	Červený posun
Redshift (disambiguation)	Červený posun
Reduced instruction set computer	Reduced instruction set computer
Referendum	Referendum
Refractive index	Index lomu
Reggae	Reggae
Regiment	Pluk
Regina	Regina (Saskatchewan)
Reincarnation	Reinkarnácia
Relation (mathematics)	Relácia (matematika)
Relativism	Relativizmus
Relativity	Kategória:Teória relativity
Relay	Relé
Religion	Náboženstvo
Religion	Kategória:Náboženstvo
Religious Society of Friends	Kvakeri
Rembrandt	Rembrandt
Renaissance	Renesancia
Renaissance	Kategória:Renesancia
Reptile	Plazy
Republic	Republika
Republic of China	Taiwan
Republic of Ireland	Írsko
Republic of Ireland	Kategória:Írsko
Republic of the Congo	Kongo (štát)
Republic of the Congo	Kategória:Kongo (štát)
Republican Party (United States)	Republikánska strana (USA)
Resistor	Rezistor
Respiratory system	Dýchacia sústava
Reticulum	Súhvezdie Sieť
Retina	Sietnica
Retinol	Retinol
Rhea (moon)	Rhea (mesiac)
Rhea (mythology)	Rheia (mytológia)
Rhenium	Rénium
Rhetoric	Rétorika
Rhetoric	Kategória:Rétorika
Rhine	Rýn
Rho (letter)	Ró
Rhode Island	Rhode Island
Rhode Island	Kategória:Rhode Island
Rhodes	Rodos (ostrov)
Rhodium	Ródium
Rhyme	Rým
Rhythm and blues	Rhythm and blues
Rib	Rebro
Riboflavin	Riboflavín
Ribosome	Ribozóm
Rice	Ryža siata
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Richard Wright
Richmond	Richmond
Riga	Riga
Rigel	Rigel
Right ascension	Rektascenzia
Ring (mathematics)	Okruh (algebra)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
River	Rieka
River Thames	Temža
Riyadh	Rijád
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Boyle	Robert Boyle
Robert De Niro	Robert De Niro
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Rock (geology)	Hornina
Rock and roll	Rokenrol
Rock music	Rock
Rock music	Kategória:Rock
Rocket	Raketa
Rocky Mountains	Skalnaté vrchy
Rococo	Rokoko
Rodent	Hlodavce
Roentgenium	Roentgenium
Roger Bacon	Roger Bacon
Roman Catholic Church	Rímskokatolícka cirkev
Roman Empire	Staroveký Rím
Roman Republic	Rímska republika
Roman law	Rímske právo
Roman legion	Rímske vojsko
Roman mythology	Rímska mytológia
Roman mythology	Kategória:Rímska mytológia
Romania	Rumunsko
Romania	Kategória:Rumunsko
Romanticism	Romantizmus
Rome	Rím
Rome	Kategória:Rím
Ronald Reagan	Ronald Reagan
Rook (bird)	Havran poľný
Rook (chess)	Veža (šach)
Roosevelt	Roosevelt
Root	Koreň (botanika)
Rosa Parks	Rosa Parksová
Rosario	Rosario
Rosary	Ruženec (modlitba)
Rose	Ruža
Roseau	Roseau
Rosetta Stone	Rosettská doska
Rosh Hashanah	Roš ha-šana
Ross Sea	Rossovo more
Rostock	Rostock
Rotifer	Vírniky
Rotterdam	Rotterdam
Router	Smerovač
Rowing (sport)	Veslovanie
Royal Air Force	Royal Air Force
Rubidium	Rubídium
Ruby	Rubín
Rudolf Diesel	Rudolf Diesel
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby football	Ragby
Rupert Murdoch	Rupert Murdoch
Russia	Rusko
Russia	Kategória:Rusko
Ruthenium	Ruténium
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Rwanda	Kategória:Rwanda
Rye	Raž siata
S	S
SOAP	Simple Object Access Protocol
SOS	SOS (signál)
Sacrament	Sviatosť
Sacramento	Sacramento (Kalifornia)
Saddam Hussein	Saddám Husajn
Safari (web browser)	Safari (webový prehliadač)
Sagitta	Súhvezdie Šíp
Sagittarius (constellation)	Súhvezdie Strelec
Sahara	Sahara
Saint Andrew	Ondrej (apoštol)
Saint George	Svätý Juraj
Saint Kitts and Nevis	Svätý Krištof a Nevis
Saint Kitts and Nevis	Kategória:Svätý Krištof a Nevis
Saint Lawrence River	Rieka svätého Vavrinca
Saint Lucia	Svätá Lucia (štát)
Saint Lucia	Kategória:Svätá Lucia (štát)
Saint Martin	Saint Martin (ostrov)
Saint Nicholas	Svätý Mikuláš
Saint Paul	Saint Paul (Minnesota)
Saint Peter	Peter (apoštol)
Saint Petersburg	Petrohrad
Saint Petersburg	Kategória:Petrohrad
Saint Vincent and the Grenadines	Svätý Vincent a Grenadíny
Saint Vincent and the Grenadines	Kategória:Svätý Vincent a Grenadíny
Sake	Saké
Saladin	Saladin
Salem	Salem (Oregon)
Salerno	Salerno
Saliva	Slina
Salman Rushdie	Salman Rushdie
Salmonidae	Lososotvaré
Salt Lake City	Salt Lake City
Salzburg	Salzburg
Salzburg (state)	Salzbursko
Samara	Samara
Samarium	Samárium
Samarkand	Samarkand
Samoa	Samoa (nezávislý štát)
Samoa	Kategória:Samoa (nezávislý štát)
Samsara	Samsára
Samuel Beckett	Samuel Barclay Beckett
Samuel F. B. Morse	Samuel Finley Breese Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samuraj
San Antonio	San Antonio (Texas)
San Diego	San Diego (Kalifornia)
San Francisco	San Francisco
San Jose	San José (Kalifornia)
San Juan	San Juan (Portoriko)
San Marino	San Maríno (štát)
San Marino	Kategória:San Maríno (štát)
San Marino	San Maríno (mesto)
San Salvador	San Salvador (Salvádor)
Sand	Piesok
Sandro Botticelli	Sandro Botticelli
Sandstone	Pieskovec
Sanskrit	Sanskrit
Santa Fe	Santa Fe (Nové Mexiko)
Santiago	Santiago (Čile)
Santiago	Santiago
Santo Domingo	Santo Domingo (hlavné mesto)
Santos (Săo Paulo)	Santos
Sapphire	Zafír
Sappho	Sapfó
Sapporo	Sapporo
Sarajevo	Sarajevo
Saratov	Saratov
Sarcophagus	Sarkofág
Sardinia	Sardínia
Sari	Sárí (Irán)
Saskatchewan	Saskatchewan
Satanism	Satanizmus
Satellite	Umelá družica
Saturday	Sobota
Saturn	Saturn
Saturn	Kategória:Saturn
Saturn (disambiguation)	Saturn (rozlišovacia stránka)
Saturn (mythology)	Saturn (boh)
Saudi Arabia	Saudská Arábia
Saudi Arabia	Kategória:Saudská Arábia
Saul Bellow	Saul Bellow
Savanna	Savana
Saxony	Sasko
Saxony	Kategória:Sasko
Scandinavia	Škandinávia
Scandinavian Peninsula	Škandinávsky polostrov
Scandium	Skandium
Scapula	Lopatka
Scheme (programming language)	Scheme (programovací jazyk)
Schizophrenia	Schizofrénia
Scholasticism	Scholastika
Schutzstaffel	Schutzstaffel
Science	Veda
Science	Kategória:Veda
Science fiction	Vedecká fantastika
Science fiction	Kategória:Science fiction
Scientist	Vedec
Scientology	Scientológia (hnutie)
Scorpion	Šťúry
Scorpius	Súhvezdie Škorpión
Scotland	Škótsko
Scotland	Kategória:Škótsko
Scots Pine	Borovica lesná
Scottish Gaelic	Škótska gaelčina
Scouting	Skauting
Scrabble	Scrabble
Screw	Skrutka
Scrotum	Miešok
Sculptor (constellation)	Súhvezdie Sochár
Sculpture	Sochárstvo
Sculpture	Kategória:Sochárstvo
Sea	More
Sea anemone	Sasanky
Sea cucumber	Holotúrie
Sea of Azov	Azovské more
Sea of Japan	Japonské more
Sea of Marmara	Marmarské more
Sea of Okhotsk	Ochotské more
Sea urchin	Ježovky
Seaborgium	Seaborgium
Sears Tower	Sears Tower
Seattle	Seattle
Second	Sekunda
Second Crusade	Druhá križiacka výprava
Second Vatican Council	Druhý vatikánsky koncil
Second law of thermodynamics	Druhá termodynamická veta
Sect	Sekta
Sedimentary rock	Usadená hornina
Seine	Seina
Seismology	Seizmológia
Seismology	Kategória:Seizmológia
Selene	Seléna
Selenium	Selén
Seleucus I Nicator	Seleukos I. Nikator
Semantics	Sémantika (náuka)
Semantics	Kategória:Sémantika
Semicolon	Bodkočiarka
