Thai	English
คาโรลัส ลินเนียส	Carolus Linnaeus
แครอท	Carrot
ระบบพิกัดคาร์ทีเซียน	Cartesian coordinate system
แครี แกรนต์	Cary Grant
กาซาบลังกา	Casablanca
มะม่วงหิมพานต์	Cashew
คาสิโน	Casino
ทะเลแคสเปียน	Caspian Sea
กลุ่มดาวแคสซิโอเปีย	Cassiopeia (constellation)
แมว	Cat
แคว้นคาเทโลเนีย	Catalonia
อันดับปลาหนัง	Catfish
มหาวิหาร	Cathedral
สมเด็จพระราชินีแคทเธอรีน พารร์	Catherine Parr
เจ้าหญิงแคเทอรีนแห่งอารากอน	Catherine of Aragon
แคโทด	Cathode
คาทอลิก	Catholicism
วัว	Cattle
ทหารม้า	Cavalry
คาเวียร์	Caviar
หมู่เกาะเคย์แมน	Cayman Islands
ขึ้นฉ่าย	Celery
เส้นศูนย์สูตรฟ้า	Celestial equator
ทรงกลมฟ้า	Celestial sphere
เซลล์ (ชีววิทยา)	Cell (biology)
นิวเคลียสเซลล์	Cell nucleus
ผนังเซลล์	Cell wall
เชลโล	Cello
เซลลูโลส	Cellulose
องศาเซลเซียส	Celsius
ซีเมนต์	Cement
เซนทอร์	Centaur
กลุ่มดาวคนครึ่งม้า	Centaurus
เซนติเมตร	Centimetre
แอฟริกากลาง	Central Africa
สาธารณรัฐแอฟริกากลาง	Central African Republic
อเมริกากลาง	Central America
ซีไอเอ	Central Intelligence Agency
เซ็นทรัลพาร์ก	Central Park
ฝ่ายมหาอำนาจกลาง	Central Powers
ระบบประสาทกลาง	Central nervous system
หน่วยประมวลผลกลาง	Central processing unit
แคว้นซองตร์	Centre
ศตวรรษ	Century
กลุ่มดาวซีฟิอัส	Cepheus (constellation)
เซรามิก	Ceramic
เซอร์เบอรัส	Cerberus
ธัญพืช	Cereal
ซีรีเบลลัม	Cerebellum
Ceres	Ceres
ซีรีส	Ceres (dwarf planet)
ซีเรียม	Cerium
อันดับวาฬและโลมา	Cetacea
กลุ่มดาวซีตัส	Cetus
ประเทศชาด	Chad
กลุ่มดาวกิ้งก่าคะมีเลียน	Chamaeleon
แคว้นชองปาญ-อาร์แดน	Champagne-Ardenne
เคออส	Chaos (mythology)
ชาร์เลอมาญ	Charlemagne
เจ้าฟ้าชายชาร์ลส์ เจ้าชายแห่งเวลส์	Charles
ชาลส์ ดาร์วิน	Charles Darwin
ชาร์ลส์ ดิคเก้นส์	Charles Dickens
ชาร์ลส์ เดอ โกลล์	Charles de Gaulle
ชาร์ลี แชปลิน	Charlie Chaplin
Charmed	Charmed
คารอน	Charon (moon)
เช เกบารา	Che Guevara
สาธารณรัฐเชชเนีย	Chechnya
เนยแข็ง	Cheese
เสือชีตาห์	Cheetah
พันธะเคมี	Chemical bond
สารประกอบเคมี	Chemical compound
ธาตุเคมี	Chemical element
วิศวกรรมเคมี	Chemical engineering
สูตรเคมี	Chemical formula
ปฏิกิริยาเคมี	Chemical reaction
เคมี	Chemistry
หมวดหมู่:เคมี	Chemistry
สถานีย่อย:เคมี	Chemistry
เจนไน	Chennai
หินเชิร์ต	Chert
หมากรุกสากล	Chess
เกาลัด	Chestnut
ไค	Chi (letter)
เจียง ไคเชก	Chiang Kai-shek
ชิคาโก	Chicago
ไก่	Chicken
อีสุกอีใส	Chickenpox
การคลอด	Childbirth
ประเทศชิลี	Chile
หมวดหมู่:ประเทศชิลี	Chile
ยอดเขาชิมโบราโซ	Chimborazo (volcano)
ไคเมร่า	Chimera (mythology)
ลิงชิมแปนซี	Chimpanzee
หมวดหมู่:ประเทศจีน	China
คลอรีน	Chlorine
คลอโรฟิลล์	Chlorophyll
ช็อกโกแลต	Chocolate
อหิวาตกโรค	Cholera
คอเลสเตอรอล	Cholesterol
ปลากระดูกอ่อน	Chondrichthyes
ฉงชิ่ง	Chongqing
สัตว์มีแกนสันหลัง	Chordate
คริสเตียน ดิออร์	Christian Dior
คริสต์ศาสนา	Christianity
หมวดหมู่:คริสต์ศาสนา	Christianity
คริสต์มาส	Christmas
คริสโตเฟอร์ โคลัมบัส	Christopher Columbus
โครเมียม	Chromium
โครโมโซม	Chromosome
โบสถ์ (คริสต์ศาสนา)	Church
นิกายเชิร์ชออฟอิงแลนด์	Church of England
บุหรี่	Cigarette
ซินเดอเรลล่า	Cinderella
อบเชย	Cinnamon
กลุ่มดาววงเวียน	Circinus
รูปวงกลม	Circle
ระบบไหลเวียนโลหิต	Circulatory system
การขริบหนังหุ้มปลายอวัยวะเพศ	Circumcision
วัฏจักรกรดซิตริก	Citric acid cycle
สกุลส้ม	Citrus
นครรัฐ	City-state
สงครามกลางเมือง	Civil war
คลาริเน็ต	Clarinet
คลาส	Class (computer science)
กลศาสตร์ดั้งเดิม	Classical mechanics
ดนตรีคลาสสิก	Classical music
โคลด โมเนท์	Claude Monet
โคลด แชนนอน	Claude Shannon
กระดูกไหปลาร้า	Clavicle
ดินเหนียว	Clay
กุญแจประจำหลัก	Clef
คลิตอริส	Clitoris
นาฬิกา	Clock
บิ๊กเบน	Clock Tower
หมวดหมู่:เครื่องแต่งกาย	Clothing
เมฆ	Cloud
พวกสัตว์ลำตัวกลม	Cnidaria
ถ่านหิน	Coal
โคบอลต์	Cobalt
โคเคน	Cocaine
แมลงเต่าทอง	Coccinellidae
แมลงสาบ	Cockroach
มะพร้าว	Coconut
โคดีอีน	Codeine
กาแฟ	Coffee
หมวดหมู่:กาแฟ	Coffee
คอนหยัก (เครื่องดื่ม)	Cognac (drink)
วิทยาศาสตร์พุทธิปัญญา	Cognitive science
เหรียญกษาปณ์	Coin
น้ำโคล่า	Cola
สงครามเย็น	Cold War
หมวดหมู่:สงครามเย็น	Cold War
คอลลาเจน	Collagen
คอลลอยด์	Colloid
โคโลญ	Cologne
ประเทศโคลอมเบีย	Colombia
หมวดหมู่:ประเทศโคลอมเบีย	Colombia
โคลัมโบ	Colombo
สี	Color
มลรัฐโคโลราโด	Colorado
แม่น้ำโคโลราโด	Colorado River
โคลอสเซียม	Colosseum
กลุ่มดาวนกเขา	Columba (constellation)
โคลัมเบีย	Columbia
มหาวิทยาลัยโคลัมเบีย	Columbia University
นกพิราบ	Columbidae
กลุ่มดาวผมเบเรนิซ	Coma Berenices
ตลก	Comedy
ดาวหาง	Comet
จุลภาค	Comma (punctuation)
หมวดหมู่:การค้า	Commerce
มะเดื่อ	Common Fig
โรคหวัด	Common cold
เครือรัฐเอกราช	Commonwealth of Independent States
เครือจักรภพแห่งชาติ	Commonwealth of Nations
หมวดหมู่:การสื่อสาร	Communication
การสื่อสาร	Communication
ลัทธิคอมมิวนิสต์	Communism
หมวดหมู่:คอมมิวนิสต์	Communism
ประเทศคอโมโรส	Comoros
แผ่นซีดี	Compact Disc
เข็มทิศ	Compass
การแข่งขัน	Competition
ตัวแปลโปรแกรม	Compiler
จำนวนเชิงซ้อน	Complex number
คีตกวี	Composer
วัสดุผสม	Composite material
จำนวนประกอบ	Composite number
ภาษาศาสตร์เชิงคำนวณ	Computational linguistics
การถ่ายภาพรังสีส่วนตัดอาศัยคอมพิวเตอร์	Computed tomography
คอมพิวเตอร์	Computer
สถาปัตยกรรมคอมพิวเตอร์	Computer architecture
จอภาพแสดงผลคอมพิวเตอร์	Computer display
หมวดหมู่:คอมพิวเตอร์กราฟิกส์	Computer graphics
อุปกรณ์คอมพิวเตอร์	Computer hardware
เครือข่ายคอมพิวเตอร์	Computer network
โปรแกรมคอมพิวเตอร์	Computer program
การเขียนโปรแกรม	Computer programming
หมวดหมู่:การเขียนโปรแกรม	Computer programming
วิทยาการคอมพิวเตอร์	Computer science
หมวดหมู่:วิทยาการคอมพิวเตอร์	Computer science
ซอฟต์แวร์	Computer software
ไวรัสคอมพิวเตอร์	Computer virus
Category:คอมพิวเตอร์	Computing
ดนตรีประชัน	Concerto
คอนกรีต	Concrete
ถุงยางอนามัย	Condom
วาทยกร	Conducting
ลัทธิขงจื๊อ	Confucianism
ขงจื๊อ	Confucius
ภาคตัดกรวย	Conic section
มลรัฐคอนเนตทิคัต	Connecticut
เนื้อเยื่อเกี่ยวพัน	Connective tissue
กฎทรงพลังงาน	Conservation of energy
อนุรักษนิยม	Conservatism
พยัญชนะ	Consonant
จักรพรรดิคอนสแตนตินที่ 1	Constantine I
กลุ่มดาว	Constellation
รัฐธรรมนูญ	Constitution (political)
เลนส์สัมผัส	Contact lens
ทวีป	Continent
การเลื่อนไหลของทวีป	Continental drift
การทำอาหาร	Cooking
สหกรณ์	Cooperative
เวลาสากลเชิงพิกัด	Coordinated Universal Time
โคเปนเฮเกน	Copenhagen
ทองแดง	Copper
ลิขสิทธิ์	Copyright
กระจกตา	Cornea
มหาวิทยาลัยคอร์เนลล์	Cornell University
กลุ่มดาวมงกุฎเหนือ	Corona Borealis
คอร์ซิกา	Corsica
คอรันดัม	Corundum
กลุ่มดาวนกกา	Corvus (constellation)
ไมโครเวฟพื้นหลัง	Cosmic microwave background radiation
จักรวาลวิทยา	Cosmology
ประเทศคอสตาริกา	Costa Rica
ภูเขาไฟโกโตปักซี	Cotopaxi
ฝ้าย	Cotton
การประชุมสังคายนาเมืองเทร้นต์	Council of Trent
ประเทศ	Country
ศาล	Court
พันธะโควาเลนต์	Covalent bond
ไคโยตี	Coyote
ปู	Crab
กลุ่มดาวถ้วย	Crater (constellation)
ยุคครีเทเชียส	Cretaceous
คริกเกต	Cricket
จิ้งหรีด	Cricket (insect)
กฎหมายอาญา	Criminal law
ประเทศโครเอเชีย	Croatia
จระเข้	Crocodile
โครนัส	Cronus
ผลคูณไขว้	Cross product
