Serbian	English
Катедрала	Cathedral
Катарина Пар	Catherine Parr
Каталина од Арагона	Catherine of Aragon
Катода	Cathode
Католичанство	Catholicism
Krava	Cattle
Кавказ	Caucasus
Категорија:Кавказ	Caucasus
Карфиол	Cauliflower
Узрочност	Causality
Konjica	Cavalry
Пећина	Cave
Кајена	Cayenne
Кајманска острва	Cayman Islands
Сесил Роудс	Cecil Rhodes
Кедар	Cedar
Целер	Celery
Небеска сфера	Celestial sphere
Целибат	Celibacy
Ћелија (биологија)	Cell (biology)
Ћелијска мембрана	Cell membrane
Једро	Cell nucleus
Ћелијски зид	Cell wall
Виолончело	Cello
Целулоза	Cellulose
Целзијус (јединица)	Celsius
Цемент	Cement
Гробље	Cemetery
Кенозоик	Cenozoic
Попис становништва	Census
Кентаур	Centaur
Центиметар	Centimetre
Средња Африка	Central Africa
Централноафричка Република	Central African Republic
Категорија:Централноафричка Република	Central African Republic
Средња Америка	Central America
ЦИА	Central Intelligence Agency
Централна банка	Central bank
Централни нервни систем	Central nervous system
Процесор	Central processing unit
Центар (регион)	Centre
Центриола	Centriole
Век	Century
Главоношци	Cephalopod
Кербер	Cerberus
Житарице	Cereal
Мали мозак	Cerebellum
Церера (патуљаста планета)	Ceres (dwarf planet)
Церијум	Cerium
Ћезаре Борџија	Cesare Borgia
Пантљичара	Cestoda
Китови	Cetacea
Чад	Chad
Категорија:Чад	Chad
Столица	Chair
Калцедон	Chalcedony
Шампања-Ардени	Champagne-Ardenne
Хаос	Chaos (mythology)
Карло Велики	Charlemagne
Шарлроа	Charleroi
Шарл Бодлер	Charles Baudelaire
Чарлс Дарвин	Charles Darwin
Чарлс Дикенс	Charles Dickens
Чарлс Линдберг	Charles Lindbergh
Чарлс Сандерс Перс	Charles Peirce
Шарл де Гол	Charles de Gaulle
Карло Ћелави	Charles the Bald
Чарли Чаплин	Charlie Chaplin
Чарли Паркер	Charlie Parker
Шарлот	Charlotte
Чари	Charmed
Харон	Charon (moon)
Харон (митологија)	Charon (mythology)
Шартр	Chartres
Шовинизам	Chauvinism
Че Гевара	Che Guevara
Чеченија	Chechnya
Категорија:Чеченија	Chechnya
Сир	Cheese
Гепард	Cheetah
Чељабинск	Chelyabinsk
Хемијска веза	Chemical bond
Хемијско једињење	Chemical compound
Хемијски елемент	Chemical element
Hemijsko inženjerstvo	Chemical engineering
Хемијска реакција	Chemical reaction
Хемијско оружје	Chemical warfare
Хемија	Chemistry
Категорија:Хемија	Chemistry
Портал:Хемија	Chemistry
Кемниц	Chemnitz
Хемотерапија	Chemotherapy
Ченај	Chennai
Чек	Cheque
Černobilj	Chernobyl
Шах	Chess
Категорија:Шах	Chess
Честер А. Артур	Chester A. Arthur
Питоми кестен	Chestnut
Чанг Кај Шек	Chiang Kai-shek
Чикаго	Chicago
Кокошка	Chicken
Леблебија	Chickpea
Чивава	Chihuahua
Порођај	Childbirth
Чиле	Chile
Категорија:Чиле	Chile
Химера	Chimera (mythology)
Категорија:Кина	China
Кина (регион)	China
Хиос	Chios
Хирон	Chiron
Хитин	Chitin
Хлор	Chlorine
Хлорофил	Chlorophyll
Хлоропласт	Chloroplast
Чоколада	Chocolate
Хор	Choir
Колера	Cholera
Холестерол	Cholesterol
Рушљорибе	Chondrichthyes
Чунгћинг	Chongqing
Акорд	Chord (music)
Хордати	Chordate
Кристијан Хајгенс	Christiaan Huygens
Кристијан Диор	Christian Dior
Хришћанство	Christianity
Категорија:Хришћанство	Christianity
Божић	Christmas
Кристифор Колумбо	Christopher Columbus
Хроматин	Chromatin
Хроматографија	Chromatography
Хром	Chromium
Хромозом	Chromosome
Чукотско море	Chukchi Sea
Англиканска црква	Church of England
Цицерон	Cicero
Цигарета	Cigarette
Цимет	Cinnamon
Кирка	Circe
Круг	Circle
Крвни систем	Circulatory system
Цироза јетре	Cirrhosis
Кребсов циклус	Citric acid cycle
Цитрус	Citrus
Грађански рат	Civil war
Цивилизација	Civilization
Кларинет	Clarinet
Кларк Гејбл	Clark Gable
Класична музика	Classical music
Категорија:Класична музика	Classical music
Клод Моне	Claude Monet
Klod Elvud Šenon	Claude Shannon
Клаудије	Claudius
Глина	Clay
Кључ (музика)	Clef
Клемент Атли	Clement Attlee
Клеопатра	Cleopatra (disambiguation)
Клер	Clergy
Кливланд	Cleveland
Клима	Climate
Категорија:Клима	Climate
Климатологија	Climatology
Категорија:Климатологија	Climatology
Klinička depresija	Clinical depression
Клио	Clio
Клиторис	Clitoris
Сат (предмет)	Clock
Клонирање	Cloning
Категорија:Одећа	Clothing
Одећа	Clothing
Облак	Cloud
Хлодовех	Clovis I
Жарњаци	Cnidaria
Грб	Coat of arms
Кобалт	Cobalt
Кокаин	Cocaine
Бубамара	Coccinellidae
Бубашвабе	Cockroach
Коктел	Cocktail
Кокосова палма	Coconut
Кокосова острва	Cocos (Keeling) Islands
Кафа (биљка)	Coffea
Кафа	Coffee
Категорија:Кафа	Coffee
Когнитивна психологија	Cognitive psychology
Когнитивна наука	Cognitive science
Колхида	Colchis
Хладни рат	Cold War
Категорија:Хладни рат	Cold War
Колин Пауел	Colin Powell
Колаж	Collage
Колаген	Collagen
Колоид	Colloid
Келн	Cologne
Колумбија	Colombia
Категорија:Колумбија	Colombia
Коломбо	Colombo
Боја	Color
Далтонизам	Color blindness
Колорадо (држава)	Colorado
Колорадо (река)	Colorado River
Колосеум	Colosseum
Колос са Родоса	Colossus of Rhodes
Голуб	Columbidae
Коламбус	Columbus
Кома	Coma
Комедија	Comedy
Јан Амос Коменски	Comenius
Комета	Comet
Заједница независних држава	Commonwealth of Independent States
Комонвелт	Commonwealth of Nations
Категорија:Комуникације	Communication
Комуникација	Communication
Комунизам	Communism
Категорија:Комунизам	Communism
Комори	Comoros
Категорија:Комори	Comoros
Компакт диск	Compact Disc
Чета	Company (military unit)
Компас	Compass
Шестар	Compass (drafting)
Компајлер	Compiler
Комплексан број	Complex number
Композитор	Composer
Računarska lingvistika	Computational linguistics
Рачунар	Computer
Монитор	Computer display
Хардвер	Computer hardware
Категорија:Хардвер	Computer hardware
Računarska mreža	Computer network
Категорија:Информатика	Computer science
Рачунарски вирус	Computer virus
Категорија:Информатика	Computing
Конакри	Conakry
Бетон	Concrete
Диригент	Conducting
Купа (геометрија)	Cone (geometry)
Конфедеративне Америчке Државе	Confederate States of America
Конфедерација	Confederation
Исповест	Confession
Конфликт	Conflict
Конфучијанство	Confucianism
Конфучије	Confucius
Конго	Congo
Конго (река)	Congo River
Конектикат	Connecticut
Везивно ткиво	Connective tissue
Конкистадор	Conquistador
Консензус	Consensus
Конзервативизам	Conservatism
Константин Велики	Constantine I
Устав	Constitution (political)
Римски конзул	Consul
Континент	Continent
Померање континената	Continental drift
Континентална полица	Continental shelf
Кување	Cooking
UTC	Coordinated Universal Time
Копенхаген	Copenhagen
Бакар	Copper
Autorsko pravo	Copyright
Енглески рог	Cor anglais
Корално море	Coral Sea
Коринт (град)	Corinth
Кориолисов ефекат	Coriolis effect
Корпорација	Corporation
Корозија	Corrosion
Корзика	Corsica
Корунд	Corundum
Космологија	Cosmology
Категорија:Космологија	Cosmology
Костарика	Costa Rica
Категорија:Костарика	Costa Rica
Котону	Cotonou
Памук	Cotton
Кулон (јединица)	Coulomb
Кулонов закон	Coulomb's law
Четврти васељенски сабор	Council of Chalcedon
Трећи васељенски сабор	Council of Ephesus
Кантри музика	Country music
Суд	Court
Ковентри	Coventry
Којот	Coyote
Рак (маглина)	Crab Nebula
Kreacionizam	Creationism
Креда (периода)	Cretaceous
Крит	Crete
Крикет	Cricket
Крим	Crimea
Кримски рат	Crimean War
Криминологија	Criminology
Хрватска	Croatia
Категорија:Хрватска	Croatia
Крокодил	Crocodilia
Крон	Cronus
Крст	Cross
Самострел	Crossbow
Крстарица	Cruiser
Земљина кора	Crust (geology)
Ракови	Crustacean
Криптографија	Cryptography
Категорија:Криптографија	Cryptography
Кристал	Crystal
Категорија:Кристалографија	Crystallography
Реброноше	Ctenophore
Куба	Cuba
Категорија:Куба	Cuba
Коцка	Cube
Кубни метар	Cubic metre
Кубизам	Cubism
Краставац	Cucumber
Култура	Culture
Категорија:Култура	Culture
Куритиба	Curitiba
Киријум	Curium
Карлинг	Curling
Категорија:Новац	Currency
Крива	Curve
Куско	Cusco
Цијанид	Cyanide
Модрозелене бактерије	Cyanobacteria
Кибела	Cybele
Кибернетика	Cybernetics
Sajberpank	Cyberpunk
Бициклизам	Cycling
Категорија:Бициклизам	Cycling
Циклон	Cyclone
Киклопи	Cyclops
Ваљак (геометрија)	Cylinder (geometry)
Cyperaceae	Cyperaceae
Шарани	Cyprinid
Кипар	Cyprus
Категорија:Кипар	Cyprus
Ћирилица	Cyrillic alphabet
Кир Велики	Cyrus the Great
Цистична фиброза	Cystic fibrosis
Цитоплазма	Cytoplasm
Цитозин	Cytosine
Цитоскелет	Cytoskeleton
Чешка Република	Czech Republic
