Bulgarian	English
Кондензатор	Capacitor
Канаверал (нос)	Cape Canaveral
Нос Хорн	Cape Horn
Кейптаун	Cape Town
Кабо Верде	Cape Verde
Категория:Кабо Верде	Cape Verde
Добра надежда	Cape of Good Hope
Столица	Capital
Капитал	Capital (economics)
Смъртно наказание	Capital punishment
Капитализъм	Capitalism
Кападокия	Cappadocia
Козирог (съзвездие)	Capricornus
Каракал	Caracal
Каракас	Caracas
Карат (маса)	Carat (mass)
Карат (тегловна единица)	Carat (purity)
Микеланджело да Караваджо	Caravaggio
Въглехидрат	Carbohydrate
Въглерод	Carbon
Кръговрат на въглерода	Carbon cycle
Въглероден диоксид	Carbon dioxide
Карбоксилна киселина	Carboxylic acid
Карбуратор	Carburetor
Игра с карти	Card game
Кардамон	Cardamom
Кардиф	Cardiff
Кардинал	Cardinal (Catholicism)
Арман Жан дю Плеси дьо Ришельо	Cardinal Richelieu
Категория:Кардиология	Cardiology
Категория:Сърдечно-съдова система	Cardiovascular system
Карибски острови	Caribbean
Категория:Кариби	Caribbean
Карибско море	Caribbean Sea
Карикатура	Caricature
Карл Дейвид Андерсън	Carl David Anderson
Карл Густав Юнг	Carl Jung
Карл Луис	Carl Lewis
Карл Орф	Carl Orff
Карнавал	Carnival
Хищници	Carnivora
Насекомоядно растение	Carnivorous plant
Каролинги	Carolingian dynasty
Карл Линей	Carolus Linnaeus
Карпати	Carpathian Mountains
Карсън Сити	Carson City
Картахена	Cartagena
Декартова координатна система	Cartesian coordinate system
Декартово произведение	Cartesian product
Картаген	Carthage
Картография	Cartography
Категория:Картография	Cartography
Caryophyllales	Caryophyllales
Казабланка	Casablanca
Казино	Casino
Каспийско море	Caspian Sea
Касандра	Cassandra
Касиопея (съзвездие)	Cassiopeia (constellation)
Чугун	Cast iron
Каста	Caste
Кастилия (историческа област)	Castile (historical region)
Рокада	Castling
Кастрийс	Castries
Котка	Cat
Каталония	Catalonia
Категория:Каталония	Catalonia
Катализа	Catalysis
Катафракт	Cataphract
Катарство	Catharism
Катедрала	Cathedral
Катерина Арагонска	Catherine of Aragon
Катод	Cathode
Домашно говедо	Cattle
Биволска чапла	Cattle Egret
Катул	Catullus
Кавказ	Caucasus Mountains
Карфиол	Cauliflower
Кавалерия	Cavalry
Пещера	Cave
Кайманови острови	Cayman Islands
Кедър	Cedar
Целина	Celery
Категория:Небесна механика	Celestial mechanics
Небесна механика	Celestial mechanics
Целибат	Celibacy
Клетка	Cell (biology)
Клетъчна мембрана	Cell membrane
Клетъчно ядро	Cell nucleus
Виолончело	Cello
Целулоза	Cellulose
Цимент	Cement
Гробище	Cemetery
Ценозой	Cenozoic
Кентавър	Centaur
Центавър (съзвездие)	Centaurus
Централна Африка	Central Africa
Централноафриканска република	Central African Republic
Централна Америка	Central America
Централно разузнавателно управление	Central Intelligence Agency
Сентръл парк	Central Park
Централни сили	Central Powers
Централна банка	Central bank
Централен процесор	Central processing unit
Центриола	Centriole
Век	Century
Главоноги	Cephalopod
Цефей (съзвездие)	Cepheus (constellation)
Керамика	Ceramic
Цербер	Cerberus
1 Церера	Ceres (dwarf planet)
Церера (митология)	Ceres (mythology)
Китоподобни	Cetacea
Чад	Chad
Категория:Чад	Chad
Обикновена чинка	Chaffinch
Стол	Chair
Дива коза	Chamois
Шампанско вино	Champagne (wine)
Тунел под Ла Манш	Channel Tunnel
Хаос	Chaos (mythology)
Карл Велики	Charlemagne
Шарлероа	Charleroi
Чарлз (принц на Уелс)	Charles
Шарл Бодлер	Charles Baudelaire
Чарлз Дарвин	Charles Darwin
Чарлз Дикенс	Charles Dickens
Шарл Фурие	Charles Fourier
Чарлз Линдберг	Charles Lindbergh
Чарлс Пърс	Charles Peirce
Чарлз Уилсън	Charles Thomson Rees Wilson
Шарл дьо Гол	Charles de Gaulle
Шарл I (Франция)	Charles the Bald
Чарлстън (Западна Вирджиния)	Charleston
Чарли Чаплин	Charlie Chaplin
Шарлът	Charlotte
Чародейките	Charmed
Харон (планета-джудже)	Charon (moon)
Харон (митология)	Charon (mythology)
Шовинизъм	Chauvinism
Че Гевара	Che Guevara
Чеченска република	Chechnya
Категория:Чечения	Chechnya
Гепард	Cheetah
Челябинск	Chelyabinsk
Химична връзка	Chemical bond
Химичен елемент	Chemical element
Химична реакция	Chemical reaction
Химическо оръжие	Chemical warfare
Химия	Chemistry
Категория:Химия	Chemistry
Портал:Химия	Chemistry
Кемниц	Chemnitz
Химиотерапия	Chemotherapy
Мадрас	Chennai
Чек	Cheque
Чернобил	Chernobyl
Череша	Cherry
Херувим	Cherub
Шахмат	Chess
Категория:Шахмат	Chess
Дебют (шахмат)	Chess opening
Честър Артър	Chester A. Arthur
Кестен	Chestnut
Дъвка	Chewing gum
Шейен	Cheyenne
Хи	Chi (letter)
Чан Кайшъ	Chiang Kai-shek
Чикаго	Chicago
Домашна кокошка	Chicken
Варицела	Chickenpox
Нахут	Chickpea
Чиуауа	Chihuahua
Дете	Child
Чили	Chile
Категория:Чили	Chile
Чимборасо	Chimborazo (volcano)
Химера	Chimera (mythology)
Шимпанзе	Chimpanzee
Категория:Китай	China
Хиос	Chios
Хирон	Chiron
Хитин	Chitin
Хлор	Chlorine
Хлороформ	Chloroform
Хлорофил	Chlorophyll
Хлоропласт	Chloroplast
Шоколад	Chocolate
Хор	Choir
Холера	Cholera
Холестерол	Cholesterol
Хрущялни риби	Chondrichthyes
Чунцин	Chongqing
Акорд	Chord (music)
Хордови	Chordate
Кристиан Хюйгенс	Christiaan Huygens
Християнство	Christianity
Категория:Християнство	Christianity
Рождество Христово	Christmas
Бъдни вечер	Christmas Eve
Коледна елха	Christmas tree
Христофор Колумб	Christopher Columbus
Кристофър Марлоу	Christopher Marlowe
Хроматин	Chromatin
Хром	Chromium
Хромозома	Chromosome
Категория:Хронология	Chronology
Чък Бери	Chuck Berry
Църква (институция)	Church
Църква (сграда)	Church (building)
Англиканска църква	Church of England
Цицерон	Cicero
Щъркелоподобни	Ciconiiformes
Ябълково вино	Cider
Пепеляшка	Cinderella
Цинобър	Cinnabar
Канела	Cinnamon
Кирка (митология)	Circe
Пергел (съзвездие)	Circinus
Окръжност	Circle
Кръвообращение	Circulatory system
Обрязване	Circumcision
Цирк	Circus
Гражданство	Citizenship
Лимонена киселина	Citric acid
Цикъл на Кребс	Citric acid cycle
Гражданска война	Civil war
Цивилизация	Civilization
Кларинет	Clarinet
Кларк Гейбъл	Clark Gable
Класическа механика	Classical mechanics
Класическа музика	Classical music
Категория:Класическа музика	Classical music
Класицизъм	Classicism
Клод Моне	Claude Monet
Клаудио Монтеверди	Claudio Monteverdi
Клавдий	Claudius
Глина	Clay
Клеопатра	Cleopatra (disambiguation)
Духовенство	Clergy
Кливланд	Cleveland
Клиент-сървър	Client-server
Климат	Climate
Категория:Климат	Climate
Изменение на климата	Climate change
Категория:Климатология	Climatology
Клио	Clio
Клитор	Clitoris
Часовник	Clock
Биг Бен	Clock Tower
Клониране	Cloning
Категория:Облекло	Clothing
Облак	Cloud
Карамфил (подправка)	Clove
Детелина	Clover
Хлодвиг I	Clovis I
Мешести	Cnidaria
Каменни въглища	Coal
Бряг	Coast
Герб	Coat of arms
Кобалт	Cobalt
Кокаин	Cocaine
Какаду	Cockatoo
Коктейл	Cocktail
Кокосова палма	Coconut
Кокосови острови	Cocos (Keeling) Islands
Кафе	Coffee
Категория:Кафе	Coffee
Коняк	Cognac (drink)
Когнитивна психология	Cognitive psychology
Монета	Coin
Колхида	Colchis
Студена война	Cold War
Категория:Студена война	Cold War
Колаген	Collagen
Кьолн	Cologne
Колумбия	Colombia
Категория:Колумбия	Colombia
Колония	Colony
Цвят (оптика)	Color
Цветна слепота	Color blindness
Колорадо	Colorado
Категория:Колорадо	Colorado
Колизей	Colosseum
Родоски колос	Colossus of Rhodes
Смокообразни	Colubrid
Колумбия (Южна Каролина)	Columbia
Колумбия (пояснение)	Columbia
Колумбия (река)	Columbia River
Колумбийски университет	Columbia University
Категория:Гълъбоподобни	Columbiformes
Гълъбоподобни	Columbiformes
Колумбус	Columbus
Кома	Coma
Косите на Вероника	Coma Berenices
Комедия	Comedy
Ян Амос Коменски	Comenius
Комета	Comet
Комедия дел арте	Commedia dell'arte
Категория:Търговия	Commerce
Смокиня	Common Fig
Общност на независимите държави	Commonwealth of Independent States
Общност на нациите	Commonwealth of Nations
Категория:Комуникация	Communication
Комуникации	Communication
Комунизъм	Communism
Категория:Комунизъм	Communism
Коморски острови	Comoros
Категория:Коморски острови	Comoros
Компактдиск	Compact Disc
Рота	Company (military unit)
