French	English
Bibliographie	Bibliography
Bicyclette	Bicycle
Big Bang	Big Bang
Bihar	Bihar
Bikini (vêtement)	Bikini
Bile	Bile
Bill Clinton	Bill Clinton
Bill Gates	Bill Gates
Billy Wilder	Billy Wilder
Étoile binaire	Binary star
Jumelles	Binoculars
Biochimie	Biochemistry
Catégorie:Biochimie	Biochemistry
Biodiversité	Biodiversity
Biogéographie	Biogeography
Biographie	Biography
Portail:Biographie	Biography
Arme biologique	Biological warfare
Biologie	Biology
Catégorie:Biologie	Biology
Portail:Biologie	Biology
Biomasse (énergie)	Biomass
Biome	Biome
Biométrie	Biometrics
Biophysique	Biophysics
Biopsie	Biopsy
Biosphère	Biosphere
Biotechnologies	Biotechnology
Catégorie:Biotechnologie	Biotechnology
Vitamine B8	Biotin
Trouble bipolaire	Bipolar disorder
Bouleau	Birch
Oiseau	Bird
Birmingham (Alabama)	Birmingham
Contraception	Birth control
Bisexualité	Bisexuality
Bichkek	Bishkek
Évêque	Bishop
Fou (jeu d'échecs)	Bishop (chess)
Bismarck (Dakota du Nord)	Bismarck
Bismarck	Bismarck (disambiguation)
Bismuth	Bismuth
Bissau	Bissau
Bit	Bit
Bithynie	Bithynia
Bivalvia	Bivalvia
Noir	Black
Peste noire	Black Death
Forêt-Noire	Black Forest
Milan noir	Black Kite
Mer Noire	Black Sea
Cigogne noire	Black Stork
Corps noir	Black body
Trou noir	Black hole
Poivrier noir	Black pepper
Merle noir	Blackbird
Blaise Pascal	Blaise Pascal
Blender	Blender (software)
Cécité	Blindness
Blitzkrieg	Blitzkrieg
Bloemfontein	Bloemfontein
Blog	Blog
Sang	Blood
Plasma sanguin	Blood plasma
Pression artérielle	Blood pressure
Groupe sanguin	Blood type
Vaisseau sanguin	Blood vessel
Bleu	Blue
Baleine bleue	Blue Whale
Blues	Blues
Sanglier	Boar
Jeu de société	Board game
Bateau	Boat
Bob Dylan	Bob Dylan
Bob Marley	Bob Marley
Bobby Fischer	Bobby Fischer
Bobsleigh	Bobsleigh
Bodhisattva	Bodhisattva
Indice de masse corporelle	Body mass index
Culturisme	Bodybuilding
Bohême	Bohemia
Bohrium	Bohrium
Point d'ébullition	Boiling point
Boise	Boise
Cèpe de Bordeaux	Boletus edulis
Bolivie	Bolivia
Catégorie:Bolivie	Bolivia
Bollywood	Bollywood
Bologne	Bologna
Bolchevik	Bolshevik
Bolzano	Bolzano
Bombe (militaire)	Bomb
Bombardier (avion)	Bomber
Ver à soie	Bombyx mori
Obligation (finance)	Bond (finance)
Os	Bone
Moelle osseuse	Bone marrow
Bonn	Bonn
Bonsaï	Bonsai
Livre (document)	Book
Livre d'Esther	Book of Esther
Livre de Josué	Book of Joshua
Livre des Juges	Book of Judges
Livre de Mormon	Book of Mormon
Livre des Nombres	Book of Numbers
Apocalypse	Book of Revelation
Livre de Ruth	Book of Ruth
Algèbre de Boole (structure)	Boolean algebra (structure)
Boomerang	Boomerang
Bordeaux	Bordeaux
Boris Godounov	Boris Godunov
Boris Pasternak	Boris Pasternak
Boris Spassky	Boris Spassky
Bornéo	Borneo
Bore	Boron
Bosnie-Herzégovine	Bosnia and Herzegovina
Catégorie:Bosnie-Herzégovine	Bosnia and Herzegovina
Boson	Boson
Bosphore	Bosporus
Boston	Boston
Boston Tea Party	Boston Tea Party
Modèle:Bot	Bot
Jardin botanique	Botanical garden
Botanique	Botany
Catégorie:Botanique	Botany
Botswana	Botswana
Catégorie:Botswana	Botswana
Bouteille	Bottle
Grand dauphin	Bottlenose Dolphin
Bourgeoisie	Bourgeoisie
Bourgogne	Bourgogne
Île Bouvet	Bouvet Island
Bovidae	Bovid
Arc (arme)	Bow (weapon)
Bowling	Bowling
Boxer (chien)	Boxer (dog)
Catégorie:Boxeur	Boxers
Boxe anglaise	Boxing
Catégorie:Boxe	Boxing
Loi de Mariotte	Boyle's law
Parenthèse	Bracket
Braga	Braga
Brahmâ	Brahma
Brahmapoutre	Brahmaputra River
Braille	Braille
Cerveau	Brain
Brainstorming	Brainstorming
Bram Stoker	Bram Stoker
Brandebourg	Brandenburg
Brandy (alcool)	Brandy
Laiton	Brass
Brassicaceae	Brassicaceae
Soutien-gorge	Brassiere
Bratislava	Bratislava
Brunswick (Basse-Saxe)	Braunschweig
Brésil	Brazil
Catégorie:Brésil	Brazil
Brazzaville	Brazzaville
Pain	Bread
Sein	Breast
Cancer du sein	Breast cancer
Brême (ville)	Bremen
Brême (Land)	Bremen (state)
Bremerhaven	Bremerhaven
Brescia	Brescia
Brest	Brest
Brest (Biélorussie)	Brest
Brest (homonymie)	Brest
Région Bretagne	Bretagne
Brique (matériau)	Brick
Pont	Bridge
Catégorie:Pont	Bridges
Bridgetown	Bridgetown
Brigade	Brigade
Brighton	Brighton
Brindisi	Brindisi
Brisbane	Brisbane
Bristol (Angleterre)	Bristol
Colombie-Britannique	British Columbia
Empire britannique	British Empire
Îles Britanniques	British Isles
Îles Vierges britanniques	British Virgin Islands
Catégorie:Personnalité britannique	British people
Brno	Brno
Broadway	Broadway (New York City)
Brocoli	Broccoli
Brome	Bromine
Bronze	Bronze
Âge du bronze	Bronze Age
Brooklyn	Brooklyn
Pont de Brooklyn	Brooklyn Bridge
Brun	Brown
Ours brun	Brown Bear
Mouvement brownien	Brownian motion
Bruce Lee	Bruce Lee
Bruges	Bruges
Brunei	Brunei
Catégorie:Brunei	Brunei
Bruxelles	Brussels
Peste	Bubonic plague
Bucarest	Bucharest
Buckingham Palace	Buckingham Palace
Richard Buckminster Fuller	Buckminster Fuller
Sarrasin (plante)	Buckwheat
Budapest	Budapest
Bouddha	Buddha
Bouddhisme	Buddhism
Catégorie:Bouddhisme	Buddhism
Buddy Holly	Buddy Holly
Buenos Aires	Buenos Aires
Buffalo (New York)	Buffalo
Bâtiment (construction)	Building
Bujumbura	Bujumbura
Bulgarie	Bulgaria
Catégorie:Bulgarie	Bulgaria
Bourdon (insecte)	Bumblebee
Poussée d'Archimède	Buoyancy
Bureaucratie	Bureaucracy
Bourgmestre	Burgomaster
Burkina Faso	Burkina Faso
Catégorie:Burkina Faso	Burkina Faso
Birmanie	Burma
Catégorie:Myanmar	Burma
Bourka (voile islamique)	Burqa
Bursa	Bursa
Catégorie:Burundi	Burundi
Autobus	Bus
Bus informatique	Bus (computing)
Entreprise	Business
Catégorie:Personnalité du monde des affaires	Businesspeople
Buster Keaton	Buster Keaton
Butane	Butane
Beurre	Butter
Rhopalocères	Butterfly
Effet papillon	Butterfly effect
Bydgoszcz	Bydgoszcz
Byte	Byte
Catégorie:Empire byzantin	Byzantine Empire
C (lettre)	C
C (langage)	C (programming language)
Clive Staples Lewis	C. S. Lewis
CD (homonymie)	CD (disambiguation)
CHAOS	CHAOS (Linux distribution)
Tour CN	CN Tower
COBOL	COBOL
Cabaret	Cabaret
Cacaoyer	Cacao
Mémoire cache	Cache
Cactaceae	Cactus
Cadmium	Cadmium
Cadmos	Cadmus
Burin (constellation)	Caelum
Césium	Caesium
Caféine	Caffeine
Le Caire	Cairo
Gâteau	Cake
Calabre	Calabria
Calais	Calais
Calcite	Calcite
Calcium	Calcium
Carbonate de calcium	Calcium carbonate
Oxyde de calcium	Calcium oxide
Calculatrice	Calculator
Calcul infinitésimal	Calculus
Caldeira	Caldera
Calendrier	Calendar
Calibre	Caliber
Californie	California
Catégorie:Californie	California
Californium	Californium
Caligula	Caligula
Calife	Caliph
Califat	Caliphate
Calligraphie	Calligraphy
Calliope	Calliope
Callisto (lune)	Callisto (moon)
Callisto (mythologie)	Callisto (mythology)
Calorie (unité)	Calorie
Calvados (département)	Calvados
Golgotha (Calvaire)	Calvary
Calvin Coolidge	Calvin Coolidge
Calvinisme	Calvinism
Calypso (mythologie)	Calypso (mythology)
Cambodge	Cambodia
Catégorie:Cambodge	Cambodia
Cambrien	Cambrian
Cambridge	Cambridge
Cambridge (Massachusetts)	Cambridge
Cambridge (homonymie)	Cambridge (disambiguation)
Camelus	Camel
Camembert de Normandie	Camembert (cheese)
Appareil photographique	Camera
Cameroun	Cameroon
Catégorie:Cameroun	Cameroon
Campanie	Campania
Canada	Canada
Catégorie:Canada	Canada
Dollar canadien	Canadian dollar
Canal (voie navigable)	Canal
Îles Canaries	Canary Islands
Catégorie:Îles Canaries	Canary Islands
Canberra	Canberra
Cancer	Cancer
Cancer (constellation)	Cancer (constellation)
Candela	Candela
Bougie	Candle
Canidae	Canidae
Grand Chien	Canis Major
Petit Chien	Canis Minor
Cannabis	Cannabis
Cannabis	Cannabis (drug)
Cannes	Cannes
Cannibalisme	Cannibalism
Canon (artillerie)	Cannon
Canoë	Canoe
Canon Inc.	Canon (company)
Alpha Carinae	Canopus
Cantate	Cantata
Cantorbéry	Canterbury
Cantonais	Cantonese (linguistics)
Knut II de Danemark	Canute the Great
Capacité électrique	Capacitance
Condensateur (électricité)	Capacitor
Cap Horn	Cape Horn
Le Cap	Cape Town
Cap-Vert	Cape Verde
Catégorie:Cap-Vert	Cape Verde
Cap de Bonne-Espérance	Cape of Good Hope
Capitale	Capital
Capital	Capital (economics)
Peine de mort	Capital punishment
Capitalisme	Capitalism
Cappadoce	Cappadocia
Capricorne (constellation)	Capricornus
Capsicum	Capsicum
Caracal	Caracal
Caracas	Caracas
Carambolier	Carambola
Carat	Carat (mass)
Le Caravage	Caravaggio
Glucide	Carbohydrate
Carbone	Carbon
Cycle du carbone	Carbon cycle
Dioxyde de carbone	Carbon dioxide
Monoxyde de carbone	Carbon monoxide
Acide carbonique	Carbonic acid
Carbonifère	Carboniferous
Acide carboxylique	Carboxylic acid
Carburateur	Carburetor
Jeu de cartes	Card game
Cardamome	Cardamom
Cardiff	Cardiff
Cardinal (religion)	Cardinal (Catholicism)
Armand Jean du Plessis de Richelieu	Cardinal Richelieu
Cardiologie	Cardiology
Catégorie:Cardiologie	Cardiology
Catégorie:Système cardio-vasculaire	Cardiovascular system
Espace Caraïbe	Caribbean
Mer des Caraïbes	Caribbean Sea
Caricature	Caricature
Carène (constellation)	Carina (constellation)
Carl David Anderson	Carl David Anderson
Carl Gustav Jung	Carl Jung
Carl Lewis	Carl Lewis
Carl Maria von Weber	Carl Maria von Weber
Carl Orff	Carl Orff
Carnaval	Carnival
Carnivora	Carnivora
Carnivore (régime alimentaire)	Carnivore
Plante carnivore	Carnivorous plant
Carolingiens	Carolingian dynasty
Carl von Linné	Carolus Linnaeus
Carpates	Carpathian Mountains
Carotte	Carrot
Carson City	Carson City
Carthagène (Espagne)	Cartagena
Coordonnées cartésiennes	Cartesian coordinate system
Produit cartésien	Cartesian product
Site archéologique de Carthage	Carthage
Cartographie	Cartography
Catégorie:Cartographie	Cartography
Cary Grant	Cary Grant
Caryophyllales	Caryophyllales
Casablanca	Casablanca
Anacardier	Cashew
Casino (lieu)	Casino
Mer Caspienne	Caspian Sea
Cassandre (mythologie)	Cassandra
Cassiopée (constellation)	Cassiopeia (constellation)
Fonte (métallurgie)	Cast iron
Caste	Caste
Castille	Castile (historical region)
Château fort	Castle
Roque (jeu d'échecs)	Castling
Castries (Sainte-Lucie)	Castries
Casus belli (locution)	Casus belli
Chat	Cat
Catalogne	Catalonia
Catégorie:Catalogne	Catalonia
Catalyse	Catalysis
Cataphractaire	Cataphract
Cataracte (maladie)	Cataract
Siluriformes	Catfish
Catharisme	Catharism
Cathédrale	Cathedral
Catherine Parr	Catherine Parr
Catherine d'Aragon	Catherine of Aragon
Cathode	Cathode
Catholicisme	Catholicism
Bos taurus	Cattle
Héron garde-bœufs	Cattle Egret
Catulle	Catullus
Caucase	Caucasus
Catégorie:Caucase	Caucasus
Chou-fleur	Cauliflower
Causalité (physique)	Causality
Cavalerie	Cavalry
Grotte	Cave
Caviar	Caviar
Cayenne	Cayenne
Îles Caïmans	Cayman Islands
Cecil Rhodes	Cecil Rhodes
Cèdre	Cedar
Céleri	Celery
Équateur céleste	Celestial equator
Catégorie:Mécanique céleste	Celestial mechanics
Mécanique céleste	Celestial mechanics
Sphère céleste	Celestial sphere
Célibat	Celibacy
Cellule (biologie)	Cell (biology)
Membrane plasmique	Cell membrane
Noyau (biologie)	Cell nucleus
Paroi cellulaire	Cell wall
Violoncelle	Cello
Cellulose	Cellulose
Degré Celsius	Celsius
Ciment	Cement
Cimetière	Cemetery
Cénozoïque	Cenozoic
Recensement	Census
Centaure	Centaur
Centaure (constellation)	Centaurus
Barycentre (physique)	Center of mass
Centimètre	Centimetre
Afrique centrale	Central Africa
République centrafricaine	Central African Republic
Catégorie:République centrafricaine	Central African Republic
Amérique centrale	Central America
Catégorie:Amérique centrale	Central America
Central Intelligence Agency	Central Intelligence Agency
Central Park	Central Park
Empires centraux	Central Powers
Banque centrale	Central bank
Système nerveux central	Central nervous system
Processeur	Central processing unit
Région Centre	Centre
Centriole	Centriole
Siècle	Century
Cephalopoda	Cephalopod
Céphée (constellation)	Cepheus (constellation)
Céramique	Ceramic
Cerbère	Cerberus
Céréale	Cereal
Cervelet	Cerebellum
Cérès	Ceres
(1) Cérès	Ceres (dwarf planet)
Cérès (mythologie)	Ceres (mythology)
Cérium	Cerium
César Borgia	Cesare Borgia
Cestoda	Cestoda
Cetacea	Cetacea
Baleine (constellation)	Cetus
Tchad	Chad
Catégorie:Tchad	Chad
Pinson des arbres	Chaffinch
Chaise	Chair
Calcédoine	Chalcedony
Caméléon (constellation)	Chamaeleon
Chamois	Chamois
Vin de Champagne	Champagne (wine)
Champagne-Ardenne	Champagne-Ardenne
Tunnel sous la Manche	Channel Tunnel
Chaos (mythologie)	Chaos (mythology)
Charadriiformes	Charadriiformes
Charlemagne	Charlemagne
Charleroi	Charleroi
Charles de Galles	Charles
Charles Baudelaire	Charles Baudelaire
Charles Darwin	Charles Darwin
Charles Dickens	Charles Dickens
Charles Fourier	Charles Fourier
Charles Lindbergh	Charles Lindbergh
Charles Sanders Peirce	Charles Peirce
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Charles de Gaulle	Charles de Gaulle
Charles II le Chauve	Charles the Bald
Charleston (Virginie-Occidentale)	Charleston
Charlie Chaplin	Charlie Chaplin
Charlie Parker	Charlie Parker
Charlotte (Caroline du Nord)	Charlotte
Charmed	Charmed
Charon (lune)	Charon (moon)
Charon (mythologie)	Charon (mythology)
Chartres	Chartres
Chauvinisme	Chauvinism
Che Guevara	Che Guevara
Tchétchénie	Chechnya
Catégorie:Tchétchénie	Chechnya
Fromage	Cheese
Guépard	Cheetah
Tcheliabinsk	Chelyabinsk
Liaison chimique	Chemical bond
Composé chimique	Chemical compound
Élément chimique	Chemical element
Génie des procédés	Chemical engineering
Représentation des molécules	Chemical formula
Réaction chimique	Chemical reaction
Arme chimique	Chemical warfare
Chimie	Chemistry
Catégorie:Chimie	Chemistry
Portail:Chimie	Chemistry
Chemnitz	Chemnitz
Chimiothérapie	Chemotherapy
Chennai	Chennai
Chèque	Cheque
Tchernobyl	Chernobyl
Cerise	Cherry
Silex	Chert
Chérubin	Cherub
Échecs	Chess
Catégorie:Échecs	Chess
Ouverture (jeu d'échecs)	Chess opening
Chester Alan Arthur	Chester A. Arthur
Châtaigne	Chestnut
Chewing-gum	Chewing gum
Cheyenne (Wyoming)	Cheyenne
Chi	Chi (letter)
Tchang Kaï-chek	Chiang Kai-shek
Chicago	Chicago
Gallus gallus domesticus	Chicken
Varicelle	Chickenpox
Pois chiche	Chickpea
État de Chihuahua	Chihuahua
Enfant	Child
Accouchement	Childbirth
Chili	Chile
Catégorie:Chili	Chile
Chimborazo	Chimborazo (volcano)
Chimère (mythologie)	Chimera (mythology)
Chimpanzé	Chimpanzee
Catégorie:Chine	China
Civilisation chinoise	China
Chios	Chios
Chiron (mythologie)	Chiron
Chitine	Chitin
Chlore	Chlorine
Chloroforme	Chloroform
Chlorophylle	Chlorophyll
Chloroplaste	Chloroplast
Chocolat	Chocolate
Chorale	Choir
Choléra	Cholera
Cholestérol	Cholesterol
Chondrichthyes	Chondrichthyes
Chongqing	Chongqing
Accord (musique)	Chord (music)
Chordés	Chordate
Christchurch	Christchurch
Christiaan Huygens	Christiaan Huygens
Christian Dior	Christian Dior
Christianisme	Christianity
Catégorie:Christianisme	Christianity
Noël	Christmas
Catégorie:Noël	Christmas
Réveillon de Noël	Christmas Eve
Sapin de Noël	Christmas tree
Christophe Colomb	Christopher Columbus
Christopher Marlowe	Christopher Marlowe
Chromatine	Chromatin
Chromatographie	Chromatography
Chrome	Chromium
Chromosome	Chromosome
Catégorie:Chronologie	Chronology
Chuck Berry	Chuck Berry
Mer des Tchouktches	Chukchi Sea
Église (institution)	Church
Église (édifice)	Church (building)
Église d'Angleterre	Church of England
Cicéron	Cicero
Ciconiiformes	Ciconiiformes
Cidre	Cider
Cigarette	Cigarette
Cendrillon	Cinderella
Cinabre	Cinnabar
Cannelier de Ceylan	Cinnamon
Circé	Circe
Compas (constellation)	Circinus
Cercle	Circle
Circulation sanguine	Circulatory system
Circoncision	Circumcision
Cirque	Circus
Cirrhose	Cirrhosis
Citoyen	Citizenship
Acide citrique	Citric acid
Cycle de Krebs	Citric acid cycle
Citrus	Citrus
Cité-État	City-state
Guerre civile	Civil war
Civilisation	Civilization
Civilization	Civilization (computer game)
Clarinette	Clarinet
Clark Gable	Clark Gable
Classe	Class
Classe (biologie)	Class (biology)
Classe (informatique)	Class (computer science)
Mécanique newtonienne	Classical mechanics
Musique classique	Classical music
Catégorie:Musique classique	Classical music
Classicisme	Classicism
Claude Monet	Claude Monet
Claude Shannon	Claude Shannon
Claudio Monteverdi	Claudio Monteverdi
Claude (empereur romain)	Claudius
Clavicule	Clavicle
Argile	Clay
Clef (musique)	Clef
Clement Attlee	Clement Attlee
Cléopâtre	Cleopatra (disambiguation)
Clergé	Clergy
Cleveland	Cleveland
Client-serveur	Client-server
Climat	Climate
Catégorie:Climat	Climate
Changement climatique	Climate change
Climatologie	Climatology
Catégorie:Climatologie	Climatology
Dépression (médecine)	Clinical depression
Clio	Clio
Clitoris	Clitoris
Horloge	Clock
Big Ben	Clock Tower
Clonage	Cloning
Catégorie:Vêtement	Clothing
Vêtement	Clothing
Nuage	Cloud
Giroflier	Clove
Trèfle	Clover
Clovis Ier	Clovis I
Cnidaria	Cnidaria
Houille (roche)	Coal
Côte (géographie)	Coast
Cobalt	Cobalt
Cocaïne	Cocaine
Coccinellidae	Coccinellidae
Cacatuinae	Cockatoo
Blattaria	Cockroach
Cocktail	Cocktail
Cocotier	Coconut
Îles Cocos	Cocos (Keeling) Islands
Codéine	Codeine
Caféier	Coffea
Café	Coffee
Catégorie:Café	Coffee
Cognac (eau-de-vie)	Cognac (drink)
Psychologie cognitive	Cognitive psychology
Sciences cognitives	Cognitive science
Pièce de monnaie	Coin
Cola	Cola
Colchide	Colchis
Guerre froide	Cold War
Catégorie:Guerre froide	Cold War
Colin Powell	Colin Powell
Collage (art)	Collage
Collagène	Collagen
Colloïde	Colloid
Cologne	Cologne
Colombie	Colombia
Catégorie:Colombie	Colombia
Colombo	Colombo
Colonel	Colonel
Colonie de peuplement	Colony
Couleur	Color
Daltonisme	Color blindness
Colorado	Colorado
Catégorie:Colorado	Colorado
Colorado (fleuve)	Colorado River
Colisée	Colosseum
Colosse de Rhodes	Colossus of Rhodes
Colubridae	Colubrid
Colombe (constellation)	Columba (constellation)
Columbia (Caroline du Sud)	Columbia
Columbia	Columbia
Columbia (fleuve)	Columbia River
Université Columbia	Columbia University
Columbidae	Columbidae
Catégorie:Columbiformes	Columbiformes
Columbiformes	Columbiformes
Columbus (Ohio)	Columbus
Columbus	Columbus
Coma	Coma
Chevelure de Bérénice	Coma Berenices
Combustion	Combustion
Comédie	Comedy
Comenius	Comenius
Comète	Comet
Virgule	Comma (punctuation)
Commedia dell'arte	Commedia dell'arte
Catégorie:Commerce	Commerce
Figuier commun	Common Fig
Rhume	Common cold
Communauté des États indépendants	Commonwealth of Independent States
Commonwealth	Commonwealth of Nations
Catégorie:Communication	Communication
Communication	Communication
Communisme	Communism
Catégorie:Communisme	Communism
Comores (pays)	Comoros
Catégorie:Union des Comores	Comoros
Disque compact	Compact Disc
Compagnie (militaire)	Company (military unit)
Boussole	Compass
Compas (géométrie)	Compass (drafting)
Compétition	Competition
Compilateur	Compiler
Complex instruction set computer	Complex instruction set computer
Nombre complexe	Complex number
Compositeur	Composer
Matériau composite	Composite material
Nombre composé	Composite number
Linguistique informatique	Computational linguistics
Tomodensitométrie	Computed tomography
Ordinateur	Computer
Architecture informatique	Computer architecture
Moniteur d'ordinateur	Computer display
Fichier informatique	Computer file
Catégorie:Imagerie numérique	Computer graphics
Matériel informatique	Computer hardware
Catégorie:Matériel informatique	Computer hardware
Réseau informatique	Computer network
Programme informatique	Computer program
Programmation informatique	Computer programming
Catégorie:Programmation informatique	Computer programming
Informatique	Computer science
Catégorie:Informatique	Computer science
Logiciel	Computer software
Virus informatique	Computer virus
Conception assistée par ordinateur	Computer-aided design
Catégorie:Informatique	Computing
Conakry	Conakry
Concerto	Concerto
Concord (New Hampshire)	Concord
Béton	Concrete
Préservatif	Condom
Chef d'orchestre	Conducting
Cône (géométrie)	Cone (geometry)
États confédérés d'Amérique	Confederate States of America
Confédération (organisation politique)	Confederation
Confession	Confession
Confirmation	Confirmation
Conflit (science sociale)	Conflict
Confucianisme	Confucianism
Confucius	Confucius
Congo	Congo
Congo (fleuve)	Congo River
Conique	Conic section
Connecticut	Connecticut
Catégorie:Connecticut	Connecticut
Tissu conjonctif	Connective tissue
Conquistador	Conquistador
Consensus	Consensus
Conservation de l'énergie	Conservation of energy
Conservatisme	Conservatism
Consonne	Consonant
Constantin Ier (empereur romain)	Constantine I
Constantinople	Constantinople
Constellation	Constellation
Constitution	Constitution (political)
Consul	Consul
Consommation	Consumption (economics)
Verres de contact	Contact lens
Continent	Continent
Plateau continental (géophysique)	Continental shelf
Contrat	Contract
Bridge	Contract bridge
Convection	Convection
Lexique de techniques culinaires	Cooking
Coopérative	Cooperative
Système de coordonnées	Coordinate system
Temps universel coordonné	Coordinated Universal Time
Copenhague	Copenhagen
