English	Bulgarian
Capacitor	Кондензатор
Cape Canaveral	Канаверал (нос)
Cape Horn	Нос Хорн
Cape Town	Кейптаун
Cape Verde	Кабо Верде
Cape Verde	Категория:Кабо Верде
Cape of Good Hope	Добра надежда
Capital	Столица
Capital (economics)	Капитал
Capital punishment	Смъртно наказание
Capitalism	Капитализъм
Cappadocia	Кападокия
Capricornus	Козирог (съзвездие)
Caracal	Каракал
Caracas	Каракас
Carat (mass)	Карат (маса)
Carat (purity)	Карат (тегловна единица)
Caravaggio	Микеланджело да Караваджо
Carbohydrate	Въглехидрат
Carbon	Въглерод
Carbon cycle	Кръговрат на въглерода
Carbon dioxide	Въглероден диоксид
Carboxylic acid	Карбоксилна киселина
Carburetor	Карбуратор
Card game	Игра с карти
Cardamom	Кардамон
Cardiff	Кардиф
Cardinal (Catholicism)	Кардинал
Cardinal Richelieu	Арман Жан дю Плеси дьо Ришельо
Cardiology	Категория:Кардиология
Cardiovascular system	Категория:Сърдечно-съдова система
Caribbean	Карибски острови
Caribbean	Категория:Кариби
Caribbean Sea	Карибско море
Caricature	Карикатура
Carl David Anderson	Карл Дейвид Андерсън
Carl Jung	Карл Густав Юнг
Carl Lewis	Карл Луис
Carl Orff	Карл Орф
Carnival	Карнавал
Carnivora	Хищници
Carnivorous plant	Насекомоядно растение
Carolingian dynasty	Каролинги
Carolus Linnaeus	Карл Линей
Carpathian Mountains	Карпати
Carson City	Карсън Сити
Cartagena	Картахена
Cartesian coordinate system	Декартова координатна система
Cartesian product	Декартово произведение
Carthage	Картаген
Cartography	Картография
Cartography	Категория:Картография
Caryophyllales	Caryophyllales
Casablanca	Казабланка
Casino	Казино
Caspian Sea	Каспийско море
Cassandra	Касандра
Cassiopeia (constellation)	Касиопея (съзвездие)
Cast iron	Чугун
Caste	Каста
Castile (historical region)	Кастилия (историческа област)
Castling	Рокада
Castries	Кастрийс
Cat	Котка
Catalonia	Каталония
Catalonia	Категория:Каталония
Catalysis	Катализа
Cataphract	Катафракт
Catharism	Катарство
Cathedral	Катедрала
Catherine of Aragon	Катерина Арагонска
Cathode	Катод
Cattle	Домашно говедо
Cattle Egret	Биволска чапла
Catullus	Катул
Caucasus Mountains	Кавказ
Cauliflower	Карфиол
Cavalry	Кавалерия
Cave	Пещера
Cayman Islands	Кайманови острови
Cedar	Кедър
Celery	Целина
Celestial mechanics	Категория:Небесна механика
Celestial mechanics	Небесна механика
Celibacy	Целибат
Cell (biology)	Клетка
Cell membrane	Клетъчна мембрана
Cell nucleus	Клетъчно ядро
Cello	Виолончело
Cellulose	Целулоза
Cement	Цимент
Cemetery	Гробище
Cenozoic	Ценозой
Centaur	Кентавър
Centaurus	Центавър (съзвездие)
Central Africa	Централна Африка
Central African Republic	Централноафриканска република
Central America	Централна Америка
Central Intelligence Agency	Централно разузнавателно управление
Central Park	Сентръл парк
Central Powers	Централни сили
Central bank	Централна банка
Central processing unit	Централен процесор
Centriole	Центриола
Century	Век
Cephalopod	Главоноги
Cepheus (constellation)	Цефей (съзвездие)
Ceramic	Керамика
Cerberus	Цербер
Ceres (dwarf planet)	1 Церера
Ceres (mythology)	Церера (митология)
Cetacea	Китоподобни
Chad	Чад
Chad	Категория:Чад
Chaffinch	Обикновена чинка
Chair	Стол
Chamois	Дива коза
Champagne (wine)	Шампанско вино
Channel Tunnel	Тунел под Ла Манш
Chaos (mythology)	Хаос
Charlemagne	Карл Велики
Charleroi	Шарлероа
Charles	Чарлз (принц на Уелс)
Charles Baudelaire	Шарл Бодлер
Charles Darwin	Чарлз Дарвин
Charles Dickens	Чарлз Дикенс
Charles Fourier	Шарл Фурие
Charles Lindbergh	Чарлз Линдберг
Charles Peirce	Чарлс Пърс
Charles Thomson Rees Wilson	Чарлз Уилсън
Charles de Gaulle	Шарл дьо Гол
Charles the Bald	Шарл I (Франция)
Charleston	Чарлстън (Западна Вирджиния)
Charlie Chaplin	Чарли Чаплин
Charlotte	Шарлът
Charmed	Чародейките
Charon (moon)	Харон (планета-джудже)
Charon (mythology)	Харон (митология)
Chauvinism	Шовинизъм
Che Guevara	Че Гевара
Chechnya	Чеченска република
Chechnya	Категория:Чечения
Cheetah	Гепард
Chelyabinsk	Челябинск
Chemical bond	Химична връзка
Chemical element	Химичен елемент
Chemical reaction	Химична реакция
Chemical warfare	Химическо оръжие
Chemistry	Химия
Chemistry	Категория:Химия
Chemistry	Портал:Химия
Chemnitz	Кемниц
Chemotherapy	Химиотерапия
Chennai	Мадрас
Cheque	Чек
Chernobyl	Чернобил
Cherry	Череша
Cherub	Херувим
Chess	Шахмат
Chess	Категория:Шахмат
Chess opening	Дебют (шахмат)
Chester A. Arthur	Честър Артър
Chestnut	Кестен
Chewing gum	Дъвка
Cheyenne	Шейен
Chi (letter)	Хи
Chiang Kai-shek	Чан Кайшъ
Chicago	Чикаго
Chicken	Домашна кокошка
Chickenpox	Варицела
Chickpea	Нахут
Chihuahua	Чиуауа
Child	Дете
Chile	Чили
Chile	Категория:Чили
Chimborazo (volcano)	Чимборасо
Chimera (mythology)	Химера
Chimpanzee	Шимпанзе
China	Категория:Китай
Chios	Хиос
Chiron	Хирон
Chitin	Хитин
Chlorine	Хлор
Chloroform	Хлороформ
Chlorophyll	Хлорофил
Chloroplast	Хлоропласт
Chocolate	Шоколад
Choir	Хор
Cholera	Холера
Cholesterol	Холестерол
Chondrichthyes	Хрущялни риби
Chongqing	Чунцин
Chord (music)	Акорд
Chordate	Хордови
Christiaan Huygens	Кристиан Хюйгенс
Christianity	Християнство
Christianity	Категория:Християнство
Christmas	Рождество Христово
Christmas Eve	Бъдни вечер
Christmas tree	Коледна елха
Christopher Columbus	Христофор Колумб
Christopher Marlowe	Кристофър Марлоу
Chromatin	Хроматин
Chromium	Хром
Chromosome	Хромозома
Chronology	Категория:Хронология
Chuck Berry	Чък Бери
Church	Църква (институция)
Church (building)	Църква (сграда)
Church of England	Англиканска църква
Cicero	Цицерон
Ciconiiformes	Щъркелоподобни
Cider	Ябълково вино
Cinderella	Пепеляшка
Cinnabar	Цинобър
Cinnamon	Канела
Circe	Кирка (митология)
Circinus	Пергел (съзвездие)
Circle	Окръжност
Circulatory system	Кръвообращение
Circumcision	Обрязване
Circus	Цирк
Citizenship	Гражданство
Citric acid	Лимонена киселина
Citric acid cycle	Цикъл на Кребс
Civil war	Гражданска война
Civilization	Цивилизация
Clarinet	Кларинет
Clark Gable	Кларк Гейбъл
Classical mechanics	Класическа механика
Classical music	Класическа музика
Classical music	Категория:Класическа музика
Classicism	Класицизъм
Claude Monet	Клод Моне
Claudio Monteverdi	Клаудио Монтеверди
Claudius	Клавдий
Clay	Глина
Cleopatra (disambiguation)	Клеопатра
Clergy	Духовенство
Cleveland	Кливланд
Client-server	Клиент-сървър
Climate	Климат
Climate	Категория:Климат
Climate change	Изменение на климата
Climatology	Категория:Климатология
Clio	Клио
Clitoris	Клитор
Clock	Часовник
Clock Tower	Биг Бен
Cloning	Клониране
Clothing	Категория:Облекло
Cloud	Облак
Clove	Карамфил (подправка)
Clover	Детелина
Clovis I	Хлодвиг I
Cnidaria	Мешести
Coal	Каменни въглища
Coast	Бряг
Coat of arms	Герб
Cobalt	Кобалт
Cocaine	Кокаин
Cockatoo	Какаду
Cocktail	Коктейл
Coconut	Кокосова палма
Cocos (Keeling) Islands	Кокосови острови
Coffee	Кафе
Coffee	Категория:Кафе
Cognac (drink)	Коняк
Cognitive psychology	Когнитивна психология
Coin	Монета
Colchis	Колхида
Cold War	Студена война
Cold War	Категория:Студена война
Collagen	Колаген
Cologne	Кьолн
Colombia	Колумбия
Colombia	Категория:Колумбия
Colony	Колония
Color	Цвят (оптика)
Color blindness	Цветна слепота
Colorado	Колорадо
Colorado	Категория:Колорадо
Colosseum	Колизей
Colossus of Rhodes	Родоски колос
Colubrid	Смокообразни
Columbia	Колумбия (Южна Каролина)
Columbia	Колумбия (пояснение)
Columbia River	Колумбия (река)
Columbia University	Колумбийски университет
Columbiformes	Категория:Гълъбоподобни
Columbiformes	Гълъбоподобни
Columbus	Колумбус
Coma	Кома
Coma Berenices	Косите на Вероника
Comedy	Комедия
Comenius	Ян Амос Коменски
Comet	Комета
Commedia dell'arte	Комедия дел арте
Commerce	Категория:Търговия
Common Fig	Смокиня
Commonwealth of Independent States	Общност на независимите държави
Commonwealth of Nations	Общност на нациите
Communication	Категория:Комуникация
Communication	Комуникации
Communism	Комунизъм
Communism	Категория:Комунизъм
Comoros	Коморски острови
Comoros	Категория:Коморски острови
Compact Disc	Компактдиск
Company (military unit)	Рота
