English	Greek
Pi	Αριθμός π
Pi (letter)	Πι
Piano	Πιάνο
Pictor	Οκρίβας
Piedmont	Πεδεμόντιο
Piet Mondrian	Πιέ Μοντριάν
Pieter Zeeman	Πιέτερ Ζέεμαν
Pilsen	Πίλζεν
Pindar	Πίνδαρος
Pine	Πεύκο
Pineapple	Ανανάς
Ping	Ping
Pink	Ροζ
Pisa	Πίζα
Pisces (constellation)	Ιχθύες (αστερισμός)
Pixel	Εικονοστοιχείο
Pizza	Πίτσα
Planet	Πλανήτης
Plankton	Πλαγκτόν
Plant	Φυτό
Plasma (physics)	Πλάσμα
Plastid	Πλαστίδιο
Platinum	Λευκόχρυσος
Plato	Πλάτων
Pleiades (star cluster)	Πλειάδες (Αστρονομία)
Pleven	Πλέβεν
Pliny the Elder	Πλίνιος ο Πρεσβύτερος
Pliny the Younger	Πλίνιος ο Νεότερος
Plotinus	Πλωτίνος
Plovdiv	Φιλιππούπολη
Plum	Δαμάσκηνο
Plutarch	Πλούταρχος
Pluto	Πλούτωνας (πλανήτης νάνος)
Plutonium	Πλουτώνιο
Pneumonia	Πνευμονία
Podcast	Podcasting
Poetry	Ποίηση
Poetry	Κατηγορία:Ποίηση
Pogrom	Πογκρόμ
Point (geometry)	Σημείο
Poison	Δηλητήριο
Poitiers	Πουατιέ
Poker	Πόκερ
Poland	Πολωνία
Poland	Κατηγορία:Πολωνία
Polar bear	Πολική αρκούδα
Police	Αστυνομία
Political science	Κατηγορία:Πολιτική επιστήμη
Politician	Πολιτικός
Politics	Πολιτική
Politics	Κατηγορία:Πολιτική
Polonium	Πολώνιο
Polygon	Πολύγωνο
Polyhymnia	Πολυμνία
Polymer	Πολυμερές
Polynesia	Πολυνησία
Polynomial	Πολυώνυμο
Pompey	Πομπήιος
Pontius Pilate	Πόντιος Πιλάτος
Pop art	Ποπ Αρτ
Pop music	Ποπ
Pope	Πάπας
Population	Πληθυσμός
Populism	Λαϊκισμός
Pornography	Πορνογραφία
Port	Λιμάνι
Port Louis	Πορ Λουί
Port Moresby	Πoρτ Μόρεσμπι
Porto	Πόρτο
Portugal	Πορτογαλία
Portugal	Κατηγορία:Πορτογαλία
Poseidon	Ποσειδώνας (μυθολογία)
Positron	Ποζιτρόνιο
Postage stamp	Γραμματόσημο
Postal code	Ταχυδρομικός κώδικας
Potassium	Κάλιο
Potato	Πατάτα
Potsdam	Πότσδαμ
Pound sterling	Στερλίνα
Poverty	Φτώχεια
Power (physics)	Ισχύς
Prague	Πράγα
Prague	Κατηγορία:Πράγα
Praia	Πράια
Praseodymium	Πρασινοδύμιο
Prayer	Προσευχή
Precambrian	Προκάμβρια
Precipitation (meteorology)	Υετός
Pregnancy	Εγκυμοσύνη
President	Πρόεδρος
Pressure	Πίεση
Priam	Πρίαμος
Price	Τιμή
Priest	Ιερέας
Primate	Πρωτεύοντα θηλαστικά
Prime minister	Πρωθυπουργός
Prime number	Πρώτος αριθμός
Prince Edward Island	Νήσος του Πρίγκηπα Εδουάρδου
Prince Philip	Φίλιππος, Δούκας του Εδιμβούργου
Principle of relativity	Θεωρία της Σχετικότητας
Prism (optics)	Πρίσμα (οπτική)
Prix Goncourt	Βραβείο Γκονκούρ
Probability theory	Πιθανότητα
Programmer	Προγραμματιστής
Programming language	Γλώσσα προγραμματισμού
Project	Έργο
Prometheus	Προμηθέας
Promethium	Προμήθειο
Propaganda	Προπαγάνδα
Propane	Προπάνιο
Prophet	Προφήτης
Prostate	Προστάτης
Protactinium	Πρωτακτίνιο
Protectorate	Προτεκτοράτο
Protein	Πρωτεΐνη
Proterozoic	Προτεροζωικός αιώνας
Protestant Reformation	Μεταρρύθμιση
Protestantism	Προτεσταντισμός
Protist	Πρώτιστα
Protista	Κατηγορία:Πρώτιστα
Proton	Πρωτόνιο
Protozoa	Πρωτόζωο
Prussia	Πρωσία
Psalms	Ψαλμός
Pseudoscience	Ψευδοεπιστήμη
Psi (letter)	Ψι
Psoriasis	Ψωρίαση
Psychiatry	Κατηγορία:Ψυχιατρική
Psychology	Ψυχολογία
Psychology	Κατηγορία:Ψυχολογία
Ptolemaic dynasty	Δυναστεία των Πτολεμαίων
Ptolemy	Κλαύδιος Πτολεμαίος
Public domain	Κοινό κτήμα
Public relations	Δημόσιες Σχέσεις
Puerto Rico	Πουέρτο Ρίκο
Puerto Rico	Κατηγορία:Πουέρτο Ρίκο
Pula	Πούλα (Κροατία)
Pulley	Τροχαλία
Pulsar	Πάλσαρ
Punk	Κατηγορία:Πανκ μουσική
Punk rock	Πανκ
Pupil	Κόρη (ανατομία)
Puppis	Πρύμνη (αστερισμός)
Pyramid (geometry)	Πυραμίδα (γεωμετρία)
Pyrenees	Πυρηναία
Pyrrhic victory	Πύρρειος νίκη
Pythagoras	Πυθαγόρας ο Σάμιος
Python (programming language)	Python
Pyxis	Πυξίς
Q	Q
Qatar	Κατάρ
Qatar	Κατηγορία:Κατάρ
Quadratic equation	Δευτεροβάθμια εξίσωση
Quadrilateral	Τετράπλευρο
Quantum mechanics	Κβαντική Μηχανική
Quantum mechanics	Κατηγορία:Κβαντική μηχανική
Quark	Κουάρκ
Quartz	Χαλαζίας
Quasar	Κβάζαρ
Quaternion	Τετραδόνιο
Quebec	Κεμπέκ (επαρχία)
Quebec	Κατηγορία:Κεμπέκ
Quebec City	Κεμπέκ (πόλη)
Quechua	Κέτσουα γλώσσα
Queen (chess)	Βασίλισσα (σκάκι)
Quentin Tarantino	Κουέντιν Ταραντίνο
Quetzalcoatl	Κετζαλκοάτλ
Quito	Κίτο
R	R
RAF (disambiguation)	RAF (αποσαφήνιση)
RNA	RNA
Ra	Ρα
Rabat	Ραμπάτ
Rabbi	Ραββίνος
Rabindranath Tagore	Ραμπιντρανάθ Ταγκόρ
Racism	Ρατσισμός
Radar	Ραντάρ
Radio	Κατηγορία:Ραδιόφωνο
Radio telescope	Ραδιοτηλεσκόπιο
Radioactive decay	Ραδιενέργεια
Radiocarbon dating	Ραδιοχρονολόγηση
Radiology	Ακτινολογία
Radium	Ράδιο
Radius	Ακτίνα (γεωμετρία)
Radon	Ραδόνιο
Rain	Βροχή
Rainbow	Ουράνιο τόξο
Rainer Maria Rilke	Ράινερ Μαρία Ρίλκε
Ramadan	Ραμαζάνι
Random access memory	Μνήμη τυχαίας προσπέλασης
Raphael	Ραφαήλ
Raphael (archangel)	Αρχάγγελος Ραφαήλ
Rapid transit	Κατηγορία:Μετρό
Rat	Αρουραίος
Rational number	Ρητός αριθμός
Real number	Πραγματικός αριθμός
Rectangle	Ορθογώνιο παραλληλόγραμμο
Recursion	Αναδρομή
Recycling	Ανακύκλωση
Red	Κόκκινο
Red Army Faction	Φράξια Κόκκινος Στρατός
Red Fox	Αλεπού
Red Sea	Ερυθρά Θάλασσα
Red dwarf	Ερυθρός νάνος
Red giant	Ερυθρός γίγαντας
Referendum	Δημοψήφισμα
Refraction	Διάθλαση
Reggae	Ρέγκε
Regina	Ρεγγίνα
Reims	Ρεμς
Reincarnation	Μετενσάρκωση
Reindeer	Τάρανδος
Relativism	Σχετικισμός
Relativity	Κατηγορία:Σχετικότητα
Relay	Ηλεκτρονόμος
Religion	Θρησκεία
Religion	Κατηγορία:Θρησκεία
Religious Society of Friends	Κουάκεροι
Rembrandt	Ρέμπραντ
Renaissance	Αναγεννησιακή τέχνη
Reproduction	Αναπαραγωγή
Reptile	Ερπετό
Republic of China	Δημοκρατία της Κίνας
Republic of Ireland	Δημοκρατία της Ιρλανδίας
Republic of Ireland	Κατηγορία:Ιρλανδία
Republic of the Congo	Δημοκρατία του Κονγκό
Republic of the Congo	Κατηγορία:Δημοκρατία του Κονγκό
Republican Party (United States)	Ρεπουμπλικανικό Κόμμα (ΗΠΑ)
Respiratory system	Αναπνευστικό σύστημα
Reticulum	Δίκτυον
Revolution	Επανάσταση
Rhea (moon)	Ρέα (δορυφόρος)
Rhea (mythology)	Ρέα (μυθολογία)
Rhenium	Ρήνιο
Rhetoric	Ρητορική
Rhine	Ρήνος
Rhinoceros	Ρινόκερος
Rho (letter)	Ρω
Rhode Island	Ρόουντ Άιλαντ
Rhodes	Ρόδος
Rhodium	Ρόδιο
Rhombus	Ρόμβος
Rhyme	Ομοιοκαταληξία
Ribosome	Ριβόσωμα
Rice	Ρύζι
Richard Feynman	Ρίτσαρντ Φάινμαν
Richard Nixon	Ρίτσαρντ Νίξον
Richard Strauss	Ρίχαρντ Στράους
Richard Wagner	Ρίχαρντ Βάγκνερ
Richard Wright (musician)	Ρίτσαρντ Ράιτ
Riga	Ρίγα
Rigel	Ρίγκελ
Ring (mathematics)	Δακτύλιος (άλγεβρα)
Ringo Starr	Ρίνγκο Σταρ
Rio de Janeiro	Ρίο ντε Τζανέιρο
River	Ποταμός
River Thames	Τάμεσης
Riyadh	Ριάντ
Roald Amundsen	Ρόαλντ Αμούνδσεν
Robert Boyle	Ρόμπερτ Μπόιλ
Robert De Niro	Ρόμπερτ Ντε Νίρο
Robert E. Lee	Ρόμπερτ Λη
Robert Louis Stevenson	Ρόμπερτ Λούις Στίβενσον
Robert Oppenheimer	Ρόμπερτ Οπενχάιμερ
Robert Schumann	Ρόμπερτ Σούμαν
Robin Hood	Ρομπέν των Δασών
Robot	Ρομπότ
Rock (geology)	Πέτρωμα
Rock music	Ροκ μουσική
Rock music	Κατηγορία:Ροκ μουσική
Rococo	Ροκοκό
Rodent	Τρωκτικά
Roentgenium	Ρεντγκένιο
Roman Catholic Church	Καθολική Εκκλησία
Roman Empire	Ρωμαϊκή Αυτοκρατορία
Roman Republic	Ρωμαϊκή Δημοκρατία
Roman legion	Λεγεώνα
Roman mythology	Ρωμαϊκές θεότητες
Roman mythology	Κατηγορία:Ρωμαϊκή μυθολογία
Romania	Ρουμανία
Romania	Κατηγορία:Ρουμανία
Romansh	Ρομανσική γλώσσα
Romanticism	Ρομαντισμός
Rome	Ρώμη
Rome	Κατηγορία:Ρώμη
Ronald Reagan	Ρόναλντ Ρήγκαν
Rook (chess)	Πύργος (σκάκι)
Rosa Parks	Ρόζα Παρκς
Rosary	Ροζάριο
Rosemary	Δενδρολίβανο
Rosetta Stone	Στήλη της Ροζέττας
Rotterdam	Ρότερνταμ
Router	Δρομολογητής
Rowing (sport)	Κωπηλασία
Royal Air Force	Βρετανική Βασιλική Αεροπορία
Rubber	Καουτσούκ
Rubicon	Ρουβικώνας
Rubidium	Ρουβίδιο
Rudolf Hess	Ρούντολφ Ες (πολιτικός)
Rudyard Kipling	Ράντγιαρντ Κίπλινγκ
Russia	Ρωσία
Russia	Κατηγορία:Ρωσία
Ruthenium	Ρουθήνιο
Rutherfordium	Ραδερφόρντιο
Rwanda	Ρουάντα
Rwanda	Κατηγορία:Ρουάντα
Rye	Σίκαλη
S	S
Saddam Hussein	Σαντάμ Χουσεΐν
Saffron	Κρόκος
Sagitta	Βέλος (αστερισμός)
Sagittarius (constellation)	Τοξότης (αστερισμός)
Sahara	Σαχάρα
Saint Andrew	Απόστολος Ανδρέας
Saint George	Άγιος Γεώργιος
Saint Kitts and Nevis	Άγιος Χριστόφορος και Νέβις
Saint Kitts and Nevis	Κατηγορία:Άγιος Χριστόφορος και Νέβις
Saint Lawrence River	Άγιος Λαυρέντιος (ποταμός)
Saint Lucia	Αγία Λουκία
Saint Lucia	Κατηγορία:Αγία Λουκία
Saint Nicholas	Άγιος Νικόλαος
Saint Patrick	Άγιος Πατρίκιος
Saint Peter	Απόστολος Πέτρος
Saint Petersburg	Αγία Πετρούπολη
Saint Petersburg	Κατηγορία:Αγία Πετρούπολη
Saint Vincent and the Grenadines	Άγιος Βικέντιος και Γρεναδίνες
Saint Vincent and the Grenadines	Κατηγορία:Άγιος Βικέντιος και Γρεναδίνες
Saladin	Σαλαντίν
Salamander	Σαλαμάνδρα
Salerno	Σαλέρνο
Saliva	Σάλιο
Salt	Αλάτι
Salt (chemistry)	Άλας
Salzburg	Σάλτσμπουργκ
Samara	Σαμάρα (πόλη)
Samarium	Σαμάριο
Samarkand	Σαμαρκάνδη
Samoa	Σαμόα
Samoa	Κατηγορία:Σαμόα
Samuel Beckett	Σάμιουελ Μπέκετ
Samuel F. B. Morse	Σάμιουελ Μορς
Samurai	Σαμουράι
San Francisco	Σαν Φρανσίσκο
San Marino	Άγιος Μαρίνος
San Marino	Κατηγορία:Άγιος Μαρίνος
San Salvador	Σαν Σαλβαδόρ
Sand	Άμμος
Sandro Botticelli	Σάντρο Μποτιτσέλι
Sanskrit	Σανσκριτική γλώσσα
Santa Claus	Άγιος Βασίλης
Sapphire	Ζαφείρι
Sappho	Σαπφώ
Sarajevo	Σαράγεβο
Sarcophagus	Σαρκοφάγος
Sardinia	Σαρδηνία
Sari	Σάρι
Saskatchewan	Σασκάτσουαν
Satellite	Τεχνητός δορυφόρος
Saturday	Σάββατο
Saturn	Κρόνος (πλανήτης)
Saturn (mythology)	Σατούρνους
Satyr	Σάτυροι
Saudi Arabia	Σαουδική Αραβία
Saudi Arabia	Κατηγορία:Σαουδική Αραβία
Saxony	Σαξωνία
Saxony	Κατηγορία:Σαξωνία
Saxophone	Σαξόφωνο
Scandinavia	Σκανδιναβία
Scandinavia	Κατηγορία:Σκανδιναβία
Scandinavian Peninsula	Σκανδιναβική Χερσόνησος
Scandium	Σκάνδιο
Schizophrenia	Σχιζοφρένεια
Scholasticism	Σχολαστικισμός
Schutzstaffel	Schutzstaffel
Science	Επιστήμη
Science	Κατηγορία:Επιστήμη
Science fiction	Επιστημονική φαντασία
Scientific method	Επιστημονική μέθοδος
Scientist	Επιστήμονας
Scipio Africanus	Σκιπίων
Scissors	Ψαλίδι
Scorpius	Σκορπιός (αστερισμός)
Scotland	Σκωτία
Scotland	Κατηγορία:Σκωτία
Scottish Gaelic	Σκωτική γλώσσα
Scouting	Προσκοπισμός
Screwdriver	Κατσαβίδι
Sculptor (constellation)	Γλύπτης (αστερισμός)
Sculpture	Γλυπτική
Sculpture	Κατηγορία:Γλυπτική
Sea	Θάλασσα
Sea level	Μέση Στάθμη Θάλασσας
Sea of Azov	Θάλασσα Αζόφ
Sea of Marmara	Θάλασσα του Μαρμαρά
Seaborgium	Σιμπόργκιο
Search engine	Μηχανή αναζήτησης
Season	Εποχές
Seattle	Σιάτλ
Second	Δευτερόλεπτο
Second Crusade	Β' Σταυροφορία
Sedimentary rock	Ιζηματογενές πέτρωμα
Segovia	Σεγκόβια
Seine	Σηκουάνας
Seismology	Σεισμολογία
Selene	Σελήνη (μυθολογία)
Selenium	Σελήνιο
Seleucus I Nicator	Σέλευκος Α' Νικάτωρ
Semantics	Σημασιολογία
Semiconductor	Ημιαγωγός
Semiotics	Σημειωτική
Semitic	Σημίτες
Senate	Γερουσία
Senegal	Σενεγάλη
Senegal	Κατηγορία:Σενεγάλη
Seoul	Σεούλ
Seppuku	Χαρακίρι
September	Σεπτέμβριος
September 11	11 Σεπτεμβρίου
September 11	Επιθέσεις της 11ης Σεπτεμβρίου 2001
September 17	17 Σεπτεμβρίου
September 29	29 Σεπτεμβρίου
Septuagint	Μετάφραση των Εβδομήκοντα
Sequence	Ακολουθία
Serbia	Σερβία
Serbia	Κατηγορία:Σερβία
Serbia and Montenegro	Σερβία και Μαυροβούνιο
Sergei Eisenstein	Σεργκέι Αϊζενστάιν
Sergei Rachmaninoff	Σεργκέι Ραχμάνινοφ
Series (mathematics)	Σειρά
Serotonin	Σεροτονίνη
Serpens	Όφις (αστερισμός)
Server (computing)	Εξυπηρετητής
Set	Σύνολο
Set (mythology)	Σετ
Set theory	Κατηγορία:Θεωρία συνόλων
Seven Years' War	Επταετής Πόλεμος
Seville	Σεβίλλη
Sex organ	Γεννητικά όργανα
Sexism	Σεξισμός
Sexual intercourse	Συνουσία
Sexuality	Κατηγορία:Σεξουαλικότητα
Sexually transmitted disease	Σεξουαλικώς μεταδιδόμενα νοσήματα
Seychelles	Σεϋχέλλες
Seychelles	Κατηγορία:Σεϋχέλλες
Shamanism	Σαμανισμός
Shanghai	Σαγκάη
Shark	Καρχαρίας
Shield	Ασπίδα
Shinto	Σιντοϊσμός
Ship	Πλοίο
Shorthand	Στενογραφία
Siberia	Σιβηρία
Sicily	Σικελία
Sicily	Κατηγορία:Σικελία
Sierra Leone	Σιέρα Λεόνε
Sierra Leone	Κατηγορία:Σιέρα Λεόνε
Sigma	Σίγμα
Sigmund Freud	Σίγκμουντ Φρόυντ
Sigrid Undset	Σίγκριντ Ούντσετ
Sikhism	Σιχισμός
Silesia	Σιλεσία
Silicon	Πυρίτιο
Silk	Μετάξι
Silver	Άργυρος
Simone de Beauvoir	Σιμόν ντε Μποβουάρ
Sinai Peninsula	Χερσόνησος του Σινά
Sinclair Lewis	Σίνκλερ Λιούις
Singapore	Σιγκαπούρη
Singapore	Κατηγορία:Σιγκαπούρη
Siren	Σειρήνες
Sirenia	Σειρηνοειδή
Sirius	Σείριος
Sistine Chapel	Καπέλα Σιξτίνα
Sisyphus	Σίσυφος
Skin	Δέρμα
Skopje	Σκόπια
Skyscraper	Ουρανοξύστης
Slavery	Δουλεία
Sleep	Ύπνος
Slovakia	Σλοβακία
Slovakia	Κατηγορία:Σλοβακία
Slovenia	Σλοβενία
Slovenia	Κατηγορία:Σλοβενία
Snake	Φίδι
Snow	Χιόνι
Socialism	Σοσιαλισμός
Socialism	Κατηγορία:Σοσιαλισμός
Socialist Party (France)	Σοσιαλιστικό Κόμμα Γαλλίας
Society	Κατηγορία:Κοινωνία
Society	Κοινωνία
Society of Jesus	Αδελφότητα του Ιησού
Sociology	Κοινωνιολογία
Sociology	Κατηγορία:Κοινωνιολογία
Socrates	Σωκράτης
Sodium	Νάτριο
Sofia	Σόφια
Soil	Έδαφος
Solar System	Ηλιακό σύστημα
Solar System	Κατηγορία:Ηλιακό Σύστημα
Solar eclipse	Έκλειψη Ηλίου
Solar energy	Ηλιακή ενέργεια
Solid	Στερεό
Solid state	Στερεό
Solomon	Σολομών
Solomon Islands	Νήσοι Σολομώντα
Solomon Islands	Κατηγορία:Νήσοι Σολομώντα
Solon	Σόλων
Solstice	Ηλιοστάσιο
Solution	Διάλυμα
Somalia	Σομαλία
Somalia	Κατηγορία:Σομαλία
Sonata	Σονάτα
Song	Τραγούδι
Sonnet	Σονέτο
Sophia Loren	Σοφία Λόρεν
Sophocles	Σοφοκλής
Soprano	Υψίφωνος
Sorbonne	Σορβόνη
Soul	Ψυχή
Sound	Ήχος
Source code	Πηγαίος κώδικας
South	Νότος
South Africa	Κατηγορία:Νότια Αφρική
South America	Νότια Αμερική
South America	Κατηγορία:Νότια Αμερική
South Island	Νότιο Νησί (Νέα Ζηλανδία)
South Korea	Νότια Κορέα
South Korea	Κατηγορία:Νότια Κορέα
South Pole	Νότιος Πόλος
Southern Hemisphere	Νότιο Ημισφαίριο
Soviet Union	Ένωση Σοβιετικών Σοσιαλιστικών Δημοκρατιών
Soviet Union	Κατηγορία:Σοβιετική Ένωση
Space	Χώρος
Space Shuttle	Διαστημικό Λεωφορείο
Spain	Ισπανία
Spain	Κατηγορία:Ισπανία
Spanish Civil War	Ισπανικός Εμφύλιος
Spanish people	Κατηγορία:Ισπανοί
Sparta	Σπάρτη
Special relativity	Ειδική σχετικότητα
Species	Είδος (βιολογία)
Spectroscopy	Φασματοσκοπία
Speed of light	Ταχύτητα του φωτός
Speleology	Σπηλαιολογία
Spencer Tracy	Σπένσερ Τρέισι
Sphinx	Σφίγγα (μυθολογία)
Spice	Μπαχαρικό
Spider	Αράχνη
Spin (physics)	Σπιν
Spinach	Σπανάκι
Spleen	Σπλήνας
Split	Σπλιτ
Sponge	Σπόγγος
Sport	Αθλητισμός
Spring (season)	Άνοιξη
Springfield	Σπρίνγκφιλντ (Ιλινόις)
Spyware	Spyware
Square (geometry)	Τετράγωνο
Square metre	Τετραγωνικό μέτρο
Sri Lanka	Σρι Λάνκα
Sri Lanka	Κατηγορία:Σρι Λάνκα
Stained glass	Υαλογραφία
Stainless steel	Ανοξείδωτος χάλυβας
Stanley Kubrick	Στάνλεϊ Κιούμπρικ
Star	Αστέρας
State	Κράτος
Statistical mechanics	Στατιστική μηχανική
Statistics	Στατιστική
Statistics	Κατηγορία:Στατιστική
Statue of Liberty	Άγαλμα της Ελευθερίας
Steam	Ατμός
Steel	Χάλυβας
Steffi Graf	Στέφι Γκραφ
Stegosaurus	Στεγόσαυρος
Stephen Hawking	Στήβεν Χώκινγκ
Steppe	Στέπα
Sting	Στινγκ
Stock exchange	Χρηματιστήριο αξιών
Stockholm	Στοκχόλμη
Stoicism	Στωικισμός
Stomach	Στομάχι
Stone Age	Εποχή του Λίθου
Stonehenge	Στόουνχεντζ
Stork	Πελαργός
Strait	Πορθμός
Strait of Magellan	Πορθμός του Μαγγελάνου
Straits	Κατηγορία:Πορθμοί
Strasbourg	Στρασβούργο
Strategy	Στρατηγική
Stratigraphy	Στρωματογραφία
Stratosphere	Στρατόσφαιρα
Strawberry	Φράουλα
String theory	Θεωρία Χορδών
Stroke	Εγκεφαλικό επεισόδιο
Strontium	Στρόντιο
Structuralism	Στρουκτουραλισμός
Stub	Πρότυπο:Επέκταση
Stuttgart	Στουτγκάρδη
Styx	Στύγα
Sublimation (chemistry)	Εξάχνωση
Submarine	Υποβρύχιο
Subset	Υποσύνολο
Subtraction	Αφαίρεση
Sudan	Σουδάν
Sudan	Κατηγορία:Σουδάν
Sudoku	Σουντόκου
Suez Canal	Διώρυγα Σουέζ
Sufism	Σούφι
Sugar	Ζάχαρη
Suharto	Σουχάρτο
Sulfur	Θείο
Sulfur dioxide	Διοξείδιο του θείου
Sulfuric acid	Θειικό οξύ
Sultan	Σουλτάνος
Sumer	Σουμέριοι
Summer	Καλοκαίρι
Sun	Ήλιος
Sun	Κατηγορία:Ήλιος
Sunday	Κυριακή
Sunni Islam	Σουνίτες
Supercomputer	Υπερυπολογιστής
Superman	Σούπερμαν
Supernova	Υπερκαινοφανείς αστέρες
Surface tension	Επιφανειακή τάση
Surgery	Χειρουργική
Suriname	Σουρινάμ
Suriname	Κατηγορία:Σουρινάμ
Surrealism	Υπερρεαλισμός
Surrey	Σάρρεϋ
Svalbard	Αρχιπέλαγος Σβάλμπαρντ
Swan	Κύκνος (πτηνό)
Swastika	Σβάστικα
Swaziland	Σουαζιλάνδη
Swaziland	Κατηγορία:Σουαζιλάνδη
Sweden	Σουηδία
Sweden	Κατηγορία:Σουηδία
Swedish krona	Κορόνα Σουηδίας
Sweet potato	Γλυκοπατάτα
Swimming	Κολύμβηση
Swimming	Κατηγορία:Κολύμβηση
Swiss franc	Ελβετικό Φράγκο
Swiss people	Κατηγορία:Ελβετοί
Switzerland	Ελβετία
Switzerland	Κατηγορία:Ελβετία
Sword	Ξίφος
Sydney	Σίδνεϊ
Sylvia Plath	Σύλβια Πλαθ
Symbiosis	Συμβίωση (βιολογία)
Symbol	Σύμβολο
Symphony	Συμφωνία (μουσική)
Synagogue	Συναγωγή
Synesthesia	Συναισθησία
Syntax	Σύνταξη
Syracuse	Συρακούσες
Syria	Συρία
Syria	Κατηγορία:Συρία
System	Σύστημα
Systematics	Συστηματική
T	T
T. E. Lawrence	Τόμας Έντουαρντ Λόρενς
T. S. Eliot	Τόμας Στερνς Έλιοτ
Table (furniture)	Τραπέζι
Table tennis	Επιτραπέζια αντισφαίριση
Taboo	Ταμπού
Taekwondo	Τάε Κβον Ντο
Tagus	Τάγος
Tahiti	Ταϊτή
Tai chi chuan	Τάι Τζί Σουάν
Taipei	Ταϊπέι
Taiwan	Κατηγορία:Ταϊβάν
Taj Mahal	Τατζ Μαχάλ
Tajikistan	Τατζικιστάν
Tajikistan	Κατηγορία:Τατζικιστάν
Tallinn	Ταλίν
Talmud	Ταλμούδ
Tampere	Τάμπερε
Tanakh	Τανάκ
Tangier	Ταγγέρη
Tango (dance)	Τανγκό
Tank	Άρμα μάχης
Tantalum	Ταντάλιο
Tantalus	Τάνταλος
Tanzania	Τανζανία
Tanzania	Κατηγορία:Τανζανία
Taoism	Ταοϊσμός
Tapir	Τάπιρος
Tashkent	Τασκένδη
Tasman Sea	Θάλασσα της Τασμανίας
Tasmania	Τασμανία
Tau	Ταυ
Taurus (constellation)	Ταύρος (αστερισμός)
Taxation	Κατηγορία:Φορολογία
Taxicab	Ταξί
Taxonomy	Ταξινομία
Tbilisi	Τιφλίδα
Tea	Τσάι
Tea	Κατηγορία:Τσάι
Technetium	Τεχνήτιο
Technology	Τεχνολογία
Technology	Κατηγορία:Τεχνολογία
Tehran	Τεχεράνη
Tel Aviv	Τελ Αβίβ
Telecommunication	Τηλεπικοινωνίες
Telegraphy	Τηλεγραφία
Telephone	Τηλέφωνο
Telescope	Τηλεσκόπιο
Telescopium	Τηλεσκόπιον
Television	Τηλεόραση
Television	Κατηγορία:Τηλεόραση
Tellurium	Τελλούριο
Temperature	Θερμοκρασία
Temple of Artemis	Ναός της Αρτέμιδος στην Έφεσο
Ten Commandments	Δέκα εντολές
Tenerife	Τενερίφη
Tennessee Williams	Τένεσι Ουίλιαμς
Tennis	Αντισφαίριση
Terbium	Τέρβιο
Terpsichore	Τερψιχόρη
Terrorism	Τρομοκρατία
Terrorism	Κατηγορία:Τρομοκρατία
Tertullian	Τερτυλλιανός
Testicle	Όρχεις
Tethys (moon)	Τηθύς (δορυφόρος)
Tethys (mythology)	Τηθύς
Texas	Τέξας
Thailand	Ταϊλάνδη
Thailand	Κατηγορία:Ταϊλάνδη
Thales	Θαλής
Thalia	Θάλεια (Μούσα)
Thallium	Θάλλιο
Thanatos	Θάνατος (μυθολογία)
Thanksgiving	Ημέρα των Ευχαριστιών
The Gambia	Γκάμπια
The Gambia	Κατηγορία:Γκάμπια
The Hague	Χάγη
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Θέατρο
Theatre	Κατηγορία:Θέατρο
Thebe (moon)	Θήβη (δορυφόρος)
Thebes	Θήβα
Thebes	Θήβαι (Αίγυπτος)
Theia	Ευρυφάεσσα
Themis	Θέμις
Themistocles	Θεμιστοκλής
Theodor Mommsen	Τέοντορ Mόμσεν
Theodore Roosevelt	Θεόδωρος Ρούζβελτ
Theodosius I	Θεοδόσιος Α'
Theology	Κατηγορία:Θεολογία
Theory of relativity	Σχετικότητα
Thermodynamics	Θερμοδυναμική
Thermodynamics	Κατηγορία:Θερμοδυναμική
Thermometer	Θερμόμετρο
Theseus	Θησέας
Thessaloniki	Θεσσαλονίκη
Thessaly	Θεσσαλία
Theta	Θήτα
Thetis	Θέτις
Think tank	Δεξαμενή σκέψης
Third Crusade	Γ' Σταυροφορία
Third World	Χώρες του Τρίτου Κόσμου
Thirty Years' War	Τριακονταετής Πόλεμος
Thomas Aquinas	Θωμάς Ακινάτης
Thomas Edison	Τόμας Έντισον
Thomas Hardy	Τόμας Χάρντι
Thomas Hobbes	Τόμας Χομπς
Thomas Jefferson	Τόμας Τζέφερσον
Thor	Θωρ
Thorium	Θόριο
Thoth	Θωθ
Thrace	Θράκη
Thucydides	Θουκυδίδης
Thulium	Θούλιο
Thuringia	Θουριγγία
Thursday	Πέμπτη
Thyme	Θυμάρι
Thymine	Θυμίνη
Thyroid	Θυρεοειδής Αδένας
Tiber	Τίβερης
Tibet	Θιβέτ
Tibet	Κατηγορία:Θιβέτ
Tide	Παλίρροια
Tierra del Fuego	Γη του Πυρός
Tigris	Τίγρης ποταμός
Time	Χρόνος
Time	Κατηγορία:Χρόνος
Time zone	Ζώνη ώρας
Timur	Ταμερλάνος
Tin	Κασσίτερος
Tirana	Τίρανα
Titan (disambiguation)	Τιτάνας
Titan (moon)	Τιτάνας (δορυφόρος)
Titan (mythology)	Τιτάνες
Titanium	Τιτάνιο
Titian	Τιτσιάνο
Tobacco	Καπνός (φυτό)
Tofu	Τόφου
Togo	Τόγκο
