Hungarian	English
Ostrava	Ostrava
Strucc	Ostrich
Othello	Othello
Otho	Otho
Ottawa	Ottawa
I. Ottó német-római császár	Otto I
Otto von Bismarck	Otto von Bismarck
Oszmán Birodalom	Ottoman Empire
Publius Ovidius Naso	Ovid
Bagolyalakúak	Owl
Oxford	Oxford
Oxidációs szám	Oxidation state
Oxigén	Oxygen
Oximoron	Oxymoron
Oxitocin	Oxytocin
Ózon	Ozone
Ózonréteg	Ozone layer
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Csendes-óceán	Pacific Ocean
Pacifizmus	Pacifism
Padova	Padua
Pogányság	Paganism
Pakisztán	Pakistan
Kategória:Pakisztán	Pakistan
Versailles-i kastély	Palace of Versailles
Palau	Palau
Kategória:Palau	Palau
Paleocén	Paleocene
Paleolitikum	Paleolithic
Őslénytan	Paleontology
Kategória:Őslénytan	Paleontology
Paleozoikum	Paleozoic
Palermo	Palermo
Kategória:Palesztina	Palestine
Palindrom	Palindrome
Palládium	Palladium
Virágvasárnap	Palm Sunday
Palmüra	Palmyra
Pán	Pan (mythology)
Panama	Panama
Kategória:Panama	Panama
Panama-csatorna	Panama Canal
Panamaváros	Panama City
Hasnyálmirigy	Pancreas
Pandóra	Pandora
Pangea	Pangaea
Panteizmus	Pantheism
Pápua Új-Guinea	Papua New Guinea
Kategória:Pápua Új-Guinea	Papua New Guinea
Parabola	Parabola
Paracelsus	Paracelsus
Paradigma	Paradigm
Paradoxon	Paradox
Siklóernyő	Paragliding
Paraguay	Paraguay
Kategória:Paraguay	Paraguay
Paralelogramma	Parallelogram
Paramaribo	Paramaribo
Paranoia	Paranoia
Parafília	Paraphilia
Élősködő	Parasitism
Pergamen	Parchment
Párizs	Paris
Kategória:Párizs	Paris
Páros és páratlan számok	Parity (mathematics)
Parlament	Parliament
Parmenidész	Parmenides
Parszek	Parsec
Petrezselyem	Parsley
Parthenón	Parthenon
Parthusok	Parthia
Részecskefizika	Particle physics
Kategória:Részecskefizika	Particle physics
Pascal	Pascal
Pascal (programozási nyelv)	Pascal (programming language)
Pascal (mértékegység)	Pascal (unit)
Kategória:Verébalakúak	Passeriformes
Verébalakúak	Passerine
Pészah	Passover
Pasztörizálás	Pasteurization
Szabadalom	Patent
Patológia	Pathology
Pátriárka	Patriarch
Hazafiság	Patriotism
Paul Gauguin	Paul Gauguin
Paul Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Pál apostol	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Pauli-elv	Pauli exclusion principle
Páva csillagkép	Pavo (constellation)
Loire-mente	Pays de la Loire
Zöldborsó	Pea
Béke	Peace
Őszibarack	Peach
Körte	Pear
Tőzeg	Peat
Pedofília	Pedophilia
Kocsányos tölgy	Pedunculate Oak
Pégaszosz	Pegasus
Pegazus csillagkép	Pegasus (constellation)
Peloponnészosz	Peloponnese
Peloponészoszi háború	Peloponnesian War
Matematikai inga	Pendulum
Pénelopé	Penelope
Pingvinfélék	Penguin
Penicillin	Penicillin
Félsziget	Peninsula
Pennsylvania	Pennsylvania
Kategória:Pennsylvania	Pennsylvania
Ötszög	Pentagon
Pentagramma	Pentagram
Pünkösd	Pentecost
Pünkösdi–karizmatikus mozgalom	Pentecostalism
Kategória:Személyek	People
Kína	People's Republic of China
Kis Pippin	Pepin the Short
Százalék	Percentage
Sügéralakúak	Perciformes
Ütőhangszerek	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Vándorsólyom	Peregrine Falcon
Peresztrojka	Perestroika
Periklész	Pericles
Periódusos rendszerbeli periódus	Period (periodic table)
Periódusos rendszer	Periodic table
Perm	Perm
Permafroszt	Permafrost
Perm (időszak)	Permian
Permutáció	Permutation
Örökmozgó	Perpetual motion
Perszephoné	Persephone
Perszepolisz	Persepolis
Perszeusz (mitológia)	Perseus
Perszeusz csillagkép	Perseus (constellation)
Perzsa Birodalom	Persian Empire
Perzsa-öböl	Persian Gulf
Perth	Perth
Peru	Peru
Kategória:Peru	Peru
Peter Paul Rubens	Peter Paul Rubens
Francesco Petrarca	Petrarch
Kőolaj	Petroleum
Kőzettan	Petrology
Fanerozoikum	Phanerozoic
Fáraó	Pharaoh
Gyógyszerhatástan	Pharmacology
Fenol	Phenol
Fenomenológia	Phenomenology
Fenotípus	Phenotype
Fenilalanin	Phenylalanine
Fenilketonúria	Phenylketonuria
Fi	Phi (letter)
Philadelphia	Philadelphia
II. Fülöp spanyol király	Philip II of Spain
Lénárd Fülöp	Philipp Lenard
Fülöp-szigetek	Philippines
Kategória:Fülöp-szigetek	Philippines
Filológia	Philology
Bölcsek köve	Philosopher's stone
Filozófia	Philosophy
Kategória:Filozófia	Philosophy
Portál:Filozófia	Philosophy
Phnompen	Phnom Penh
Fóbia	Phobia
Phobosz (hold)	Phobos (moon)
Phoenix	Phoenix
Főnix (egyértelműsítő lap)	Phoenix
Főnix csillagkép	Phoenix (constellation)
Főnix	Phoenix (mythology)
Phoenix űrszonda	Phoenix (spacecraft)
Fonéma	Phoneme
Fonetika	Phonetics
Kategória:Fonetika	Phonetics
Fonológia	Phonology
Foszforsav	Phosphoric acid
Foszfor	Phosphorus
Fotográfia	Photography
Kategória:Fotográfia	Photography
Foton	Photon
Fotoszintézis	Photosynthesis
Törzs (rendszertan)	Phylum
Kategória:Fizikai kémia	Physical chemistry
Fizika	Physics
Kategória:Fizika	Physics
Portál:Fizika	Physics
Élettan	Physiology
Kategória:Élettan	Physiology
Pi (szám)	Pi
Pi (betű)	Pi (letter)
Zongora	Piano
Pikárdia	Picardie
Harkályalakúak	Piciformes
Festő csillagkép	Pictor
Pidzsin nyelvek	Pidgin
Pidgin (program)	Pidgin (software)
Piemont	Piedmont
Pierre (Dél-Dakota)	Pierre
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Plzeň	Pilsen
Fenyőfélék	Pinaceae
Pindarosz	Pindar
Répafenyő	Pine
Ananász	Pineapple
Ping	Ping
Úszólábúak	Pinniped
Pisa	Pisa
Dugattyú	Piston
Pittsburgh	Pittsburgh
Agyalapi mirigy	Pituitary gland
Pixel	Pixel
Pizza	Pizza
Plágium	Plagiarism
Sík (geometria)	Plane (mathematics)
Bolygó	Planet
Planetáris köd	Planetary nebula
Plankton	Plankton
Növények	Plant
Plazma	Plasma (physics)
Lemeztektonika	Plate tectonics
Platina	Platinum
Platón	Plato
Kacsacsőrű emlős	Platypus
Playboy	Playboy
Messier 45	Pleiades (star cluster)
Pleisztocén	Pleistocene
Idősebb Plinius	Pliny the Elder
Ifjabb Plinius	Pliny the Younger
Pliocén	Pliocene
Plovdiv	Plovdiv
Plutarkhosz	Plutarch
Plútó	Pluto
Plútó (egyértelműsítő lap)	Pluto (disambiguation)
Plutónium	Plutonium
Tüdőgyulladás	Pneumonia
Pó	Po River
Pázsitfűfélék	Poaceae
Podcasting	Podcast
Költészet	Poetry
Kategória:Költészet	Poetry
Pogrom	Pogrom
Pont (geometria)	Point (geometry)
Méreg	Poison
Poitou-Charentes	Poitou-Charentes
Póker	Poker
Lengyelország	Poland
Kategória:Lengyelország	Poland
Jegesmedve	Polar bear
Sarkcsillag	Polaris
Rendőrség	Police
Politikai párt	Political party
Politikatudomány	Political science
Kategória:Politikatudomány	Political science
Politika	Politics
Kategória:Politika	Politics
Virágpor	Pollen
Környezetszennyezés	Pollution
Polónium	Polonium
Sokszög	Polygon
Poliéder	Polyhedron
Polühümnia	Polyhymnia
Polimer	Polymer
Polinézia	Polynesia
Polinom	Polynomial
Politeizmus	Polytheism
Pompeii	Pompeii
Gnaeus Pompeius Magnus	Pompey
Poncius Pilátus	Pontius Pilate
Pop-art	Pop art
Popzene	Pop music
Pápa (egyházfő)	Pope
VI. Sándor pápa	Pope Alexander VI
Nyárfa	Poplar
Populáció	Population
Populizmus	Populism
Pornográfia	Pornography
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Porto	Porto
Arckép	Portrait
Portugália	Portugal
Kategória:Portugália	Portugal
Poszeidón	Poseidon
Pozitron	Positron
Irányítószám	Postal code
Kálium	Potassium
Kálium-nitrát	Potassium nitrate
Burgonya	Potato
Potenciális energia	Potential energy
Potsdam	Potsdam
Font (súlymérték)	Pound (mass)
Font sterling	Pound sterling
Teljesítmény	Power (physics)
Erőmű	Power station
Praetor	Praetor
Prága	Prague
Kategória:Prága	Prague
Praia	Praia
Prazeodímium	Praseodymium
Ima	Prayer
Prekambrium	Precambrian
Precesszió	Precession
Csapadék	Precipitation (meteorology)
Őskor	Prehistory
Elnök	President
Az Amerikai Egyesült Államok elnökei	President of the United States
Nyomás	Pressure
Pretoria	Pretoria
Priamosz	Priam
Ár (gazdaság)	Price
Főemlősök	Primate
Kategória:Főemlősök	Primates
Nullmeridián	Prime Meridian
Miniszterelnök	Prime minister
Prímszámok	Prime number
Prince Edward-sziget	Prince Edward Island
Fülöp edinburgh-i herceg	Prince Philip
Princeton Egyetem	Princeton University
Relativitáselmélet	Principle of relativity
Prion	Prion
Hasáb	Prism (geometry)
Prizma	Prism (optics)
Börtönbüntetés	Prison
Hadifogság	Prisoner of war
Goncourt-díj	Prix Goncourt
Mosómedvefélék	Procyonidae
Programozási nyelv	Programming language
Progresszív rock	Progressive rock
Projekt	Project
Prokarióták	Prokaryote
Prolog programozási nyelv	Prolog
Prométheusz	Prometheus
Promécium	Promethium
Propaganda	Propaganda
Propán	Propane
Próféta	Prophet
Próza	Prose
Prosztata	Prostate
Protaktínium	Protactinium
Fehérje	Protein
Proterozoikum	Proterozoic
Reformáció	Protestant Reformation
Protestantizmus	Protestantism
Véglények	Protist
Kategória:Protiszták	Protista
Protokoll	Protocol
Proton	Proton
Protozoa	Protozoa
Proxima Centauri	Proxima Centauri
Zsoltár	Psalms
Kategória:Áltudományok	Pseudoscience
Áltudomány	Pseudoscience
Pszi	Psi (letter)
Pikkelysömör	Psoriasis
Pszichiátria	Psychiatry
Pszichoanalízis	Psychoanalysis
Pszichológia	Psychology
Kategória:Pszichológia	Psychology
Pszichoterápia	Psychotherapy
Ptah	Ptah
Pterosauria	Pterosaur
Ptolemaida dinasztia	Ptolemaic dynasty
Ptolemaiosz Klaudiosz	Ptolemy
Közkincs	Public domain
Public relations	Public relations
Puerto Rico	Puerto Rico
Kategória:Puerto Rico	Puerto Rico
Póla	Pula
Csiga (gép)	Pulley
Pulzár	Pulsar
Kategória:Punk	Punk
Punk	Punk rock
Hajófar csillagkép	Puppis
Phenjan	Pyongyang
Piramis	Pyramid
Pireneusok	Pyrenees
Pirit	Pyrite
Püthagorasz	Pythagoras
Python (programozási nyelv)	Python (programming language)
Tájoló csillagkép	Pyxis
Q	Q
Katar	Qatar
Csing-dinasztia	Qing Dynasty
Másodfokú egyenlet	Quadratic equation
Négyszög	Quadrilateral
Quaestor	Quaestor
Kvantumtérelmélet	Quantum field theory
Kvantummechanika	Quantum mechanics
Kvark	Quark
Kvarc	Quartz
Kvazár	Quasar
Negyedkor	Quaternary
Kvaterniók	Quaternion
Québec	Quebec
Québec (város)	Quebec City
Queens	Queens
Quentin Tarantino	Quentin Tarantino
Kérdőjel	Question mark
Quetzalcóatl	Quetzalcoatl
Quito	Quito
R	R
RAF	RAF (disambiguation)
RAID	RAID
Ribonukleinsav	RNA
Ré	Ra
Rabat	Rabat
Rabbi	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Nyestkutya	Raccoon Dog
Rachel Louise Carson	Rachel Carson
Rasszizmus	Racism
Rádiólokátor	Radar
Kategória:Rádió	Radio
Radioaktivitás	Radioactive decay
Radiokarbon kormeghatározás	Radiocarbon dating
Rádium	Radium
Radon	Radon
Eső	Rain
Szivárvány	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Ráma	Rama
Rámájana	Ramayana
II. Ramszesz	Ramesses II
Tetszőleges hozzáférésű memória	Random access memory
Boglárkafélék	Ranunculaceae
Erőszakos közösülés	Rape
Repce	Rapeseed
Raffaello Sanzio	Raphael
Rafael arkangyal	Raphael (archangel)
Málna	Raspberry
Racionális szám	Rational number
Struccalakúak	Ratite
Ravenna	Ravenna
Ravalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
ROM	Read-only memory
Valós számok	Real number
Recife	Recife
Téglalap	Rectangle
Egyenirányító	Rectifier
Újrahasznosítás	Recycling
Vörös	Red
Vörös Hadsereg Frakció	Red Army Faction
Gímszarvas	Red Deer
Vörös róka	Red Fox
Vörös macskamedve	Red Panda
Vörös-tenger	Red Sea
Vörösmoszatok	Red algae
Vörösvértest	Red blood cell
Vörös törpe	Red dwarf
Vörös óriás	Red giant
Vöröseltolódás	Redshift
Vöröseltolódás	Redshift (disambiguation)
RISC	Reduced instruction set computer
Népszavazás	Referendum
Fénytörés	Refraction
Törésmutató	Refractive index
Reggae	Reggae
Ezred	Regiment
Regina (Kanada)	Regina
Reims	Reims
Lélekvándorlás	Reincarnation
Rénszarvas	Reindeer
Reláció	Relation (mathematics)
Relativizmus	Relativism
Kategória:Relativitáselmélet	Relativity
Relé	Relay
Vallás	Religion
Kategória:Vallás	Religion
Kvékerek	Religious Society of Friends
Rembrandt	Rembrandt
Reneszánsz	Renaissance
Kategória:Reneszánsz	Renaissance
Hüllők	Reptile
Köztársaság	Republic
Tajvan	Republic of China
Írország	Republic of Ireland
Kategória:Írország	Republic of Ireland
Kongói Köztársaság	Republic of the Congo
Kategória:Kongó	Republic of the Congo
Republikánus Párt (USA)	Republican Party (United States)
Ellenállás (elektronika)	Resistor
Légzőrendszer	Respiratory system
Háló csillagkép	Reticulum
Forradalom	Revolution
Rhea (hold)	Rhea (moon)
Rheia	Rhea (mythology)
Rénium	Rhenium
Retorika	Rhetoric
Kategória:Retorika	Rhetoric
Rajna	Rhine
Orrszarvúfélék	Rhinoceros
Ró	Rho (letter)
Rhode Island	Rhode Island
Rodosz (sziget)	Rhodes
Ródium	Rhodium
Rombusz	Rhombus
Rím	Rhyme
Rhythm and blues	Rhythm and blues
Riboflavin	Riboflavin
Rizs	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright	Richard Wright (musician)
Riga	Riga
Rigel	Rigel
Rektaszcenzió	Right ascension
Gyűrű (matematika)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio de Janeiro	Rio de Janeiro
Folyó	River
Temze	River Thames
Rijád	Riyadh
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Kő-papír-olló	Rock
Kőzet	Rock (geology)
Rock and roll	Rock and roll
Rock	Rock music
Kategória:Rock	Rock music
Rakéta	Rocket
Sziklás-hegység	Rocky Mountains
Rokokó	Rococo
Rágcsálók	Rodent
Európai őz	Roe Deer
Roentgenium	Roentgenium
Roger Bacon	Roger Bacon
Katolikus egyház	Roman Catholic Church
Római Birodalom	Roman Empire
Római Köztársaság	Roman Republic
Ókori római naptár	Roman calendar
Római jog	Roman law
Légió	Roman legion
Római mitológia	Roman mythology
Kategória:Római mitológia	Roman mythology
Románia	Romania
Kategória:Románia	Romania
Romans nyelv	Romansh
Romantika	Romanticism
Róma	Rome
Ronald Reagan	Ronald Reagan
Vetési varjú	Rook (bird)
Bástya (sakk)	Rook (chess)
Gyökér	Root
Rosa Parks	Rosa Parks
Rózsafélék	Rosaceae
Rózsavirágúak	Rosales
Rózsafüzér	Rosary
Rózsa	Rose
Rozmaring	Rosemary
Rosette-i kő	Rosetta Stone
Ros hásáná	Rosh Hashanah
Ross-tenger	Ross Sea
Rostock	Rostock
Rotterdam	Rotterdam
Router	Router
Evezés	Rowing (sport)
Brit Királyi Légierő	Royal Air Force
Royal Society	Royal Society
Gumi	Rubber
Rubicon (folyó)	Rubicon
Rubídium	Rubidium
Rubel	Ruble
Málna	Rubus idaeus
Ruby	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Heß	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rögbi	Rugby football
Oroszország	Russia
Kategória:Oroszország	Russia
Orosz Ortodox Egyház	Russian Orthodox Church
1917-es oroszországi forradalmak	Russian Revolution (1917)
Orosz–japán háború	Russo-Japanese War
Ruténium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Radzerfordium	Rutherfordium
Ruanda	Rwanda
Kategória:Ruanda	Rwanda
Rozs	Rye
S	S
SOAP	SOAP
SOS	SOS
Szentség	Sacrament
Sacramento	Sacramento
Szaddám Huszein	Saddam Hussein
Safari (webböngésző)	Safari (web browser)
Nyílvessző csillagkép	Sagitta
Nyilas csillagkép	Sagittarius (constellation)
Szahara	Sahara
Szent	Saint
Szent András (apostol)	Saint Andrew
Szent György	Saint George
Saint Kitts és Nevis	Saint Kitts and Nevis
Kategória:Saint Kitts és Nevis	Saint Kitts and Nevis
Szent Lőrinc-folyó	Saint Lawrence River
Saint Lucia	Saint Lucia
Szent Miklós	Saint Nicholas
Szent Patrik	Saint Patrick
Szent Péter	Saint Peter
Szentpétervár	Saint Petersburg
Saint Vincent és a Grenadine-szigetek	Saint Vincent and the Grenadines
Kategória:Saint Vincent	Saint Vincent and the Grenadines
Szaladin	Saladin
Farkos kétéltűek	Salamander
Salerno	Salerno
Nyál	Saliva
Salman Rushdie	Salman Rushdie
Lazacfélék	Salmonidae
Konyhasó	Salt
Salt Lake City	Salt Lake City
Salzburg	Salzburg
Salzburg (tartomány)	Salzburg (state)
Szamara	Samara
Szamárium	Samarium
Szamarkand	Samarkand
Szamoa	Samoa
Kategória:Szamoa	Samoa
Szamszára	Samsara
Samuel Beckett	Samuel Beckett
Samuel Finley Breese Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
San Diego	San Diego
San Francisco	San Francisco
San Marino	San Marino
Kategória:San Marino	San Marino
San Marino (város)	San Marino
San Salvador	San Salvador
Homok	Sand
Sandro Botticelli	Sandro Botticelli
Szendvics	Sandwich
Szanszkrit nyelv	Sanskrit
Santiago de Chile	Santiago
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Szapphó	Sappho
Sarah Bernhardt	Sarah Bernhardt
Szarajevó	Sarajevo
Szaratov	Saratov
Szarkofág	Sarcophagus
Szardínia (hal)	Sardine
Szardínia (Olaszország)	Sardinia
Szári	Sari
Sátán	Satan
Sátánizmus	Satanism
Műhold	Satellite
Szatíra	Satire
Szombat	Saturday
Szaturnusz	Saturn
Kategória:Szaturnusz	Saturn
Saturn	Saturn (disambiguation)
Szaúd-Arábia	Saudi Arabia
Saul Bellow	Saul Bellow
Kolbász	Sausage
Szavanna	Savanna
Szászország	Saxony
Kategória:Szászország	Saxony
Szaxofon	Saxophone
Skandinávia	Scandinavia
Kategória:Skandinávia	Scandinavia
Szkandium	Scandium
Lapocka	Scapula
Scheldt folyó	Scheldt
Scheme	Scheme (programming language)
Skizofrénia	Schizophrenia
Skolasztikus filozófia	Scholasticism
Schutzstaffel	Schutzstaffel
Tudomány	Science
Kategória:Tudomány	Science
Sci-fi	Science fiction
Kategória:Science fiction	Science fiction
Tudományos módszer	Scientific method
Szcientológia	Scientology
Olló	Scissors
Mókusfélék	Sciuridae
Skorpiók	Scorpion
Skorpió csillagkép	Scorpius
Skócia	Scotland
Erdeifenyő	Scots Pine
Skót nyelv	Scottish Gaelic
Cserkészet	Scouting
Scrabble	Scrabble
Csavar	Screw
Szobrász csillagkép	Sculptor (constellation)
Szobrászat	Sculpture
Kategória:Szobrászat	Sculpture
Tenger	Sea
Tengeri vidra	Sea Otter
Tengeri anemona	Sea anemone
Tengeriuborkák	Sea cucumber
Azovi-tenger	Sea of Azov
Japán-tenger	Sea of Japan
Márvány-tenger	Sea of Marmara
Ohotszki-tenger	Sea of Okhotsk
Tengerisünök	Sea urchin
Szíborgium	Seaborgium
Csikóhalak	Seahorse
Keresőmotor	Search engine
Évszak	Season
Seattle	Seattle
Másodperc	Second
Második vatikáni zsinat	Second Vatican Council
Szekta	Sect
Üledékes kőzetek	Sedimentary rock
Mag	Seed
Segovia	Segovia
Szajna	Seine
Szelén	Selenium
I. Szeleukosz Nikatór	Seleucus I Nicator
Szemantika	Semantics
Kategória:Szemantika	Semantics
Pontosvessző	Semicolon
Félvezető	Semiconductor
Szemiotika	Semiotics
Szenegál	Senegal
Kategória:Szenegál	Senegal
Szöul	Seoul
Szeppuku	Seppuku
Szeptember	September
Szeptember 11	September 11
2001. szeptember 11-i terrortámadás	September 11
Szeptember 17	September 17
Szeptember 29	September 29
Septuaginta	Septuagint
Sorozat (matematika)	Sequence
Szerbia	Serbia
Kategória:Szerbia	Serbia
Szerbia és Montenegró	Serbia and Montenegro
Kategória:Szerbia és Montenegró	Serbia and Montenegro
Jobbágy	Serfdom
Szergej Mihajlovics Eisenstein	Sergei Eisenstein
Sergey Rachmaninov	Sergei Rachmaninoff
Szerin	Serine
Szerotonin	Serotonin
Kígyó csillagkép	Serpens
Kiszolgáló	Server (computing)
Halmaz	Set
Széth	Set (mythology)
Halmazelmélet	Set theory
Kategória:Halmazelmélet	Set theory
Szevasztopol	Sevastopol
Hétéves háború	Seven Years' War
Sevilla	Seville
Biológiai nem	Sex
Szextáns	Sextant
Közösülés	Sexual intercourse
Kategória:Szexualitás	Sexuality
Szexuális úton terjedő betegségek	Sexually transmitted disease
Seychelle-szigetek	Seychelles
Kategória:Seychelle-szigetek	Seychelles
Samanizmus	Shamanism
Sanghaj	Shanghai
Részvény	Share (finance)
Shareware	Shareware
Saría	Sharia
Cápák	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Pajzs	Shield
Sintó	Shinto
Hajó	Ship
Siva	Shiva
Sógi	Shogi
Sógun	Shogun
Gyorsírás	Shorthand
Cserje	Shrub
Szibéria	Siberia
Szibériai husky	Siberian Husky
Szecsuán	Sichuan
Szicília	Sicily
Kategória:Szicília	Sicily
Sierra Leone	Sierra Leone
Kategória:Sierra Leone	Sierra Leone
Szigma	Sigma
Sigmund Freud	Sigmund Freud
Jelnyelv	Sign language
Szikhizmus	Sikhism
Szikkim	Sikkim
Szilézia	Silesia
Szilícium	Silicon
Szilícium-dioxid	Silicon dioxide
Selyem	Silk
Selyemút	Silk Road
Szilur	Silurian
Ezüst	Silver
Simone de Beauvoir	Simone de Beauvoir
Bűn	Sin
Sínai-félsziget	Sinai Peninsula
Szingapúr	Singapore
Kategória:Szingapúr	Singapore
Kislemez	Single (music)
Tengeri tehenek	Sirenia
Szíriusz	Sirius
Sixtus-kápolna	Sistine Chapel
Sziszüphosz	Sisyphus
Ülő Bika	Sitting Bull
Szituációs komédia	Situation comedy
Hatnapos háború	Six-Day War
Skagerrak	Skagerrak
Szkepticizmus	Skepticism
Bőr	Skin
Skinhead	Skinhead
Szkopje	Skopje
Koponya	Skull
Skylab-program	Skylab
Felhőkarcoló	Skyscraper
Slash	Slash (musician)
Rabszolgaság	Slavery
Slayer	Slayer
Alvás	Sleep
Szlovákia	Slovakia
Kategória:Szlovákia	Slovakia
Szlovénia	Slovenia
Kategória:Szlovénia	Slovenia
Vékonybél	Small intestine
Szmog	Smog
Szmolenszk	Smolensk
Kígyók	Snake
Sznúker	Snooker
Hó	Snow
Szociálpszichológia'	Social psychology
Szocializmus	Socialism
Kategória:Társadalom	Society
Társadalom	Society
Jezsuiták	Society of Jesus
Szociolingvisztika	Sociolinguistics
Szociológia	Sociology
Kategória:Szociológia	Sociology
Szókratész	Socrates
Nátrium	Sodium
Nátrium-klorid	Sodium chloride
Nátrium-hidroxid	Sodium hydroxide
Szófia	Sofia
Softball	Softball
Kategória:Szoftverek	Software
Talaj	Soil
Burgonyafélék	Solanaceae
Kategória:Burgonyafélék	Solanaceae
Naprendszer	Solar System
Kategória:Naprendszer	Solar System
Napelem	Solar cell
Napenergia	Solar energy
Napszél	Solar wind
Szilárd halmazállapot	Solid
Szilárd (halmazállapot)	Solid state
Szolidaritás Független Szakszervezet	Solidarity
Salamon (Biblia)	Solomon
Salamon-szigetek	Solomon Islands
Szolón	Solon
Napforduló	Solstice
Oldat	Solution
Szomália	Somalia
Kategória:Szomália	Somalia
Szonáta	Sonata
Szonett	Sonnet
Sophia Loren	Sophia Loren
Szofizmus	Sophism
Szophoklész	Sophocles
Szoprán	Soprano
Cirok	Sorghum
Rendezés (programozás)	Sorting algorithm
Lélek	Soul
Hang	Sound
Forráskód	Source code
Kategória:Dél-afrikai Köztársaság	South Africa
Dél-Amerika	South America
Kategória:Dél-Amerika	South America
Dél-Karolina	South Carolina
Dél-Dakota	South Dakota
Kategória:Dél-Dakota	South Dakota
Dél-Korea	South Korea
Kategória:Dél-Korea	South Korea
Déli-sark	South Pole
Vietnami Köztársaság	South Vietnam
Délkelet-Ázsia	Southeast Asia
Szovjetunió	Soviet Union
Kategória:Szovjetunió	Soviet Union
Szójabab	Soybean
Tér	Space
Űrállomás	Space station
Űreszköz	Spacecraft
Spagetti	Spaghetti
Spanyolország	Spain
Kategória:Spanyolország	Spain
Spam	Spam (electronic)
Spanyol polgárháború	Spanish Civil War
Kategória:Spanyolok	Spanish people
Spárta	Sparta
Speciális relativitáselmélet	Special relativity
Faj	Species
Színképelemzés	Spectroscopy
Fénysebesség	Speed of light
Szpeleológia	Speleology
Spencer Tracy	Spencer Tracy
Nagy ámbráscet	Sperm Whale
Virágos növények	Spermatophyte
Gömb	Sphere
Szfinx	Sphinx
Fűszer	Spice
Pókok	Spider
Spin	Spin (physics)
Spenót	Spinach
Gerincvelő	Spinal cord
Spirálgalaxis	Spiral galaxy
Split	Split
Szivacsok	Sponge
Sport	Sport
Táblázatkezelő program	Spreadsheet
Tavasz	Spring (season)
Spyware	Spyware
Pikkelyes hüllők	Squamata
Négyzet	Square (geometry)
Négyzetméter	Square metre
Squash	Squash (sport)
Srí Lanka	Sri Lanka
Kategória:Srí Lanka	Sri Lanka
Üvegfestés	Stained glass
Sztálinizmus	Stalinism
Standard Generalized Markup Language	Standard Generalized Markup Language
Szórás	Standard deviation
Stanford Egyetem	Stanford University
Stanley Kubrick	Stanley Kubrick
Csillag	Star
Keményítő	Starch
Tengericsillagok	Starfish
Állam	State
Staten Island	Staten Island
Statisztika	Statistics
Kategória:Statisztika	Statistics
Szabadság-szobor (New York)	Statue of Liberty
Stavanger	Stavanger
Gőzgép	Steam engine
Acél	Steel
Steffi Graf	Steffi Graf
Sztegoszaurusz	Stegosaurus
Stendhal	Stendhal
Stephen William Hawking	Stephen Hawking
Steven Spielberg	Steven Spielberg
Sting	Sting
tőzsde	Stock exchange
Stockholm	Stockholm
Sztoikus filozófia	Stoicism
Gyomor	Stomach
Stonehenge	Stonehenge
Gólyafélék	Stork
Szoros	Strait
Gibraltári-szoros	Strait of Gibraltar
Magellán-szoros	Strait of Magellan
Messinai-szoros	Strait of Messina
Kategória:Tengerszorosok	Straits
Strasbourg	Strasbourg
Stratégia	Strategy
Rétegtan	Stratigraphy
Sztratoszféra	Stratosphere
Szamóca	Strawberry
Stressz (pszichikai)	Stress (medicine)
