Ukrainian	English
Шина (ел.)	Bus (computing)
Бізнес	Business
Категорія:Підприємці	Businesspeople
Бутан (сполука)	Butane
Масло	Butter
Ефект метелика (математика)	Butterfly effect
Бидгощ	Bydgoszcz
Байт	Byte
Категорія:Візантійська імперія	Byzantine Empire
C (латиниця)	C
С (мова програмування)	C (programming language)
Клайв Стейплз Льюїс	C. S. Lewis
COBOL	COBOL
Кабаре	Cabaret
Какао	Cacao
Кеш	Cache
Кактусові	Cactus
Кадмій	Cadmium
Кадм	Cadmus
Різець (сузір'я)	Caelum
Цезій	Caesium
Кофеїн	Caffeine
Каїр	Cairo
Торт	Cake
Калабрія	Calabria
Кальцит	Calcite
Кальцій	Calcium
Карбонат кальцію	Calcium carbonate
Оксид кальцію	Calcium oxide
Калькулятор	Calculator
Математичний аналіз	Calculus
Кальдера	Caldera
Календар	Calendar
Калібр	Caliber
Каліфорнія	California
Категорія:Каліфорнія	California
Каліфорній	Californium
Калігула	Caligula
Каліграфія	Calligraphy
Калліопа	Calliope
Калорія	Calorie
Кальвадос (департамент)	Calvados
Голгофа	Calvary
Калвін Кулідж	Calvin Coolidge
Кальвіністська церква	Calvinism
Каліпсо (міфологія)	Calypso (mythology)
Камбоджа	Cambodia
Категорія:Камбоджа	Cambodia
Кембрійський період	Cambrian
Кембридж	Cambridge
Кембридж (значення)	Cambridge (disambiguation)
Верблюд	Camel
Камамбер	Camembert (cheese)
Фотокамера	Camera
Камерун	Cameroon
Категорія:Камерун	Cameroon
Кампанія	Campania
Канада	Canada
Категорія:Канада	Canada
Канал (гідротехніка)	Canal
Канарські острови	Canary Islands
Канберра	Canberra
Рак (хвороба)	Cancer
Рак (сузір'я)	Cancer (constellation)
Кандела	Candela
Свічка	Candle
Собачі	Canidae
Великий Пес (сузір'я)	Canis Major
Малий Пес (сузір'я)	Canis Minor
Коноплі (рослина)	Cannabis
Марихуана	Cannabis (drug)
Канібалізм	Cannibalism
Гармата	Cannon
Каное	Canoe
Canon	Canon (company)
Канопус	Canopus
Кантата	Cantata
Канут Великий	Canute the Great
Ємність (електрика)	Capacitance
Електричний конденсатор	Capacitor
Канаверал (мис)	Cape Canaveral
Мис Горн	Cape Horn
Кейптаун	Cape Town
Кабо-Верде	Cape Verde
Мис Доброї Надії	Cape of Good Hope
Столиця	Capital
Капітал	Capital (economics)
Смертна кара	Capital punishment
Капіталізм	Capitalism
Каппадокія	Cappadocia
Козеріг (сузір'я)	Capricornus
Каракас	Caracas
Карат	Carat (purity)
Мікеланджело да Караваджо	Caravaggio
Вуглеводи	Carbohydrate
Вуглець	Carbon
Вуглецевий цикл	Carbon cycle
Діоксид вуглецю	Carbon dioxide
Монооксид вуглецю	Carbon monoxide
Карбонатна кислота	Carbonic acid
Кам'яновугільний період	Carboniferous
Карбонові кислоти	Carboxylic acid
Кардамон	Cardamom
Кардіфф	Cardiff
Кардинал	Cardinal (Catholicism)
Рішельє Арман Жан дю Плессі	Cardinal Richelieu
Кардіологія	Cardiology
Категорія:Кардіологія	Cardiology
Категорія:Серцево-судинна система	Cardiovascular system
Карибське море	Caribbean Sea
Карикатура	Caricature
Кіль (сузір'я)	Carina (constellation)
Андерсон Карл Девід	Carl David Anderson
Юнґ Карл Ґустав	Carl Jung
Вебер Карл Марія	Carl Maria von Weber
Карнавал	Carnival
Ряд Хижі	Carnivora
Рослини-хижаки	Carnivorous plant
Каролінги	Carolingian dynasty
Лінней Карл	Carolus Linnaeus
Карпати	Carpathian Mountains
Морква	Carrot
Декартова система координат	Cartesian coordinate system
Декартів добуток множин	Cartesian product
Карфаген	Carthage
Картографія	Cartography
Категорія:Картографія	Cartography
Касабланка	Casablanca
Кеш'ю	Cashew
Казино (гральний дім)	Casino
Каспійське море	Caspian Sea
Кассіопея (сузір'я)	Cassiopeia (constellation)
Чавун	Cast iron
Каста	Caste
Кастилія	Castile (historical region)
Замок (споруда)	Castle
Рокіровка	Castling
Казус беллі	Casus belli
Кіт свійський	Cat
Каталонія	Catalonia
Категорія:Каталонія	Catalonia
Каталізатор	Catalysis
Катафрактарії	Cataphract
Катаракта	Cataract
Катерина Арагонська	Catherine of Aragon
Катод	Cathode
Католицизм	Catholicism
Корова	Cattle
Кавказ	Caucasus
Категорія:Кавказ	Caucasus
Кавказ	Caucasus Mountains
Кіннота	Cavalry
Печери	Cave
Ікра	Caviar
Кайманові острови	Cayman Islands
Рід Кедр	Cedar
Селера	Celery
Небесний екватор	Celestial equator
Категорія:Небесна механіка	Celestial mechanics
Небесна сфера	Celestial sphere
Целібат	Celibacy
Клітина	Cell (biology)
Клітинне ядро	Cell nucleus
Клітинна стінка	Cell wall
Віолончель	Cello
Целюлоза	Cellulose
Градус Цельсія	Celsius
Цемент (будівельний матеріал)	Cement
Цвинтар	Cemetery
Кайнозойська ера	Cenozoic
Перепис населення	Census
Кентаври	Centaur
Центавр (сузір'я)	Centaurus
Центр інерції	Center of mass
Сантиметр	Centimetre
Центральна Африка	Central Africa
Центрально-Африканська Республіка	Central African Republic
Категорія:ЦАР	Central African Republic
Центральна Америка	Central America
Центральне розвідувальне управління	Central Intelligence Agency
Центральний парк (Нью-Йорк)	Central Park
Центральні держави	Central Powers
Центральний банк	Central bank
Центральна нервова система	Central nervous system
Центральний процесор	Central processing unit
Центр (регіон Франції)	Centre
Століття	Century
Головоногі	Cephalopod
Цефей (сузір'я)	Cepheus (constellation)
Кераміка	Ceramic
Цербер	Cerberus
Крупа	Cereal
Церера (карликова планета)	Ceres (dwarf planet)
Керера	Ceres (mythology)
Церій	Cerium
Стрічковий хробак	Cestoda
Китоподібні	Cetacea
Кит (сузір'я)	Cetus
Чад	Chad
Категорія:Чад	Chad
Стілець	Chair
Халцедон	Chalcedony
Хамелеон (сузір'я)	Chamaeleon
Скельниця	Chamois
Шампанське	Champagne (wine)
Шампань — Арденни	Champagne-Ardenne
Євротунель	Channel Tunnel
Хаос (міфологія)	Chaos (mythology)
Карл І Великий	Charlemagne
Бодлер Шарль П'єр	Charles Baudelaire
Чарльз Роберт Дарвін	Charles Darwin
Діккенс Чарльз	Charles Dickens
Фур'є Шарль Франсуа Марі	Charles Fourier
Шарль де Голль	Charles de Gaulle
Чаплін Чарлі	Charlie Chaplin
Чарлі Паркер	Charlie Parker
Шарлот (Північна Кароліна)	Charlotte
Харон (супутник)	Charon (moon)
Харон (міфологія)	Charon (mythology)
Шовінізм	Chauvinism
Ернесто Че Гевара	Che Guevara
Чечня	Chechnya
Категорія:Чечня	Chechnya
Сир	Cheese
Гепард	Cheetah
Челябінськ	Chelyabinsk
Хімічний зв'язок	Chemical bond
Хімічна сполука	Chemical compound
Хімічні елементи	Chemical element
Хімічна формула	Chemical formula
Хімічна реакція	Chemical reaction
Хімічна зброя	Chemical warfare
Хімія	Chemistry
Категорія:Хімія	Chemistry
Портал:Хімія	Chemistry
Хіміотерапія	Chemotherapy
Ченнаї	Chennai
Чек (цінний папір)	Cheque
Чорнобиль	Chernobyl
Кремінь	Chert
Херувим	Cherub
Шахи	Chess
Категорія:Шахи	Chess
Дебют	Chess opening
Честер Алан Артур	Chester A. Arthur
Каштан	Chestnut
Жуйка	Chewing gum
Хі (літера)	Chi (letter)
Чикаго	Chicago
Кури	Chicken
Дитина	Child
Чилі	Chile
Категорія:Чилі	Chile
Чімборасо	Chimborazo (volcano)
Химера	Chimera (mythology)
Категорія:Китай	China
Китай (цивілізація)	China
Хірон	Chiron
Хітин	Chitin
Хлор	Chlorine
Хлороформ	Chloroform
Хлорофіл	Chlorophyll
Хлоропласт	Chloroplast
Шоколад	Chocolate
Хор (колектив)	Choir
Холера	Cholera
Холестерин	Cholesterol
Хрящеві риби	Chondrichthyes
Чунцін	Chongqing
Акорд	Chord (music)
Хордові	Chordate
Гюйгенс Хрістіан	Christiaan Huygens
Християнство	Christianity
Категорія:Християнство	Christianity
Різдво	Christmas
Святий Вечір	Christmas Eve
Колумб Христофор	Christopher Columbus
Крістофер Марлоу	Christopher Marlowe
Хроматин	Chromatin
Хроматографія	Chromatography
Хром	Chromium
Хромосома	Chromosome
Категорія:Хронологія	Chronology
Беррі Чак	Chuck Berry
Чукотське море	Chukchi Sea
Костел	Church
Англіканська церква	Church of England
Ціцерон	Cicero
Лелекоподібні	Ciconiiformes
Сидр	Cider
Сигарети	Cigarette
Кіновар	Cinnabar
Кірка	Circe
Циркуль (сузір'я)	Circinus
Коло	Circle
Кровообіг	Circulatory system
Обрізання	Circumcision
Лимонна кислота	Citric acid
Цикл трикарбонових кислот	Citric acid cycle
Цитрус	Citrus
Місто-держава	City-state
Громадянська війна	Civil war
Цивілізація	Civilization
Цивілізація (гра)	Civilization (computer game)
Кларнет	Clarinet
Клас	Class
Клас (біологія)	Class (biology)
Клас (програмування)	Class (computer science)
Класична механіка	Classical mechanics
Класична музика	Classical music
Категорія:Класична музика	Classical music
Класицизм	Classicism
Моне Клод	Claude Monet
Шеннон Клод	Claude Shannon
Монтеверді Клаудіо	Claudio Monteverdi
Ключиця	Clavicle
Глина	Clay
Ключ (музика)	Clef
Атлі Клемент Ричард	Clement Attlee
Духовенство	Clergy
Клівленд	Cleveland
Клімат	Climate
Категорія:Клімат	Climate
Зміна клімату	Climate change
Категорія:Кліматологія	Climatology
Депресія (медицина)	Clinical depression
Кліо	Clio
Клітор	Clitoris
Годинник	Clock
Біг-Бен	Clock Tower
Категорія:Одяг	Clothing
Одяг	Clothing
Хмари	Cloud
Гвоздика (пряність)	Clove
Конюшина	Clover
