Hebrew	English
בישקק	Bishkek
בישוף	Bishop
רץ (שחמט)	Bishop (chess)
ביסמרק (דקוטה הצפונית)	Bismarck
ביסמרק (פירושונים)	Bismarck (disambiguation)
ביסמוט	Bismuth
ביסאו	Bissau
סיבית	Bit
ביתיניה	Bithynia
צדפות	Bivalvia
שחור	Black
המוות השחור	Black Death
היער השחור	Black Forest
דיה מצויה	Black Kite
הים השחור	Black Sea
חסידה שחורה	Black Stork
קרינת גוף שחור	Black body
חור שחור	Black hole
פלפל שחור	Black pepper
שחרור	Blackbird
בלז פסקל	Blaise Pascal
בלנדר (תוכנת גרפיקה)	Blender (software)
עיוורון	Blindness
מלחמת בזק	Blitzkrieg
בלומפונטיין	Bloemfontein
בלוג	Blog
דם	Blood
פלזמה (דם)	Blood plasma
לחץ דם	Blood pressure
סוג דם	Blood type
כחול	Blue
לווייתן כחול	Blue Whale
בלוז	Blues
חזיר בר	Boar
משחק לוח	Board game
סירה	Boat
בוב דילן	Bob Dylan
בוב מארלי	Bob Marley
בובי פישר	Bobby Fischer
BMI	Body mass index
פיתוח גוף	Bodybuilding
בוהמיה	Bohemia
בוהריום	Bohrium
נקודת רתיחה	Boiling point
בויסי	Boise
בוליביה	Bolivia
קטגוריה:בוליביה	Bolivia
בוליווד	Bollywood
בולוניה	Bologna
בולצנו	Bolzano
מטען חבלה	Bomb
מפציץ	Bomber
טוואי המשי	Bombyx mori
איגרת חוב	Bond (finance)
עצם	Bone
מוח עצם	Bone marrow
בון	Bonn
בונסאי	Bonsai
ספר	Book
מגילת אסתר	Book of Esther
ספר יהושע	Book of Joshua
ספר שופטים	Book of Judges
במדבר	Book of Numbers
חזון יוחנן	Book of Revelation
מגילת רות	Book of Ruth
אלגברה בוליאנית	Boolean algebra (structure)
בומרנג	Boomerang
בורדו	Bordeaux
בוריס גודונוב	Boris Godunov
בוריס פסטרנק	Boris Pasternak
בוריס ספאסקי	Boris Spassky
בורנאו	Borneo
בורון	Boron
בוסניה והרצגובינה	Bosnia and Herzegovina
קטגוריה:בוסניה והרצגובינה	Bosnia and Herzegovina
בוזון	Boson
בוספורוס	Bosporus
בוסטון	Boston
מסיבת התה של בוסטון	Boston Tea Party
תבנית:בוט	Bot
גן בוטני	Botanical garden
בוטניקה	Botany
קטגוריה:בוטניקה	Botany
בוטסואנה	Botswana
קטגוריה:בוטסואנה	Botswana
בקבוק	Bottle
דולפינן	Bottlenose Dolphin
בורגנות	Bourgeoisie
בורגון	Bourgogne
בובה (אי)	Bouvet Island
פריים	Bovid
חץ וקשת	Bow (weapon)
כדורת	Bowling
בוקסר (כלב)	Boxer (dog)
קטגוריה:מתאגרפים	Boxers
איגרוף	Boxing
קטגוריה:איגרוף	Boxing
חוק בויל-מריוט	Boyle's law
סוגריים	Bracket
ברהמה	Brahma
בראהמאפוטרה	Brahmaputra River
כתב ברייל	Braille
מוח	Brain
סיעור מוחות	Brainstorming
ברם סטוקר	Bram Stoker
ברנדנבורג	Brandenburg
ברנדי	Brandy
פליז	Brass
מצליבים	Brassicaceae
חזייה	Brassiere
ברטיסלאבה	Bratislava
בראונשווייג	Braunschweig
ברזיל	Brazil
קטגוריה:ברזיל	Brazil
ברזוויל	Brazzaville
לחם	Bread
שד (איבר)	Breast
סרטן השד	Breast cancer
ברמן	Bremen
ברסט ליטובסק	Brest
ברסט	Brest
ברטאן	Bretagne
לבנה (בנייה)	Brick
גשר	Bridge
קטגוריה:גשרים	Bridges
ברידג'טאון	Bridgetown
חטיבה	Brigade
ברייטון	Brighton
ברינדיזי	Brindisi
בריזביין	Brisbane
בריסטול	Bristol
קולומביה הבריטית	British Columbia
האימפריה הבריטית	British Empire
האיים הבריטיים	British Isles
איי הבתולה הבריטיים	British Virgin Islands
קטגוריה:בריטים	British people
ברנו	Brno
ברודוויי	Broadway (New York City)
ברוקולי	Broccoli
ברום	Bromine
ארד	Bronze
תקופת הברונזה	Bronze Age
ברוקלין	Brooklyn
גשר ברוקלין	Brooklyn Bridge
חום (צבע)	Brown
דוב חום	Brown Bear
תנועה בראונית	Brownian motion
ברוס לי	Bruce Lee
ברוז'	Bruges
ברוניי	Brunei
קטגוריה:ברוניי	Brunei
בריסל	Brussels
דבר	Bubonic plague
בוקרשט	Bucharest
ארמון בקינגהאם	Buckingham Palace
באקמינסטר פולר	Buckminster Fuller
כוסמת	Buckwheat
בודפשט	Budapest
בודהיזם	Buddhism
קטגוריה:בודהיזם	Buddhism
באדי הולי	Buddy Holly
בואנוס איירס	Buenos Aires
באפלו	Buffalo
מבנה	Building
בוג'ומבורה	Bujumbura
בולגריה	Bulgaria
קטגוריה:בולגריה	Bulgaria
חוק ארכימדס	Buoyancy
ביורוקרטיה	Bureaucracy
ראש עירייה	Burgomaster
בורקינה פאסו	Burkina Faso
קטגוריה:בורקינה פאסו	Burkina Faso
מיאנמר	Burma
קטגוריה:מיאנמר	Burma
בורקה	Burqa
בורסה (עיר)	Bursa
קטגוריה:בורונדי	Burundi
אוטובוס	Bus
עסקים	Business
קטגוריה:אנשי עסקים	Businesspeople
באסטר קיטון	Buster Keaton
בוטאן	Butane
חמאה	Butter
אפקט הפרפר	Butterfly effect
בידגושץ'	Bydgoszcz
בית (מחשב)	Byte
קטגוריה:האימפריה הביזנטית	Byzantine Empire
C	C
C (שפת תכנות)	C (programming language)
ק.ס. לואיס	C. S. Lewis
מגדל סי אן	CN Tower
COBOL	COBOL
קברט	Cabaret
קקאו (עץ)	Cacao
זיכרון מטמון	Cache
צבריים	Cactus
קדמיום	Cadmium
קדמוס	Cadmus
צסיום	Caesium
קפאין	Caffeine
קהיר	Cairo
עוגה	Cake
קלבריה	Calabria
קאלה	Calais
קלציט	Calcite
סידן	Calcium
סידן פחמתי	Calcium carbonate
סיד	Calcium oxide
מחשבון	Calculator
חשבון אינפיניטסימלי	Calculus
קלדרה	Caldera
לוח שנה	Calendar
קליבר	Caliber
קליפורניה	California
קטגוריה:קליפורניה	California
קליפורניום	Californium
קליגולה	Caligula
קליגרפיה	Calligraphy
קאליופה	Calliope
קליסטו (ירח)	Callisto (moon)
קליסטו (מיתולוגיה)	Callisto (mythology)
קלוריה	Calorie
גבעת הגולגולתא	Calvary
קלווין קולידג'	Calvin Coolidge
קלוויניזם	Calvinism
קליפסו (דמות מיתולוגית)	Calypso (mythology)
קמבודיה	Cambodia
קטגוריה:קמבודיה	Cambodia
קמבריון	Cambrian
קיימברידג'	Cambridge
קיימברידג' (מסצ'וסטס)	Cambridge
קיימברידג' (פירושונים)	Cambridge (disambiguation)
גמל	Camel
קממבר	Camembert (cheese)
מצלמה	Camera
קמרון	Cameroon
קטגוריה:קמרון	Cameroon
קמפניה	Campania
קנדה	Canada
קטגוריה:קנדה	Canada
דולר קנדי	Canadian dollar
תעלה	Canal
האיים הקנריים	Canary Islands
קטגוריה:האיים הקנריים	Canary Islands
קנברה	Canberra
סרטן (מחלה)	Cancer
סרטן (קבוצת כוכבים)	Cancer (constellation)
קנדלה	Candela
נר	Candle
כלביים	Canidae
כלב גדול	Canis Major
כלב קטן	Canis Minor
קנאביס	Cannabis
מריחואנה	Cannabis (drug)
קאן	Cannes
קניבליזם	Cannibalism
תותח	Cannon
קאנו	Canoe
קנון	Canon (company)
קאנופוס	Canopus
קנטטה	Cantata
קנטרברי	Canterbury
קאנוט הגדול	Canute the Great
קבל	Capacitor
כף הורן	Cape Horn
קייפטאון	Cape Town
כף ורדה	Cape Verde
כף התקווה הטובה	Cape of Good Hope
עיר בירה	Capital
הון	Capital (economics)
עונש מוות	Capital punishment
קפיטליזם	Capitalism
קפדוקיה	Cappadocia
גדי (קבוצת כוכבים)	Capricornus
פלפלת	Capsicum
קרקל	Caracal
קראקס	Caracas
קרמבולה	Carambola
קרט (יחידת משקל)	Carat (mass)
קרט (יחידת משקל)	Carat (purity)
קאראווג'ו	Caravaggio
פחמימה	Carbohydrate
פחמן	Carbon
פחמן דו-חמצני	Carbon dioxide
פחמן חד-חמצני	Carbon monoxide
חומצה פחמתית	Carbonic acid
קרבון	Carboniferous
חומצה קרבוקסילית	Carboxylic acid
מאייד	Carburetor
משחק קלפים	Card game
הל	Cardamom
קארדיף	Cardiff
חשמן	Cardinal (Catholicism)
הקרדינל רישלייה	Cardinal Richelieu
קרדיולוגיה	Cardiology
קטגוריה:מערכת הדם	Cardiovascular system
האיים הקאריביים	Caribbean
קטגוריה:הים הקריבי	Caribbean
הים הקריבי	Caribbean Sea
קריקטורה	Caricature
שדרית (קבוצת כוכבים)	Carina (constellation)
קארל דייוויד אנדרסון	Carl David Anderson
קרל גוסטב יונג	Carl Jung
קרל לואיס	Carl Lewis
קרל מריה פון ובר	Carl Maria von Weber
קארל אורף	Carl Orff
קרנבל	Carnival
טורפים (סדרת יונקים)	Carnivora
טורפים (ביולוגיה)	Carnivore
צמחים טורפים	Carnivorous plant
השושלת הקרולינגית	Carolingian dynasty
קארולוס ליניאוס	Carolus Linnaeus
הרי הקרפטים	Carpathian Mountains
גזר	Carrot
קרסון סיטי	Carson City
קרטחנה (ספרד)	Cartagena
מערכת צירים קרטזית	Cartesian coordinate system
מכפלה קרטזית	Cartesian product
קרתגו	Carthage
קרטוגרפיה	Cartography
קטגוריה:קרטוגרפיה	Cartography
קרי גרנט	Cary Grant
ציפורנאים	Caryophyllales
קזבלנקה	Casablanca
קשיו	Cashew
קזינו	Casino
הים הכספי	Caspian Sea
קסנדרה	Cassandra
קסיופאה	Cassiopeia (constellation)
יצקת	Cast iron
קאסטה	Caste
קסטיליה	Castile (historical region)
טירה (מבצר)	Castle
הצרחה	Castling
קסטריס	Castries
עילה למלחמה	Casus belli
חתול	Cat
קטלוניה	Catalonia
קטגוריה:קטלוניה	Catalonia
זרז	Catalysis
קטפרקט	Cataphract
קטרקט	Cataract
קתרים	Catharism
קתדרלה	Cathedral
קתרין פאר	Catherine Parr
קתרינה, נסיכת אראגון	Catherine of Aragon
נצרות קתולית	Catholicism
פרה	Cattle
אנפית בקר	Cattle Egret
קווקז	Caucasus
קטגוריה:קווקז	Caucasus
הרי הקווקז	Caucasus Mountains
כרובית	Cauliflower
סיבתיות	Causality
חיל פרשים	Cavalry
מערה	Cave
קוויאר	Caviar
קאיין	Cayenne
איי קיימן	Cayman Islands
ססיל רודז	Cecil Rhodes
ארז	Cedar
סלרי	Celery
כיפת השמים	Celestial sphere
תא	Cell (biology)
קרום התא	Cell membrane
גרעין התא	Cell nucleus
דופן התא	Cell wall
צ'לו	Cello
תאית	Cellulose
מעלות צלזיוס	Celsius
צמנט	Cement
בית קברות	Cemetery
קנוזואיקון	Cenozoic
מפקד אוכלוסין	Census
קנטאור	Centaur
קנטאור (קבוצת כוכבים)	Centaurus
מרכז מסה	Center of mass
מרכז אפריקה	Central Africa
הרפובליקה המרכז-אפריקאית	Central African Republic
קטגוריה:הרפובליקה המרכז אפריקאית	Central African Republic
אמריקה המרכזית	Central America
CIA	Central Intelligence Agency
סנטרל פארק	Central Park
מעצמות המרכז	Central Powers
בנק מרכזי	Central bank
מערכת העצבים המרכזית	Central nervous system
מעבד	Central processing unit
סאנטר	Centre
צנטריול	Centriole
מאה (זמן)	Century
ראש רגלאים	Cephalopod
קפיאוס (קבוצת כוכבים)	Cepheus (constellation)
קרברוס (מיתולוגיה)	Cerberus
דגנים	Cereal
המוח הקטן	Cerebellum
קרס	Ceres
קרס (כוכב לכת ננסי)	Ceres (dwarf planet)
צריום	Cerium
צ'זארה בורג'ה	Cesare Borgia
לווייתנאים	Cetacea
צ'אד	Chad
קטגוריה:צ'אד	Chad
כיסא	Chair
כלקדון (מינרל)	Chalcedony
זיקית (קבוצת כוכבים)	Chamaeleon
שמפניה	Champagne (wine)
מנהרת התעלה	Channel Tunnel
כאוס (מיתולוגיה)	Chaos (mythology)
חופמאים	Charadriiformes
קרל הגדול	Charlemagne
שרלרואה	Charleroi
צ'ארלס, נסיך ויילס	Charles
שארל בודלר	Charles Baudelaire
צ'ארלס דרווין	Charles Darwin
צ'ארלס דיקנס	Charles Dickens
שארל פורייה	Charles Fourier
צ'ארלס לינדברג	Charles Lindbergh
צ'ארלס פרס	Charles Peirce
צ'ארלס וילסון (פיזיקאי)	Charles Thomson Rees Wilson
שארל דה גול	Charles de Gaulle
שארל הקירח	Charles the Bald
צ'ארלסטון (וירג'יניה המערבית)	Charleston
צ'רלי צ'פלין	Charlie Chaplin
צ'ארלי פרקר	Charlie Parker
שארלוט (קרוליינה הצפונית)	Charlotte
מכושפות	Charmed
כארון (ירח)	Charon (moon)
כארון	Charon (mythology)
שארטר	Chartres
שוביניזם	Chauvinism
ארנסטו צ'ה גווארה	Che Guevara
צ'צ'ניה	Chechnya
קטגוריה:צ'צ'ניה	Chechnya
גבינה	Cheese
ברדלס	Cheetah
צ'ליאבינסק	Chelyabinsk
קשר כימי	Chemical bond
תרכובת	Chemical compound
יסוד כימי	Chemical element
הנדסת כימיה	Chemical engineering
כתיב כימי	Chemical formula
תגובה כימית	Chemical reaction
נשק כימי	Chemical warfare
כימיה	Chemistry
קטגוריה:כימיה	Chemistry
פורטל:כימיה	Chemistry
קמניץ	Chemnitz
כימותרפיה	Chemotherapy
צ'נאי	Chennai
המחאה	Cheque
צ'רנוביל	Chernobyl
דובדבן	Cherry
צור (סלע)	Chert
כרוב (תנ"ך)	Cherub
שחמט	Chess
קטגוריה:שחמט	Chess
פתיחה (שחמט)	Chess opening
צ'סטר ארתור	Chester A. Arthur
מסטיק	Chewing gum
שאיין	Cheyenne
כי	Chi (letter)
צ'יאנג קאי שק	Chiang Kai-shek
שיקגו	Chicago
תרנגול הבית	Chicken
אבעבועות רוח	Chickenpox
חימצה	Chickpea
ילדות	Child
לידה	Childbirth
צ'ילה	Chile
קטגוריה:צ'ילה	Chile
כימרה	Chimera (mythology)
שימפנזה	Chimpanzee
קטגוריה:סין	China
סין	China
כיוס	Chios
כיירון	Chiron
כיטין	Chitin
כלור	Chlorine
כלורופורם	Chloroform
כלורופיל	Chlorophyll
כלורופלסט	Chloroplast
שוקולד	Chocolate
מקהלה	Choir
כולרה	Cholera
כולסטרול	Cholesterol
דגי סחוס	Chondrichthyes
צ'ונגצ'ינג	Chongqing
אקורד	Chord (music)
מיתרניים	Chordate
קרייסטצ'רץ'	Christchurch
כריסטיאן הויגנס	Christiaan Huygens
נצרות	Christianity
קטגוריה:נצרות	Christianity
חג המולד	Christmas
קטגוריה:חג המולד	Christmas
ערב חג המולד	Christmas Eve
עץ חג המולד	Christmas tree
כריסטופר קולומבוס	Christopher Columbus
כריסטופר מרלו	Christopher Marlowe
כרומטין	Chromatin
כרומטוגרפיה	Chromatography
כרום	Chromium
כרומוזום	Chromosome
צ'אק ברי	Chuck Berry
ים צ'וקצ'י	Chukchi Sea
כנסייה	Church
הכנסייה האנגליקנית	Church of England
מרקוס טוליוס קיקרו	Cicero
חסידאים	Ciconiiformes
סיידר	Cider
סיגריה	Cigarette
סינדרלה	Cinderella
צינובר	Cinnabar
קינמון	Cinnamon
קירקה	Circe
מעגל	Circle
מחזור הדם	Circulatory system
מילה (ניתוח)	Circumcision
קרקס	Circus
שחמת הכבד	Cirrhosis
אזרחות	Citizenship
חומצה ציטרית	Citric acid
מעגל קרבס	Citric acid cycle
הדרים	Citrus
עיר מדינה	City-state
מלחמת אזרחים	Civil war
ציוויליזציה	Civilization
Civilization	Civilization (computer game)
קלרנית	Clarinet
קלארק גייבל	Clark Gable
מחלקה (טקסונומיה)	Class (biology)
מחלקה (תכנות)	Class (computer science)
מכניקה קלאסית	Classical mechanics
מוזיקה קלאסית	Classical music
קטגוריה:מוזיקה קלאסית	Classical music
קלאסיציזם	Classicism
קלוד מונה	Claude Monet
קלוד שאנון	Claude Shannon
קלאודיו מונטוורדי	Claudio Monteverdi
קלאודיוס	Claudius
עצם הבריח	Clavicle
חרסית	Clay
מפתח (מוזיקה)	Clef
קלמנט אטלי	Clement Attlee
קליבלנד	Cleveland
שרת-לקוח	Client-server
אקלים	Climate
קטגוריה:אקלים	Climate
קלימטולוגיה	Climatology
דיכאון	Clinical depression
קליאו	Clio
דגדגן	Clitoris
שעון	Clock
ביג בן	Clock Tower
שיבוט	Cloning
קטגוריה:ביגוד	Clothing
ביגוד	Clothing
ענן	Cloud
ציפורן (תבלין)	Clove
תלתן	Clover
כלוביס הראשון	Clovis I
צורבים	Cnidaria
פחם	Coal
שלט אצולה	Coat of arms
קובלט	Cobalt
קוקאין	Cocaine
מושיתיים	Coccinellidae
קקדואיים	Cockatoo
תיקנאים	Cockroach
קוקטייל	Cocktail
קוקוס	Coconut
איי קוקוס	Cocos (Keeling) Islands
קודאין	Codeine
קפה (צמח)	Coffea
קפה	Coffee
קטגוריה:קפה	Coffee
קוניאק	Cognac (drink)
פסיכולוגיה קוגניטיבית	Cognitive psychology
מדעים קוגניטיביים	Cognitive science
מטבע	Coin
קולה (משקה)	Cola
קולכיס	Colchis
המלחמה הקרה	Cold War
קטגוריה:המלחמה הקרה	Cold War
קולין פאוול	Colin Powell
קולאז'	Collage
קולגן	Collagen
קולואיד	Colloid
קלן	Cologne
קולומביה	Colombia
