English	Slovenian
national fishing reserve	državno ribolovno območje
national legislation	državna zakonodaja
national park	narodni park
national planning	državno načrtovanje
nationalisation	nacionalizacija
natural area	naravno območje
natural areas protection	varstvo naravnih območij
natural disaster	naravna nesreča/katastrofa
natural environment	naravno okolje
natural fertiliser	naravno gnojilo
natural fibre	naravno vlakno
natural forest	naravni gozd
natural gas	zemeljski plin
natural gas exploration	iskanje zemeljskega plina
natural gas extraction	črpanje (pridobivanje) zemeljskega plina ; črpanje zemeljskega plina
natural hazard	nevarnost naravnih nesreč
natural heritage	naravna dediščina
natural heritage assessment	ocena naravne dediščine
natural material	naravna snov, naravni material
natural monument	naravni spomenik
natural park	naravni park
natural radioactivity	naravna radioaktivnost
natural regeneration	naravna regeneracija
natural resource	naravni vir
natural resource conservation	ohranjanje naravnih virov
natural risk	naravno tveganje
natural risk analysis	analiza naravnega tveganja
natural risks prevention	preprečevanje naravnih nesreč
natural scenery	naravna pokrajina
natural science	naravoslovje
natural stone	naravni drag kamen
natural value	naravna vrednota
nature conservation	ohranjanje narave
nature conservation legislation	zakonodaja o ohranjanju narave
nature conservation organisation	organizacija za ohranjanje narave
nature conservation programme	program ohranjanja narave
nature protection	varstvo narave
nature reserve	naravni rezervat
nausea	slabost
navigation	navigacija
navigational hazard	nevarnost za plovbo
necrosis	nekroza
need	potreba
neighbourhood noise	hrup okolice
nematode	gliste (Nematoda)
neodymium	neodim
neon	neon
neoplasm ; tumour	tumor
neptunium	neptunij
nervous system	živčni sistem
nesting	gnezdenje
nesting area	gnezdišče
netting policy (emissions trading) ; netting policy	politika mreženja (trgovanje z emisijami)
neurotoxicity	nevrotoksičnost
neutralisation	nevtralizacija
new community	nova skupnost
new installation	nova naprava/oprema, nov objekt
new material	novi material, tehnološko izpopolnjen material
new technology	nova tehnologija
newsgroup	novičarska skupina
newsletter	glasilo, bilten
nickel	nikelj
niobium	niobij
nitrate	nitrat
nitrification	nitrifikacija
nitro compound	dušikova spojina
nitrogen	dušik
nitrogen cycle	kroženje dušika
nitrogen dioxide	dušikov dioksid
nitrogen fixation	vezava dušika
nitrogen monoxide	dušikov monoksid
nitrogen oxide	dušikov oksid
nitrogen oxides	dušikovi oksidi
nitrogenous fertiliser	dušikovo gnojilo
nitrosamine	nitrozamin
noise	hrup
noise ; noise, vibrations ; racket	hrup
noise abatement	ukrepi za zmanjševanje hrupa
noise analysis	analiza hrupa
noise barrier	protihrupna pregrada
noise control	zmanjševanje hrupa
noise disturbance ; noise pollution	motnje, ki jih povzroča hrup
noise emission	emisije hrupa
noise emission levy	dajatev na obremenjevanje s hrupom
noise exposure plan	načrt izpostavljenosti hrupu
noise immission	imisija hrupa
noise legislation	zakonodaja s področja hrupa
noise level	raven hrupa
noise measurement	meritev hrupa
noise pollutant	vir hrupa
noise pollution	obremenjevanje s hrupom
noise protection	varstvo pred hrupom
noise reduction	zmanjšanje hrupa
noise spectrum	spekter hrupa
noise-free technology	brezhrupna tehnologija
nomad	nomad
nomenclature	nomenklatura
non-biodegradable pollutant	biološko nerazgradljivo onesnaževalo
non-built-up area	nepozidano območje
non-conventional energy	nekonvencionalna energija
non-demesnial water	zasebna voda
non-durable goods	neobstojno blago
non-ferrous metal	barvna kovina
non-ferrous metal industry	barvna metalurgija
non-governmental organisation	nevladna organizacija (NVO)
non-ionising radiation	neionizirno sevanje
non-metal	nekovina
non-metallic mineral	nekovinski mineral
non-polluting energy source	vir energije, ki ne onesnažuje
non-polluting fuel	gorivo, ki ne onesnažuje
non-renewable energy resource	neobnovljiv vir energije
non-renewable resource	neobnovljivi naravni viri
non-residential building	nestanovanjska zgradba
non-returnable container	nevračljiva embalaža
non-target organism	neciljni organizem
non-volatile substance	nehlapna snov
norm	norma, pravilo, standard, normativ ; standard ; normativ ; norma ; pravilo
nose	nos
note	nota
nothing	nič
notice	objava ; obvestilo ; oglas
notification	obvestilo, prijava, notifikacija
noun ; substantive	podstatné meno
nuclear accident	jedrska nesreča
nuclear debate	razprave o jedrski energiji
nuclear energy	jedrska energija
nuclear energy legislation	zakonodaja s področja jedrske energije
nuclear energy use	raba jedrske energije
nuclear explosion (accident) ; nuclear explosion	jedrska eksplozija (nesreča) ; jedrska eksplozija
nuclear facility	jedrski obrat
nuclear fission	cepitev jedra
nuclear fuel	jedrsko gorivo
nuclear fuel element	(jedrske) gorivne palice ; gorivne palice ; jedrske gorivne palice
nuclear fusion	zlitje jedra
nuclear hazard	jedrska nevarnost
nuclear physics	jedrska fizika
nuclear power plant	jedrska elektrarna
nuclear reaction	jedrska reakcija
nuclear reactor	jedrski reaktor
nuclear research centre	center za jedrske raziskave
nuclear risk	jedrsko tveganje
nuclear safety	jedrska varnost
nuclear test	jedrski poskus
nuclear weapon	jedrsko orožje
nucleic acid	nukleinska kislina
nursery (plant breeding) ; nursery ; plant nursery	drevesnica ; rastlinjak, drevesnica ; rastlinjak
nutrient	hranilna snov, hranilo
nutrient balance	prehransko ravnovesje
nutrient content	vsebnost hranilnih snovi
nutrient cycle	kroženje hranilnih snovi
nutrient medium	prehranski posrednik
nutrient removal	odstranjevanje hranilnih snovi
nutrition	prehrana ; prehranjevanje
nutritive value of food	hranilna vrednost hrane
oak	hrast
obesity	debelost
obey	ubogati
objection	nasprotovanje ; ugovor
obligation to inform	obveznost informiranja
obligation to label	obveznost označevanja
observation satellite	opazovalni satelit
occupational disease	poklicna bolezen
occupational health	zdravje na delovnem mestu
occupational health care	varovanje zdravja na delovnem mestu
occupational medicine	medicina dela
occupational safety	varstvo pri delu
occupational safety regulation	predpisi o varstvu pri delu
occupational status	zaposlitveni status
ocean ; sea ; body of water ; bounding main	ocean
ocean circulation	kroženje vode v oceanih
ocean current	oceanski tok
ocean dumping	odlaganje odpadkov v oceane
ocean exploitation	izkoriščanje oceanov
ocean temperature	temperatura oceanske vode
ocean-air interface	stik med oceani in ozračjem
oceanic climate	oceansko podnebje
oceanography	oceanografija
odour	smrad
off-peak travelling	potovanje izven konic
off-site	zunaj lokacije
offence against the environment	kaznivo dejanje na področju varstva okolja
office	urad, pisarna
official duty	uradna dolžnost
official hearing	uradno zaslišanje
official language	uradni jezik
offset policy (emissions trading)	kompenzacijska politika (trgovanje z emisijami)
offshore mining	priobalno črpanje nafte
oil and fat industry	industrija maščob in olj
oil binding agent	absorbent olja
oil boom	plavajoči lovilec nafte
oil disaster	razlitje nafte
oil exploration	iskanje nafte
oil extraction	črpanje nafte
oil pipeline	naftovod
oil pollution	onesnaženje z nafto
oil pollution abatement	ukrepi za zmanjšanje onesnaženja z nafto
oil production (chain)	predelava nafte
oil recovery vessel	plovilo za lovljenje nafte
oil refinery	rafinerija nafte
oil residue recuperation	zbiranje ostankov nafte
oil slick	naftni madež
oil spill	razlitje nafte
oil tanker	tanker za prevoz nafte
oil-based energy	energija, pridobljena iz nafte
old hazardous site	nevarna opuščena lokacija
old landfill site	staro odlagališče odpadkov
olfactory pollution	obremenjevanje s smradom
olive	oliva
olive oil mill wastewater	odpadna voda iz mlinov za oljčno olje
on-line service	storitev na zvezi
on-site wastewater treatment	čiščenje odpadne vode na lokaciji
oncology	onkologija
onion	čebula
ontogenesis ; ontogenesis ; ontogeny	ontogeneza ; ontogeneza
ontology	ontologija
open lawn	odprta jasa
open sea	odprto morje
open sea fishing	ribolov na odprtem morju
opencast mining ; open-pit mining	odprti/dnevni kop
opera	opera
operating data	operativni podatki
operetta	opereta
ophthalmology	oftalmologija
opinion ; stance	mnenje, stališče ; mnenje ; stališče
opinion survey	javnomnenjska raziskava
oral sex	oralni seks
orange	pomaranča
orchestra	orkester
orchid	orhideja
order	odredba ; uredba ; ukaz
order	odredba, uredba, ukaz ; odredba ; uredba ; ukaz
ordinance	uredba, predpis, odredba
ore	ruda
organ	organ
organelle	organel
organic carbon	organski ogljik
organic chemistry	organska kemija
organic farming	organsko kmetijstvo
organic matter	organska snov
organic nitrogen	organski dušik
organic pollutant	organsko onesnaževalo
organic pollution	organsko onesnaženje
organic solvent	organsko topilo
organic substance	organska snov
organic waste	organski odpadki
organisation (law)	organizacija
organisation of teaching	izobraževalna organizacija
organisation of the legal system	organiziranost pravnega sistema
organism	organizem
organochlorine compound	organoklorova spojina
organohalogen compound	organohalogena spojina
organoleptic property	organoleptična lastnost
organometallic compound	organokovinska spojina
organonitrogen compound	organodušikova spojina
organooxygen compound	organokisikova spojina
organophosphorous compound	organofosforjeva spojina
organosulphur compound	organožveplova spojina
ornithology	ornitologija
orography	orografija
orthography	pravopis
orthopteran	ravnokrilci (Orthoptera)
osmium	osmij
osmosis	osmoza
ostrich	noj
outer space (allocation plan) ; outer space	neurbanizirani prostor
ovary	jajčnik
oven	peč
overburden	krovna plast
overexploitation	čezmerno izkoriščanje (črpanje) ; čezmerno izkoriščanje
overfertilisation	čezmerno gnojenje
overfishing	čezmeren ribolov
overflow (outlet)	preliv
overgrazing	čezmerna paša
overhead power line	daljnovod
overpopulation	prenaseljenost
overturn (limnology)	obratna termična plastovitost (limnologija)
overwintering	prezimovanje
ovine	ovca
ownership	lastništvo
oxidation	oksidacija
oxidation-reduction	oksidacija-redukcija
oxide	oksid
oxidisable material	snov, ki lahko oksidira
oxidising agent	oksidant
oxygen	kisik
oxygen content	vsebnost kisika
oxygenation	okisičenje, oksigenacija
oyster	ostrige
oyster farming	gojenje ostrig
ozone	ozon
ozone depletion potential	faktor škodljivosti za ozon
ozone layer	ozonska plast
ozone layer depletion	tanjšanje ozonske plasti
ozonisation	ozonizacija
packaging	embalaža
packaging waste	odpadna embalaža
packing industry	proizvodnja embalaže
paediatrician	pediater ; otroški zdravnik
paint	barva
paint room	barvarna, lakirnica
paint shop	trgovina z barvami
painting business	barvanje
palaeoclimatology	paleoklimatologija
palaeoecology	paleoekologija
palaeontology	paleontologija
palindrome	palindrom
palladium	paladij
palm	palma
palm	dlan
pandemic	pandemija
paper	papir
paper industry	papirna industrija
parabola	parabola
parachute	padalo
parameter	parameter
parasite	parazit
parasitology	parazitologija
parking provision	parkirni prostor
parliamentary debate	parlamentarna razprava
parliamentary report	parlamentarno poročilo
parrot	papagaj
partially halogenated chlorofluorohydrocarbon	delno halogeniran klorofluoroogljikovodik
participation	udeležba
particle	delec
particle separator	ločevalec delcev
party ; political party	politična stranka
passenger transport	potniški promet
paste-like waste	muljasti odpadki
pasture	pašnik
patent	patent
path	steza, pot
pathogen	patogen
pathogenic organism	patogeni organizem
pathologic effect	patološki učinek
pathology	patologija
patrimonial management	patrimonialno upravljanje
pattern recognition	razpoznavanje vzorcev
pay policy	plačilna politika
peace	mir
peacekeeping	vzdrževanje miru, mirovne operacije
pear	hruška
peat	šota
peat extraction	pridobivanje šote
pedagogy	pedagogika
pedestrian zone ; pedestrian area ; car-free zone ; auto-free zone ; pedestrianised zone	cona za pešce
pedosphere	pedosfera
penalty	kazen
penalty for environmental damage	kazen za povzročitev okoljske škode
pencil	svinčnik
penguin	pingvin
peninsula	polotok
pentachlorophenol	pentaklorofenol
per capita data	podatki na prebivalca
percolating water	gravitacijska voda
periodic table	periodni sistem elementov
peripheral park area	robno območje parka
periphyton	perifiton
periurban space	primestno območje
permeability	prepustnost
permissible exposure limit	dopustna meja izpostavljenosti
permission	dovoljenje
peroxyacetylnitrate	peroksiacetilnitrat, PAN
persistant organic pollutant	obstojno organsko onesnaževalo
persistence	obstojnost
persistence of pesticides	obstojnost pesticidov
person	oseba
personal responsibility	osebna odgovornost
pest	škodljivec
pest control	zatiranje škodljivcev
pest infestation	invazija škodljivcev
pesticide	pesticid
pesticide control standard	standard za nadzor nad pesticidi
pet	domača žival, hišni ljubljenček
petition right	pravica do peticije/vloge
petrochemical	petrokemični proizvod
petrochemical industry	petrokemična industrija
petrol	bencin
petroleum	nafta
petroleum consumption	poraba nafte
petroleum industry	naftna industrija
phanerogam ; spermatophyte	semenka, cvetnica
pharmaceutical industry	farmacevtska industrija
pharmaceutical waste	farmacevtski odpadki
pharmacokinetics	farmakokinetika
pharmacology	farmakologija
pheasant	fazan
phenol	fenol
pheromone	feromon
philology	filologija
philosophy	filozofija
phishing	phishing
phone ; telephone	telefon
phosphate	fosfat
phosphate removal	odstranjevanje fosfatov
phosphate substitute	nadomestek za fosfate
phosphatic fertiliser	fosfatno gnojilo
phosphorus	fosfor
photo ; photograph	fotografija
photochemical agent	fotokemični agens
photochemical oxidant	fotokemični oksidant
photochemical pollution	fotokemično onesnaženje
photochemical product	fotokemični produkt
photochemical reaction	fotokemična reakcija
photochemical smog	fotokemični smog
photodegradation	fotorazgradljivost
photogrammetry	fotogrametrija
photography	fotografija
photosynthesis	fotosinteza
physical alteration	fizikalna sprememba
physical chemistry	fizikalna kemija
physical conditions	fizikalne razmere
physical geography	fizična geografija
physical measurement of pollution	fizikalne meritve onesnaženosti
physical planning	prostorsko načrtovanje
physical pollutant	fizikalno onesnaževalo
physical pollution	fizikalno onesnaženje
physical process	fizikalni proces
physical property	fizikalna lastnost
physical science	fizikalne vede
physical treatment	fizikalna obdelava
physicochemical analysis	fizikalnokemična analiza
physicochemical process	fizikalno-kemični proces
physicochemical purification	fizikalno-kemično čiščenje
physicochemical treatment	fizikalno-kemijska obdelava
physics	fizika
physiology	fiziologija
phytomass	rastlinska biomasa
phytopathology	fitopatologija
phytoplankton	fitoplankton
phytosanitary treatment	fitosanitarno čiščenje vode
phytosociology	fitosociologija
phytotoxicity	strupenost/toksičnost rastlin, fitotoksičnost
pickling plant	obrat za dekapiranje
pigeon ; dove	golob
piggery	svinjak
pike ; spear	kopje
pilot plant	pilotni obrat
pilot project	pilotni projekt
pilotage	pilotiranje
pinniped	plavutonožci (Pinnipedia)
pino ; pine	bor
pipe	cev
pipeline	cevovod
pituitary gland	hipofiza
pixel	točka ; točka, piksel ; piksel
plain	ravan ; ravnica ; ravnina
plan	načrt
plane source	ploskovni vir onesnaženja
plankton	plankton
planning	načrtovanje
planning law	zakonodaja s področja (prostorskega) načrtovanja
planning measure	načrtovalski ukrep
planning permission	dovoljenje za načrtovanje
plant	rastlina
plant biology	biologija rastlin
plant breeding	gojenje rastlin
plant community	rastlinska združba
plant component	del rastline
plant disease	rastlinska bolezen
plant ecology	ekologija rastlin
plant equipment	proizvodna oprema
plant heritage	rastlinska dediščina
plant physiology	fiziologija rastlin
plant population	rastlinska populacija
plant production	rastlinska proizvodnja
plant protection	zaščita rastlin
plant protection product	sredstvo za zaščito rastlin
plant reproduction	razmnoževanje rastlin
plant resource	rastlinski vir
plant selection	selekcija rastlin
plant species	rastlinska vrsta
plant species reintroduction	ponovna naselitev rastlinskih vrst
plant textile fibre	rastlinsko tekstilno vlakno
plant trade	trgovanje z rastlinami
planting	sajenje
plasma technology	tehnologija plazme
plastic	plastika
plastic waste	plastični odpadki
platinum	platina
pleasure cruising	križarjenje
plutonium ; plutonium ; plutonium	plutonij ; plutonij ; plutonij
point	točka
point source	točkovni vir onesnaženja
poison	strup
poisoning	zastrupitev
polar region	polarno območje
polder	polder
police	policija
police law	zakon o policiji
police power	policija
policy	politika ; politika, usmeritev, strategija ; usmeritev ; strategija
policy guideline	smernica za politiko
policy instrument	inštrument politike
policy integration	politika povezovanja/vključevanja
policy planning	načrtovanje politike
political counselling	politično svetovanje
political doctrine	politična doktrina
political ecology	politična ekologija
political geography	politična geografija
political ideology	politična ideologija
political organisation	politična organizacija
political power	politična moč
politics	politika
pollen	pelod
pollutant	onesnaževalo
pollutant absorption	absorpcija onesnaževal
pollutant accumulation	akumulacija onesnaževal
pollutant analysis	analiza onesnaževal
pollutant assessment	ocena/presoja onesnaževal
pollutant concentration	koncentracija onesnaževal
pollutant degradation	razgradnja onesnaževal
pollutant deposition	usedanje onesnaževal
pollutant dispersion	širjenje onesnaževal
pollutant distribution	porazdelitev onesnaževal
pollutant elimination	odstranjevanje onesnaževal
pollutant emission	emisije onesnaževal
pollutant evolution	razvoj onesnaževala
pollutant exposure	izpostavljenost onesnaževalom
pollutant flow	gibanje/tok onesnaževal
pollutant formation	nastajanje onesnaževal
pollutant immission	imisije onesnaževal
pollutant immobilisation	imobilizacija onesnaževal
pollutant migration	širjenje onesnaženja
pollutant monitoring	monitoring onesnaženja
pollutant pathway	pot onesnaževala
pollutant reduction	zmanjševanje onesnaženja
pollutant remobilisation	ponovna mobilizacija onesnaževal
polluted matter	onesnažena snov
polluted site	onesnažen predel
polluter-pays principle	načelo "onesnaževalec plača"
pollution	onesnaženje ; onesnaževanje
pollution abatement	zmanjševanje onesnaženja
pollution abatement equipment	oprema za zmanjševanje onesnaženja
pollution abatement waste	odpadki od zmanjševanja onesnaženja
pollution control	ukrepi za zmanjševanje onesnaženja
pollution control equipment	oprema za omejevanje onesnaževanja
pollution control investment	naložba za preprečevanje onesnaževanja ali za izboljšanje okolja
pollution control measure	ukrep za preprečevanje onesnaževanja
pollution control technology	tehnologija za zmanjševanje onesnaževanja
pollution cost	stroški onesnaženja
pollution effect	vpliv onesnaženja
pollution indicator	kazalec/indikator onesnaženja
pollution insurance	zavarovanje za primer onesnaženja
pollution liability	odgovornost za onesnaženje
pollution load	obremenjenost zaradi onesnaženja
pollution measurement	meritve onesnaženja
pollution monitoring	monitoring (spremljanje, opazovanje) onesnaževanja
pollution norm	normativ onesnaženja
pollution prevention	preprečevanje onesnaževanja
pollution risk	tveganje onesnaženja
pollution type	vrsta onesnaženja
polybrominated biphenyl	polibromirani bifenil
polychlordibenzo-p-dioxin	poliklordibenzo - p - dioksin
polychlorinated biphenyl	poliklorirani bifenil, PCB
polychlorinated dibenzofuran	poliklorirani dibenzofuran
polychlorinated terphenyl	poliklorirani terfenil
polycyclic aromatic hydrocarbon	policiklični aromatski ogljikovodik, PAH
polycyclic hydrocarbon	policiklični ogljikovodik
polyethylene terephtalate	polietilen tereftalat (PET)
polygon	poligon, mnogokotnik
polymer	polimer
polymerisation	polimerizacija
polyvinyl chloride	polivinil klorid
pond	ribnik
pool ; puddle ; puddle	mlaka
pope	papež
population	populacija
population density	gostota prebivalstva
population dynamics	gibanje prebivalstva
population ecology	populacijska ekologija
population growth	rast prebivalstva
population movement	gibanje prebivalstva
population structure	struktura prebivalstva
population trend	demografski trend
porcelain	porcelano
poriferan	spužve (Porifera)
posidonia ; neptunegrass	pozejdonka
positron	pozitron
post-treatment	dodatno čiščenje
potash	pepelika
potassium	kalij
potassium fertiliser	kalijevo gnojilo
potato ; patato	krompir
poultry	perutnina
poultry farming	perutninarstvo
poverty	revščina
power (physics) ; power	moč
power company	podjetje za proizvodnjo in distribucijo električne energije
power station	elektrarna
power station derating	dekomisija elektrarne
power-heat relation	razmerje med močjo in toploto
praseodymium	prazeodim
pre-emption	predkup, predkupna pravica ; predkup ; predkupna pravica
pre-emption zone	območje s predkupno pravico
precautionary principle	načelo previdnosti
precipitation ; precipitation (chemical)	precipitacija, usedanje ; usedanje ; precipitacija
precipitation enhancement	povečanje količine padavin
precision engineering	inženirstvo precizne tehnike
predator	plenilec
prefabricated building	montažni objekt
preliminary proceedings	preliminarni postopki
premium	(zavarovalna) premija ; premija
preparation for market	priprava za vstop na trg
prescription	priposestvovanje
preservation of evidence	hranjenje dokazov
preservative	konzervans, sredstvo za konzerviranje
preserve	konzervirana hrana, konzerva
press	tisk
pressing	stiskanje
pressure	tlak, pritisk
pressure equipment	tlačna oprema
pressure group	interesna skupina, lobi
prevention measure	preprečevalni ukrep
prevention of forest fires	preprečevanje gozdnih požarov
preventive health measure	preventivni zdravstveni ukrep
preventive information	preventivne informacije
price	cena
prices policy	cenovna politika
pricing policy of resources	politika določanja cen naravnih virov
primary education	osnovno šolstvo
primary energy consumption	poraba primarne energije
primary forest	prvotni gozd, naravni gozd
primary sector	primarni sektor
primary treatment	primarno čiščenje
primate	primat
prime number ; prime	praštevilo
principle of sustainability	načelo trajnosti
printing work	tiskanje
prisoner of war ; POW ; PoW ; PW	vojni ujetnik
private car	osebno vozilo
private domain	zasebna lastnina
private forest	zasebni gozd
private household	gospodinjstvo
private international law	mednarodno zasebno pravo
private law	zasebno pravo
private sector	zasebni sektor
private transport	prevoz z zasebnimi vozili
privatisation	privatizacija
proboscidean	trobčarji (Proboscidea)
procaryote	prokarioti (Prokaryota)
procedural law	procesno pravo
process analysis	analiza procesa
process technology	procesna tehnologija
process water	tehnološka voda
processed agricultural produce	predelani kmetijski pridelek
processed foodstuff	obdelana živila
processing	obdelava, predelava
producer liability	odgovornost proizvajalca
product	izdelek, proizvod
product advertising	oglaševanje
product comparison	primerjava izdelkov
product evaluation	ocenjevanje/vrednotenje izdelkov
product identification	označevanje izdelkov
product information	informacije o izdelku
product liability	odgovornost za izdelke
product life cycle	življenjski cikel izdelka
product standard	standard za izdelke
production policy	proizvodna politika
productivity	storilnost, produktivnost
productivity trend	gibanje storilnosti
profit	dobiček
prognostic data	prognostični podatki
programme	program
progress line	tokovni diagram
prohibition	prepoved
project	projekt
promethium	prometij
promotion of trade and industry	pospeševanje trgovine in industrije
propagation process	proces širjenja
propellant	pogonski plin
properties of materials	lastnosti materialov
property protection	varovanje lastnine
propulsion technique	tehnika gibanja
prosecution	sodni postopek, kazenskopravni pregon, tožba ; sodni postopek ; kazenskopravni pregon ; tožba
prosperity	blaginja, napredek ; blaginja ; napredek
prostate	prostata
protected area	zavarovano območje
protected landscape	zavarovana pokrajina/krajina
protected marine zone	zavarovano morsko območje
protected species	zavarovana vrsta
protection from neighbours	zaščita pred sosedi
protection of animals	varstvo živali
protection of birds	varovanje ptic
protection of species	varovanje vrst
protection system	sistem varovanja
protective measure	zaščitni ukrep
protein ; poly peptide	beljakovina ; protein
protein product	proteinski izdelek
protocol	protokol
protozoan	praživali
province	provinca, pokrajina
provincial/regional authority (D) ; regional authority ; provincial authority	regionalna oblast/uprava
provincial/regional law (D) ; regional legislation	regionalni zakon
pruning	klestenje, obrezovanje
psychic effect	psihični učinek
psychological effect	psihološki učinek
psychological stress	psihološka preobremenitev
psychology	psihologija
psychosomatic effect	psihosomatski učinek/vpliv
psychosomatic illness	psihosomatska bolezen
public	javnost
public access to land	javna dostopnost površin
public action	delovanje v imenu javnosti
public aid	pomoč/podpora javnosti
public attendance	udeležba javnosti
public awareness campaign	kampanja ozaveščanja javnosti
public bath	javno kopališče
public benefit inquiry	preiskava o javnem interesu
public building	javna zgradba
public contract	javna pogodba
public debt	javni dolg
public discussion	javna razprava
public domain	javna/družbena lastnina, dobrine v splošni rabi
public expenditure	javna poraba
public finance	javne finance
public financing	javno financiranje
public function	javna funkcija
public health	splošno zdravstveno varstvo
public hearing	javna obravnava
public information	javne informacije
public inquiry	preiskava o javnem interesu
public institution	javna ustanova/inštitucija
public institution of administrative nature	upravna javna ustanova
public institution of industrial and commercial nature	gospodarska javna ustanova
public international law	mednarodno javno pravo
public law	javno pravo
public maritime domain	javno morje
public opinion	javno mnenje
public opinion polling	javnomnenjska raziskava
public park	javni park
public participation	udeležba javnosti
public procurement	javne nabave
public prosecutor's office	javno/državno tožilstvo
public relations	odnosi z javnostjo
public sector	javni sektor
public transport	javni prevoz
public transport vehicle	javno prometno sredstvo
public utility	komunalna služba/podjetje
public waterways domain	javne vode
public works	javna dela
public-private partnership	partnerstvo med javnim in zasebnim sektorjem
pulmonary disease	pljučna bolezen
pump	črpalka
pumping	črpanje
purification	prečiščevanje, čiščenje
purification facility	čistilna naprava
purification plant	čistilna naprava
purification through the soil	čiščenje skozi tla
purifying power	samočistilna sposobnost
purin	purin
pyralene	piralen
pyrolysis	piroliza
quadrilateral	četverokotnik
quality assurance	zagotavljanje kakovosti
quality certification	certifikat kakovosti
quality control	ugotavljanje in zagotavljanje kakovosti
quality objective	cilj visoke kakovosti
quality of life	kakovost življenja
quality standard	standard kakovosti
quarry	kamnolom
quarrying	pridobivanje kamna
quartering	razčetverjenje
queen	kraljica
question	vprašanje
rabbit	králik
race relations	odnosi med rasami
racking	dekantiranje
radar	radar
radiation ; radiations	sevanje
radiation damage	škoda, ki jo povzroči sevanje
radiation dose	radiacijska doza, doza obsevanja ; radiacijska doza ; doza obsevanja
radiation effect	vpliv sevanja
radiation exposure	izpostavljenost sevanju
radiation physics	fizika sevanja
radiation protection	zaščita pred sevanjem
radiation protection law	zakon o zaščiti pred sevanjem
radiation sickness	radiacijska bolezen
radio	radio
radio programme	radijski program
radioactive contamination	radioaktivna kontaminacija
radioactive decontamination	radioaktivna dekontaminacija
radioactive dumping	odlaganje radioaktivnih odpadkov
radioactive emission	emisije radioaktivnih snovi ; radioaktivne emisije
radioactive fallout	radioaktivne padavine/usedline
radioactive pollutant	radioaktivno onesnaževalo
radioactive substance	radioaktivna snov
radioactive tracer	radioaktivno sledilo
radioactive waste ; nuclear waste	radioaktivni odpadki
radioactivity ; radioactive decay	radioaktivnost
radioelement	radioaktivni element
radionuclide	radionuklid
radium	radij
radon	radon
rag	tekstilni odpadek
rail traffic	železniški promet
rail transport	železniški prevoz
railroad vehicle ; carriage ; wagon	železniško vozilo
railway	železnica
railway network	železniško omrežje
railway station	železniška postaja
rain	dež
rain forest	deževni gozd
rain water	deževnica
rain water sewer system	kanalizacija za meteorno vodo
rainbow	mavrica
rainout	kondenzacija
raising a site	zvišanje terena
random test	preskušanje naključno izbranih vzorcev, naključni preskus
rape	oljna repica
rapid test	hitri preskus
rapid transit train	hitri medmestni vlak
rare species	redka vrsta
raster	raster
raster to vector	vektorizacija
rate	hitrost ; hitrost, stopnja ; stopnja
raw material	surovina
raw material consumption	poraba surovin
raw material securing	zagotavljanje surovin
raw water	neprečiščena voda
reaction kinetics	reakcijska kinetika
reactor	reaktor
reactor safety	reaktorska varnost
read	brati
reality	resničnost
reasonableness	razumnost
reclamation industry	predelava odpadkov
recombinant DNA technology	rekombinantna DNA tehnologija
recommendation	priporočilo
recorder	kljunasta flavta
recording of substances	beleženje snovi
recovery of landscape	revitalizacija/sanacija pokrajine
recovery plan	načrt ponovne vzpostavitve, revitalizacijski/sanacijski načrt
recreation	rekreacija
recreational area	rekreacijsko območje
recyclability	primernost za recikliranje
recyclable plastic	plastika, primerna za recikliranje
recycled material	reciklirani material
recycled paper	reciklirani papir
recycling	recikliranje
recycling management and waste law	zakon o recikliranju in odpadkih
recycling potential	možnosti za recikliranje
recycling ratio	stopnja recikliranja
red kite	rjavi škarnik ; rdeči škarnjek ; rjavi škarjek
red tide	rdeča plima
redress	povračilo/nadomestilo škode, odškodnina
reed	trsje
reef	čer
reference service	referenčne storitve
referendum ; plebiscite	plebiscit
referral information	referenčne informacije
referral information system	referenčni informacijski sistem
refinery	rafinerija
refining	rafiniranje
reflection	odboj
reflectometry	reflektometrija
reforestation	pogozdovanje
refrigerant	hladilo
refrigeration	hlajenje
refrigeration industry	hladilna industrija
refrigerator	hladilnik
refrigerator ; fridge	hladilnik
refuge	pribežališče, refugij ; pribežališče ; refugij
refugee	begunec
refuse collection vehicle	vozilo za zbiranje odpadkov
refuse derived fuel	gorivo iz odpadkov
refuse shredder	drobilec odpadkov
refuse-sludge compost	kompost iz blata čistilnih naprav
regeneration	obnova, regeneracija
region	regija
regional authority	regionalna oblast/uprava
regional convention	regionalna konvencija
regional development	regionalni razvoj
regional law	regionalni zakon ; regionalni zakon, regionalna zakonodaja ; regionalna zakonodaja
regional natural park	regijski naravni park
regional plan	regionalni načrt
regional planning	regionalno načrtovanje
regional regulation	regionalni predpis
regional statistics	regionalna statistika
regional structure	regionalna struktura
registered site	razglašeno zavarovano območje
registration	registracija, vpis v register, prijava ; registracija ; vpis v register ; prijava
registration obligation	obveznost registracije
registration proceeding	postopek registracije
regulation	predpis, ukrep, uredba ; uredba ; predpis ; ukrep
regulation of agricultural production	predpis o kmetijski proizvodnji
regulation on maximum permissible limits	zakonodaja o najvišjih dopustnih mejah
regulative law	regulativna zakonodaja
rehousing	nova/nadomestna stanovanjska gradnja
